agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Medford Lakes Borough Police,2023,New Jersey,4298,NJ00322,0,9580000,0,0,100000,0,9680000,20000,0,0,10060,0,24497,0,0,244,0,34801,210000,0,1,210001,0,10,0,0,1,5,244,8000010,0,97800000,225031429,600000000,10000000,0,0,827,800000100,20000000,170000200,300000225,0,10000000,285196,12100,100000,200008,20000001,1000000,10000000,0,825010244,120000,0,0,500000000,225100100,120000200,0,5000000,120,0,130002,1,250000050,100000,0,0,200000017,0,0,17,0,100000,805002000,150000,355000,10,280000000,17000109,835000,100700,10460124,0,120000000,1305000000
Medford Lakes Borough Police,2022,New Jersey,4257,NJ00322,0,0,700000,0,100000,0,800000,0,0,0,0,0,22400,0,0,224,0,22624,0,0,0,0,0,2,0,0,2400000,0,0,100010,100000,72881502,832941192,0,0,0,0,0,0,0,0,3956,0,10411634,3956,0,0,0,41646535,233220598,10411634,104,10645,3956,0,1041163,52,0,0,10412,0,0,0,0,0,31235,0,10,0,0,1,0,104,0,104116,832941119,0,1041163,7,1,146,0,0,7288167,0,0,416465354
Medford Lakes Borough Police,2021,New Jersey,3888,NJ00322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medford Lakes Borough Police,2020,New Jersey,3888,NJ00322,0,11000013,0,0,100000,15000,11115013,3000,0,0,10,0,30154,0,0,300,20000,50464,20000,0,0,20000,0,0,0,0,0,200,0,10,0,85943802,13969,0,11773124,0,0,2114,0,35319372,282554964,1,0,11773124,48923,23546,0,564,11773124,353193707,11773124,0,935977523,0,23546247,56393263,1059581117,0,899490238,11773,0,2078,0,23546247,20,1118446734,1296810,0,0,753480088,5,588656176,299,3532,0,0,117731,0,8,1177,183072079,2113277,117731,907707978,11773,0,937729288
Medford Lakes Borough Police,2019,New Jersey,3922,NJ00322,10,0,0,10000,100000,0,110010,25000,0,0,0,5000000,12,0,0,0,10000,5010012,250000,0,1,250001,200000,1,0,0,0,0,0,10,200000,2383713,10750595,41714,11918355,0,0,241,0,23836710,583999928,11,0,0,24421,0,0,10726519,11918356,0,0,11,238367397,0,11918356,53632597,238367099,0,297983062,11918,0,298,5542,119186,1191835,2980,119184,0,0,2,651338097,607837293,122,595917747,0,10727378,119184,10730,0,1192,1512439658,238367,119184,119,11918,1192,238367099
Medford Lakes Borough Police,2018,New Jersey,3995,NJ00322,0,1,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5,8,4,17,1,3,0,1,1,0,0,1,10,0,0,1195,0,0,0,1195,18202,0,0,0,0,0,0,0,0,0,0,116,1008,6795,7920,45518,1213,698,0,61,4854,0,0,8,1086,30,0,4854,0,0,0,0,18202,4231,0,0,27317,30,0,0,0,0,0,0,18202,758,0,0,18990
Medford Lakes Borough Police,2017,New Jersey,4038,NJ00322,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,10,7,22,0,6,0,0,0,0,0,1,15,0,0,435,0,0,0,435,3729,0,0,0,0,0,0,0,0,0,0,86,1213,5699,6999,11163,0,1728,0,0,0,0,0,19,5252,87,0,497,0,0,0,0,3729,6849,0,0,11163,87,0,0,0,0,0,0,3729,6173,0,0,9989
Medford Lakes Borough Police,2016,New Jersey,4072,NJ00322,2,0,2,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,16,12,30,0,8,0,4,0,0,0,0,18,0,11718,56622,0,0,0,68340,2383,0,0,0,0,0,0,0,0,0,0,38,2017,9256,11312,82035,0,2364,0,1329,0,0,0,0,7619,0,0,59072,0,0,11210,0,2383,9369,0,0,82035,0,0,0,0,0,0,0,2383,3448,0,0,5831
Medford Lakes Borough Police,2015,New Jersey,4102,NJ00322,0,1,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,4,5,11,1,4,0,3,0,0,0,0,3,0,0,1157,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,828,2639,3467,4624,386,1658,0,1109,0,0,0,0,314,0,0,1183,0,0,257,0,0,3184,0,0,4624,0,0,0,0,0,0,0,0,129,0,0,129
Medford Lakes Borough Police,2014,New Jersey,4134,NJ00322,1,0,4,0,1,0,6,0,0,0,0,1,0,0,0,0,1,2,3,5,7,15,1,1,0,2,2,0,0,0,9,0,0,4442,0,0,0,4442,0,0,0,0,7748,0,0,0,0,167,7916,35,444,10764,11243,23600,84,2139,0,193,646,0,0,0,8181,0,0,8739,0,0,2574,0,0,12287,0,0,23600,0,0,0,0,0,0,0,0,130,0,0,130
Medford Lakes Borough Police,2013,New Jersey,4196,NJ00322,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,7,9,0,0,0,1,0,0,0,0,8,0,3989,0,0,0,0,3989,0,0,0,0,0,0,0,0,0,0,0,0,262,40711,40972,44962,0,0,0,523,0,0,0,0,40449,0,0,0,0,0,37114,0,2878,4970,0,0,44962,0,0,0,0,0,0,0,0,6442,0,0,6442
Medford Lakes Borough Police,2012,New Jersey,4173,NJ00322,4,1,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,7,7,18,0,4,0,2,0,0,0,0,12,664,88955,24044,0,0,0,113662,0,0,0,0,0,0,0,0,0,0,0,113,1597,4114,5823,119486,0,1145,0,409,0,0,0,0,4269,0,0,360,0,0,110185,0,0,8941,0,0,119486,0,0,0,0,0,0,0,0,1046,0,0,1046
Medford Lakes Borough Police,2011,New Jersey,4160,NJ00322,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,9,18,33,1,11,0,9,2,0,0,0,10,1355,0,271,0,0,0,1626,0,0,0,0,0,0,0,0,0,0,0,62,1619,21434,23115,24740,4699,4463,0,3372,4064,0,0,0,6517,0,0,3045,0,0,8802,0,0,12893,0,0,24740,0,0,0,0,0,0,0,0,1054,0,0,1054
Medford Lakes Borough Police,2010,New Jersey,4146,NJ00322,1,1,5,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,6,21,39,66,1,8,0,34,0,0,0,0,23,112,116,17879,0,0,70,18177,0,0,0,0,0,0,0,0,0,0,0,147,3284,184877,188308,206485,14,4716,0,16553,0,0,0,0,167025,657,0,61830,0,0,94091,0,0,49907,0,0,206485,0,0,3771,0,0,0,0,0,7616,0,0,11387
Medford Lakes Borough Police,2009,New Jersey,4097,NJ00322,2,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,18,26,56,0,12,0,21,0,0,0,0,23,0,1265,47437,0,0,0,48703,0,0,0,0,0,0,0,0,0,0,0,408,2591,26218,29216,77919,0,2706,0,11851,0,0,0,0,14660,866,0,46355,0,0,43,0,0,30655,0,0,77919,0,0,0,0,0,0,0,0,3119,0,0,3119
Medford Lakes Borough Police,2008,New Jersey,4074,NJ00322,2,0,3,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,9,6,17,32,0,9,0,7,0,0,0,1,15,0,21961,21186,0,0,10614,53762,0,0,0,0,0,0,0,0,0,0,0,185,1129,13561,14875,68637,0,2470,0,8013,0,0,0,8,4384,142,0,1272,0,0,38636,0,0,28588,0,0,68637,0,0,0,0,0,0,0,0,2378,0,0,2378
