agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Clayton County Police Department,2023,Georgia,235714,GA03101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County Police Department,2022,Georgia,236255,GA03101,293,5702546,6002443,7120071,6150017,3780649,28756019,8686367,8750002,17187067,2026947,550001,7218002,8830004,3013428,1434162,2962906,26035450,11043149,13576746,250,24620145,883,7000000,8704353,136,478,0,0,291,3600151,44350,394329699,45596607,737976634,508115827,208290513,339327849,2495148,441453275,551,23864506,83,317554926,647118443,70003142,937047090,100602913,663221440,2128250,1031593160,104116388,843558268,3312988,725502664,1139671945,806901622,7079913,18883414,1101967329,514367284,937267192,3057897,1066301272,385368237,691771,239884,8,1132516101,229768496,343583951,3123490,208232729,0,83168131,694687,808613389,37,179324829,1041,53665200,1793,33216235,1213724173,10411686,572647505,156197245
Clayton County Police Department,2021,Georgia,235533,GA03101,7820416,6653765,15802611,6810060,16261010,12075661,65423523,8835230,9323087,7524124,1881537,9320096,9701199,6186225,6464605,1675314,6577911,41806887,4784750,6210780,8626324,19621854,5572935,7500949,12703166,5096304,4906544,4309324,1510230,4600369,9900255,523650044,1617418475,380548881,809685869,121674050,1366728255,845088317,682202860,1683355017,1667736264,538155719,520336918,1156510181,980801595,881019080,562355315,936461010,1712546035,122226657,1798289187,4948770,618433732,4781761,1476004990,1226212094,754544161,606109689,260463026,782784791,1007154767,2544752515,703396671,803857427,1640357420,1575798117,2329777,151759773,662586277,704161421,1848530761,1068262449,2031095643,585470096,959610490,1410629866,820687311,86172685,1093175868,1529301085,1461850359,473179967,338891849,1073273964,44979573,222025790,783785795
Clayton County Police Department,2020,Georgia,243077,GA03101,17590546,19068843,20005224,16460025,4559061,15213982,92897681,6070319,8263177,1960333,3917942,4429680,5203968,2071938,5084252,6805871,11558078,39071729,7328095,9189785,10753966,27271846,6881069,11502538,19605164,10030815,10525987,9573290,3006510,13502708,10150312,1056900803,2304635866,1094828207,417836428,153191235,2416850759,1585207502,878005670,2691477797,1875034601,712397594,1848649427,549415652,802523616,611966256,544860579,2295603662,2768178261,1979195445,3261702931,241300424,1187968792,18117708,1327070800,1210918310,3356653858,1483751843,422458709,2211634232,1894784221,2502068012,1093343658,1033269962,1837135441,1757514626,40857975,92956195,1795885213,1784781458,2426689818,1257078566,3446245610,1190516520,553636172,1776009944,1274726596,1971300720,4177024313,2254619922,2317847883,886188352,96183570,2705983968,1041920574,1374490665,1063800663
Clayton County Police Department,2019,Georgia,239203,GA03101,6220617,8252198,10985627,7890014,13680024,15251490,62279970,7392317,10500877,13877934,11629758,3302022,8597036,5500722,469546,5316303,9652096,44467483,4026025,16053488,16006140,36085653,8891055,10602714,23118614,12905486,7680984,14259218,3224371,11330182,2230172,1370095641,1906056470,422259548,1104992619,2033489234,1684147064,2161367783,1667859979,2311622839,1355905782,992039071,1076507597,1159468197,2011368165,1473782659,978319012,1790884397,1901959370,1906335786,3296121705,765406796,2282472931,723462481,1300428284,2188488840,1742085330,133728383,387885107,1677804033,1549624687,2841242070,533991102,723557865,2007712485,516306004,131952528,1707484844,1519037244,2000714841,1984108885,264098708,2523026239,528060312,536133154,1095935226,1462537038,2378761107,1984114242,1780967774,4180556843,2384030392,90130938,1995604740,1282489105,1869110343,1342360226
Clayton County Police Department,2018,Georgia,235158,GA03101,726,362,630,17,150,94,1979,1220,37,182,0,30,11,57,88,35,244,465,1921,786,2357,5064,385,21,4,2322,24,1,58,320,1929,922877,1921891,2338215,549229,78078,681405,6491696,17711570,0,0,0,119049,79668,180860,678546,18947,673769,1750839,18373,115240,7811397,7945009,51610684,118641,3358,123,2157175,12531,12,36746,73564,5542859,766922,194954,3097307,336645,598517,2073917,5582,19266407,3960351,231672,3366839,33899114,2414,1986,7955,6483,1253,740,0,10954265,31128,2761,20831,11029817
Clayton County Police Department,2017,Georgia,230534,GA03101,842,346,624,30,164,72,2078,1423,35,183,4,36,5,73,101,44,243,506,1907,811,2492,5210,548,24,4,2374,9,5,72,391,1783,1000782,2400459,2174390,441296,72216,393690,6482833,22128121,0,0,12785,141071,23432,410953,409743,157740,787374,1943097,22952,119556,6559312,6701820,37255872,331749,4400,4744,1853098,14533,715,40928,102077,4349577,844911,147690,1286351,515879,182471,1733116,9012,23635439,5186226,744468,2970310,37255872,6720,3217,7170,32358,5826,4562,1119,17285710,326784,77,35218,17708761
Clayton County Police Department,2016,Georgia,224530,GA03101,720,460,969,25,73,101,2348,1257,39,162,3,42,7,100,119,63,269,603,1643,903,2535,5081,670,32,6,2106,9,2,51,345,1860,1273415,1737393,3142963,432921,42719,525979,7155391,27233388,0,0,32810,187419,1306,312786,151408,208775,993991,1888495,24420,137720,6669367,6831506,43108780,613809,8572,3364,1869282,18155,527,27902,41238,4248657,805640,55661,1488961,386468,303385,1825881,17152,28874370,5645344,359485,3346434,43108780,9866,1638,4499,25020,4657,18238,2158,15142695,288568,3481,52615,15553435
Clayton County Police Department,2015,Georgia,219187,GA03101,793,409,1112,22,80,97,2513,1158,18,88,85,17,18,153,68,16,193,550,1423,811,2370,4604,416,53,1,1815,7,5,9,281,2017,999038,2015760,5076957,296899,98472,515577,9002704,17341149,0,0,487005,67409,60636,443789,175065,8099,511325,1753328,19763,122767,6978991,7121521,35218701,425568,22224,643,1667724,9176,7764,2419,32836,4953167,669609,558840,1979657,308806,261050,2788038,1671,18887746,5334443,458792,3970048,35218701,7099,27407,30451,4088,1050,30404,0,11331030,167710,6199,132222,11737661
Clayton County Police Department,2014,Georgia,216488,GA03101,897,358,1503,30,28,151,2967,1154,21,65,3,49,6,101,138,4,219,520,1083,695,2635,4413,287,52,19,1690,17,2,5,320,2021,1230002,2311308,4153657,217944,60074,633600,8606584,15789785,0,0,605,103099,1987,393605,218779,7980,547169,1273224,13950,97977,6951086,7063013,32732607,669666,8923,23944,1761566,606668,753,1602,109781,3880109,915062,202784,1746206,372580,402479,2097911,0,16509493,5911667,521058,4053366,32732607,14406,10779,6805,36589,3874,22775,0,11735356,84961,5590,84368,12005504
