agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Waterville Police Department,2023,Ohio,6011,OH04811,5000000,1,50,3,110000,4600003,9710057,6771600,0,0,10010,100002,0,500000,5569,0,0,615581,1750000,2,5,1750007,0,0,0,100002,1000,600,1,4100012,100001,9000100,0,50,675960,113000100,150020118,900034700,10010000,1000,1100000,1,300000000,110000000,54100100,900034750,0,10260000,10118,300000000,100000,100003056,10000000,100000,120000000,200000,111000000,50150,910000000,420000000,182000000,56,50077897,0,0,50,56,10000677,460010000,10000000,100000,8,0,217500,171820006,10000000,111,0,30000,840000001,0,16150000,5,890001001,11830105,30001,100000,11935170,0,200450,111000000
Waterville Police Department,2022,Ohio,6022,OH04811,0,94,0,0,100000,450000,550094,0,0,10,10,1310010,35635,0,0,345,0,1346000,0,0,0,0,0,3,0,0,0,1750,0,100010,100000,100,0,5,1000000,4164655,676789751,0,10411634,46852352,34358392,22940,104,41646536,990458779,1718,0,10463692,367480,312744657,104116,10,10411634,1041186,20823268,52,34379574,0,10411634,40605372,0,624802147,10451,11453,0,3123491,22906,312349,5,312350056,104116,0,1041,1182,20823268,135351241,1702,135351240,104116,1197337892,104116,17324960,18,520582733,140692635,22950367,104116,23426547,0,1041,554940085
Waterville Police Department,2021,Ohio,5605,OH04811,380000,1000140,0,0,110000,468000,1958140,800001,0,0,30,0,8009300,4000,100,20079,0,8033509,124720,0,0,124720,0,0,0,0,3220000,0,0,10,0,100,0,2,19,1237059,657837572,112448561,11244856,0,0,2248,0,11244870,536379746,11244983,0,11360678,49486,899588484,0,11357305,0,89958962,22489712,11,1123394943,0,0,2249084,1301,115822017,1135730,12369,1124486,1,562242803,180,427305,1113241874,113011,22,89958848,114023,33734572,989548457,2249,1,0,657824080,427416979,11278593,0,11245981,450784027,2259656,112449,11591,0,12369,1685603922
Waterville Police Department,2020,Ohio,5543,OH04811,7000005,3,2300000,0,100001,13,9400022,8000,0,0,20,0,27,10,0,0,8000,8057,0,1,250000,250001,0,0,0,0,1,0,0,240,0,100,0,0,801,237817095,472485386,0,11854358,0,41205932,37674118,0,23546248,17188760,471,1177,376740,38597,723458440,0,94185047,23546247,1177312,58865618,130,122440485,45,23546248,0,22,376739953,36915,11773,0,0,941944067,12008586,0,47094849,119450,12,0,18837031,953623010,541563682,856,0,294328,470925883,0,23835871,119450162,1178,622163243,11919113,0,50624784,24,1177,122440485
Waterville Police Department,2019,Ohio,5518,OH04811,0,1,0,10000,0,7,10008,6001,0,10,17429,10,39320,0,0,20393,20000,97152,80003,0,10000,90003,0,3,0,1,9320000,0,1,10,1,100,1000,0,1000100,1042856197,60563240,0,47673420,0,177583489,58,238367099,1042856057,0,21513,0,12097130,489964,0,0,8914,0,1191835,71511321,0,1101293521,106073,11918355,60783754,238367117,59710958,202636866,11918,0,35780317,23,23836710,1406,36840,119184,0,1192,119,727019651,0,804,942,119184,59591776,3575506,33252210,58401608,2384,297982280,83439,119303,452897784,0,0,1482643354
Waterville Police Department,2018,Ohio,5490,OH04811,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,8,4,7,19,0,1,0,2,0,0,1,2,13,0,0,0,0,0,0,0,0,0,0,0,17595,0,0,0,0,0,0,0,0,0,0,28,407,57093,57528,92717,0,24,0,30154,0,0,13894,79,13377,426,2,12501,0,0,13240,0,17595,31359,0,0,75122,0,0,0,0,0,0,0,0,0,0,0,0
Waterville Police Department,2017,Ohio,5518,OH04811,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,13,22,0,0,0,3,4,0,0,3,12,0,0,0,0,0,169,0,4001,0,0,4171,0,0,0,0,0,0,0,0,0,0,0,9,392,635409,635810,639980,0,0,0,563,5243,0,0,581,629423,0,495,609772,5493,0,0,0,0,23659,559,1,639980,0,491,0,0,0,0,0,0,0,0,0,491
Waterville Police Department,2016,Ohio,5511,OH04811,2,1,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,1,6,5,13,24,0,0,0,4,4,0,0,1,15,0,0,0,0,0,546,0,0,0,0,546,19043,0,0,0,0,0,0,0,0,0,0,43,721,14271,15035,34624,0,0,0,2058,1215,0,0,1600,10163,185,1144,1136,0,0,3890,0,19043,6738,1600,889,34624,0,0,0,0,0,0,0,0,0,0,0,0
Waterville Police Department,2015,Ohio,5515,OH04811,1,2,0,1,2,0,6,1,0,0,0,0,0,0,0,0,0,0,10,4,11,25,4,0,0,3,5,0,0,0,13,0,0,0,0,9963,0,0,1598,0,0,11561,771,0,0,0,0,0,0,0,0,0,0,159,606,36639,37404,49736,1073,0,0,392,11784,0,0,0,24155,4128,1535,10418,0,901,16712,0,707,15330,3,1,49736,0,0,0,0,0,0,0,0,0,0,0,0
Waterville Police Department,2014,Ohio,5506,OH04811,1,2,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,8,3,11,22,1,1,0,1,5,0,0,1,13,0,0,0,0,1030,2574,0,0,129,0,3733,0,0,0,0,0,0,0,0,0,0,0,26,427,34546,34999,38731,0,1287,0,167,4057,0,0,360,29127,14,362,1255,579,1,19763,0,0,13282,644,2832,38731,0,0,0,0,0,0,0,0,0,0,0,0
