agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Keizer Police Department,2023,Oregon,38395,OR02417,7760132,5265005,9888574,7510039,9500002,5941122,45864874,4448235,1217479,3505302,3137977,4940895,243862,8655940,1586088,173926,8127002,26865690,7249672,2012,84622,7336306,5601157,7300006,17740000,600118,3674008,11007297,278,13700053,1000009,1000390,2021435,7013099,6408589,552703305,733962432,804232470,11592000,229021150,1033500503,825046705,459100500,801000035,1160807725,200857913,948542311,30334000,100984345,809876200,201100700,902905483,864007215,1402605061,459107211,612142,597527379,1049246,491664016,944013839,2100600517,813608014,445632201,777934000,178501861,689035441,803873788,220020444,760851689,450154990,9019480,1351503,34000,857117129,928770015,780006003,954028156,640079965,4370050,566126116,398111530,199407031,1799202343,760007031,959638336,159193024,4109651,1531816730,301251,616531008,1107070001
Keizer Police Department,2022,Oregon,38958,OR02417,9780161,9794406,13559349,5690007,1300002,11286944,51410869,5488065,2219315,1079297,2217901,7740761,4025167,7474310,74436,2094354,6759409,30386338,3180029,6749215,1814003,11743247,981,9100035,13150000,15,16563169,9013092,200648,12500040,1000013,7000391,2017540,8396,12330803,922160850,781242064,533504196,682971008,67814512,1606098898,171452764,1264597150,378151595,731629136,427028501,1056596910,365630557,626017975,648368359,104533012,647710093,827310638,290280939,2103474277,1045793,623465894,1529667,958298359,1050665738,735269754,997135305,466944113,318851080,486223579,1203657370,941648534,145461669,1498940308,41934927,1768208,517929,221163926,1159016357,1128829426,1051578147,2750762066,114678787,34125348,632093293,807798733,168334288,2284708774,797537439,724166605,557875671,10846944,916743755,533424649,872214950,491095948
Keizer Police Department,2021,Oregon,39913,OR02417,7290025,15653026,2179600,900005,4482002,13714555,44219213,2979652,2043629,2667244,1147924,790183,11586174,2216520,253963,202723,10293604,26491091,6927757,4006,1311708,8243471,10980580,9600041,7870000,1100015,14115089,9000647,68,4800018,500011,11005920,5850,1010568,7124634,741376840,723703842,794245886,12783156,1425646872,1021821908,663579154,1144992287,978304735,2095374395,349961542,325220981,136649751,451393275,566751879,562598,866776626,523465162,789280080,1494556209,799241,379675483,1603857,374010789,995509835,990460259,459487400,630283093,147224402,328912176,1596802017,1575969122,259351806,1607290395,742190699,688837,22090652,101253182,1243868639,1140239800,719675288,720922497,809721802,25170520,616317352,660533022,1293688156,1130134771,403694937,1320917912,225070865,141696,787496212,61451999,155480399,339178595
Keizer Police Department,2020,Oregon,40087,OR02417,8760060,9967005,8037300,2120003,511002,3280024,32675394,9562926,1192028,7323,2216607,1361012,9628217,4978490,45640,569604,7272206,26071776,328241,5501010,310258,6139509,3590345,7200007,11990020,1200011,14217063,11003427,100125,22600719,1800018,5003540,2033173,4002331,4680807,1703573700,1267846835,1069384951,13451996,1186627563,1264786794,2037679796,1202861560,655645271,1847441228,238114441,871237088,72352914,1908176834,277462735,119026986,537480481,1431104078,1413366484,386760197,605556,600974273,2103285,249594944,1749799853,2759973672,897705087,503288560,588752716,411831656,1056103955,708320929,167320987,1265590007,1153849452,641047,118380158,229796066,2523238955,639151175,58869152,2486497489,624148966,5632180,586408175,142678569,201119184,3076520012,25909159,1073207464,868373839,5675272,726480761,22844698,339772317,1192052306
Keizer Police Department,2019,Oregon,40109,OR02417,4240061,8825453,5462400,6970001,355001,6117112,31970028,3913254,7316801,192,2156754,4150743,119678,7657360,110125,9764349,8165100,32124109,3813375,1411,257861,4072647,200072,12400009,11480001,4400007,15484027,1001514,137,3800061,2000010,8009300,17030,4452,1171711,1604338289,1261930720,242151176,298629877,226469006,560761377,606725104,224131100,405224123,799611450,143046720,6565219,322906386,834920159,488021833,953707,790686638,1224019737,1226855546,2172599560,1075038,273759008,1573528,1203757575,1834480987,2559825409,5487553,1157674190,357567334,276505886,1435607129,3949642,143110110,841610668,2514935542,35819567,123820002,76277,2730604625,813868757,1287189487,2372954696,167088490,68044487,1573267543,357955909,137995532,1318987888,572087065,1410342469,343904191,1449904,364055419,1099479,1268527808,1087442624
Keizer Police Department,2018,Oregon,39727,OR02417,33,25,0,20,16,0,94,105,0,12,0,0,1,3,8,2,0,14,236,178,278,692,14,53,4,218,37,3,9,145,209,0,0,0,0,8552,153073,0,25668,51047,0,238340,8216,0,0,0,0,1,615,12244,972,0,13832,2853,23296,383797,409945,678550,1724,38760,28,98652,60399,243,3932,36458,169751,18624,11276,152441,6443,5822,117338,0,133,239732,96890,21785,670485,2756,1880,1114,1,24,5,0,125,14593,4969,635,26101
Keizer Police Department,2017,Oregon,39397,OR02417,36,21,0,20,16,0,93,93,1,7,1,0,0,1,3,5,3,13,195,152,293,640,17,32,1,198,42,2,6,164,178,0,0,76,0,23499,19025,0,4751,23840,0,71115,767,0,0,1243,0,0,1,812,4638,35408,42102,3379,20552,487889,511819,625803,7692,27160,622,105181,66573,317,2022,61228,241893,27366,19467,61036,8263,1423,65332,0,114,374688,46389,22593,626672,2475,665,14,1244,0,1943,0,96,25801,3331,932,36502
Keizer Police Department,2016,Oregon,38165,OR02417,44,22,0,16,8,0,90,52,2,4,0,3,0,1,6,1,1,12,218,163,251,632,31,35,0,159,41,1,1,178,186,0,0,38,0,52796,105107,0,32224,38366,0,228493,1803,1,0,0,394,0,1,2346,1,0,2742,3215,21642,580060,604916,837955,3369,12976,0,73158,120536,0,102,66280,328787,21278,21801,235534,6067,8417,136864,0,67,313061,50778,44380,838247,2115,1597,1865,3,246,0,0,50,10500,2073,1397,19846
Keizer Police Department,2015,Oregon,37488,OR02417,43,36,0,12,10,0,101,63,0,6,1,0,0,2,1,2,1,7,194,156,307,657,21,47,1,165,55,2,6,179,181,0,0,43,0,30544,71627,0,35087,8971,0,146228,6918,0,0,1,0,0,1621,489,1030,1,3142,2809,20996,664604,688409,844697,3092,23555,643,107170,60185,579,3371,92592,397351,36325,60714,67877,10323,18165,96190,0,1368,454900,56879,42086,844825,4208,4559,631,1930,1549,12962,0,59,18889,2291,357,47435
Keizer Police Department,2014,Oregon,37189,OR02417,35,32,0,20,3,0,90,55,1,7,0,1,0,1,0,3,1,6,195,166,296,657,34,49,1,163,59,3,4,124,220,0,0,44,0,125834,76254,0,1,123585,0,325675,26774,0,1,0,135,0,1,0,48,77,261,3605,21868,384481,409953,762665,6731,21914,1,118660,47987,416,770,33587,179888,39834,28671,249773,25594,15906,124351,0,133,153567,61031,63804,762665,3538,2962,941,0,1931,127,0,58,15364,6002,1467,32390
