agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Clearwater Police Department,2023,Kansas,2632,KS08710,0,7002500,0,3500000,0,0,10502500,250360,158000,12010,5625,10000,1580,10000,0,5496,66,32767,0,0,1,1,0,0,0,1,500000,5000000,31,8500000,0,100,0,100,25000,0,810003500,0,10000000,637000000,141000000,41,200000100,0,0,2400810,0,10060000,750,0,0,35,0,733200001,660005,100000,361025496,0,2300000,51000100,500000000,810100000,637012553,0,0,41000001,0,10000025,0,0,100000,0,0,60025660,25,0,515000000,48515,100000,810000000,5000000,10750000,14000000,0,27000200,548060001,100000,100,548040000,0,701010000
Clearwater Police Department,2022,Kansas,2607,KS08710,0,0,5000,500000,100000,0,605000,140001,0,0,10,175,1410505,2000,0,105,0,1412795,0,0,25010,25010,0,5000000,14,0,8110000,0,0,10,0,110,0,0,0,142327243,440443528,728960132,10411634,0,5309935,5,0,20823268,598981336,440,16,10411634,32261,417506517,0,24050874,91622378,1062091,20823268,104,5237161,0,0,2082431,520581692,419588844,10412,10412,104116,520581692,0,104145,0,52058169,104116,0,14576287,3123554,10411634,655932933,269,655933348,104127,960993806,655932932,31237,104134,593463184,61064563,26030,0,18293355,0,72881,317554832
Clearwater Police Department,2021,Kansas,2589,KS08710,0,330000,33000,200000,0,0,563000,1299501,0,0,2000,10054,2995000,0,1,1500,5017500,8026055,10000,5571000,0,5581000,20,2000000,60,0,50,53,0,10,0,3000110,0,0,0,5622478,80991143,339144859,11250816,0,112449,337346,1124486,0,0,849068,0,11256101,5701,56224,112449,2248971,595415129,563367299,5762989,0,281124494,5703,843364,289105364,338470167,0,562254674,11245,0,224899370,6,112740,22,21927,112449,0,149500361,2254594,1012037046,1,56224505,8434,224897,1149250152,562243,5768612,6,1101995897,932,140562,113045,6780654,0,0,140571947
Clearwater Police Department,2020,Kansas,2559,KS08710,0,5780000,778000,4000000,100000,1000,10659000,9800,0,0,1060,20003,8143,0,20000,441,10000,59647,10002,1,0,10003,0,0,0,2,7106001,0,620,10,0,1000100,3800,10,980,981878629,120188089,7064,11773124,118,118332,2354625,0,58865618,623975729,2,25,11773124,71146,707111458,0,2472356,28255496,626330171,259008717,0,24289,0,11773124,1177431,0,118,70662358,235474244,5,648,70639,117731,189553,5887,0,0,1177,708742534,1165539232,188371155,639,0,0,120098339,188372331,153052,98,353193706,50813021,0,117731,98070201,12,353194,117731235
Clearwater Police Department,2019,Kansas,2550,KS08710,1,601050,415017,0,1,1200000,2216069,1406751,210000,1,0,0,3002100,5000000,0,56621,80000,8138721,3724002,0,2,3724004,11,8000000,0,4,600000,0,0,475,0,6000100,1005250,0,109080,10250144,143104479,476734197,11918355,69,119184,0,119,65431769,0,1072653279,2,11930273,6078,0,119184,23837421,23836712,21453039,2,381,29819749,596,11918355,201420198,715101,715220480,35780024,200240281,35755065,37,30,12037741,0,0,0,0,35756257,357680534,786611446,1,1728161704,179,238486,1322938125,0,20761777,58,762774717,148980006,23837,121079,79185753,0,72702,0
Clearwater Police Department,2018,Kansas,2529,KS08710,1,3,0,2,2,0,8,2,0,0,0,0,0,0,0,0,0,0,13,7,14,34,0,1,0,17,4,0,0,2,10,0,0,0,0,345,121,0,2093,1050,0,3609,20750,0,0,0,0,0,0,0,0,0,0,158,888,8043,9089,54197,0,91,0,3072,2082,0,0,36,3807,394,44,1677,1177,315,831,0,19415,5655,928,3011,33447,0,0,0,0,42,0,0,19415,1590,0,12,21059
Clearwater Police Department,2017,Kansas,2524,KS08710,6,1,0,2,1,0,10,2,0,0,0,0,0,0,0,0,0,0,13,17,15,45,7,5,0,14,10,0,0,1,8,0,0,0,0,50,4525,0,5656,3947,0,14177,7148,0,0,0,0,0,0,0,0,0,0,303,2211,7669,10183,31508,1075,696,0,4964,1827,0,0,4,1617,1155,512,1606,932,791,1989,0,7148,14433,584,2358,31508,60,25,0,0,193,0,0,0,1181,0,77,1535
Clearwater Police Department,2016,Kansas,2547,KS08710,5,4,0,0,12,0,21,2,0,2,0,0,0,0,0,0,0,0,7,13,15,35,0,8,0,6,8,0,0,2,11,0,0,2,0,649,2675,0,51350,0,0,54673,6348,0,0,0,0,0,0,0,0,0,0,187,1280,7363,8830,69851,0,2069,0,1788,2052,0,0,121,2801,649,303,724,0,0,540,0,57130,6658,1586,2262,69851,25,10,0,0,0,540,0,57130,2063,887,508,61163
Clearwater Police Department,2015,Kansas,2542,KS08710,4,6,0,2,5,0,17,3,0,0,0,0,0,0,0,0,0,0,12,12,15,39,5,5,1,5,17,0,0,2,4,0,0,1,0,21231,2750,0,1928,5956,0,31865,1543,0,0,0,0,0,0,0,0,0,0,206,1729,9410,11345,44753,1016,591,77,1706,6698,0,0,15,1242,1228,455,3143,5127,2369,6392,0,1543,19362,1800,3335,44753,501,18,1129,2269,53,800,0,1543,1532,0,129,7973
Clearwater Police Department,2014,Kansas,2540,KS08710,6,1,0,2,0,0,9,2,0,2,0,0,0,0,0,0,0,0,13,11,7,31,8,0,2,7,7,0,0,0,7,0,0,1,0,656,6532,0,0,1314,0,8503,9203,0,0,0,0,0,0,0,0,0,0,205,1359,5389,6953,24658,1348,0,122,3135,712,0,0,0,1636,341,264,716,1802,669,64,0,9203,6457,2954,2188,24658,257,30,6,0,77,0,0,8945,257,129,129,9831
