agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Columbus Police Department,2023,Wisconsin,5458,WI01103,19,0,12,0,100000,62000,162031,37000,12000,10,30,0,420,4200,1000,4,1000,6654,1,1,2001,2003,19,100000,5000000,0,0,9100,101,2000011,2,2000110,0,0,3706,146100100,20061617,901000000,10180000,1000,4,200000680,200000000,0,100100,710000000,0,10000000,10000,100000000,0,11,30000002,5000120,10050000,0,680010004,0,1,19000000,200002,0,10269,11000,0,60000000,120050,100003,200010000,200000000,100100,1,0,110000,700000001,10001000,100320,10010000,0,620000000,105000,10000,660000106,790002000,10104,20500011,2280,116790660,0,10002,680010000,1,1
Columbus Police Department,2022,Wisconsin,5478,WI01103,10,4000000,6,0,7120000,1,11120017,1979302,0,0,1000020,8000000,9728017,100,5435,20020,0,18753592,0,1,10,11,100127,6000000,0,0,2031000,1000000,6,5100011,0,4000130,0,54,2000781,1041372,6279259,416472329,10578220,2082,0,11619,104116338,10411634,18845474,416465360,4171,10411634,52148,417506517,0,735061352,20823372,104232,10412675,2,168689312,0,426876988,124523245,624698030,4164656,56254190,114538384,56222823,56,69760,208644,719266900,624698030,104116,1062,210585706,9,208232678,666344566,12022,832930707,10,6262598,104116,13539,864166,353995551,9006480,10442869,104116,354217,0,355037,167637716,1,1.04116338383745
Columbus Police Department,2021,Wisconsin,5129,WI01103,0,2010000,7600,0,100000,358600,2476200,10000,0,10,10,0,3970,6500,4154,10041,7500000,7524675,10000,1,150000,160001,250000,2400000,0,0,405000,5,1000,1600011,100000,1000100,0,3,2001000,68931980,592738931,112459918,11245,2250096,46103948,1141915178,899588484,0,0,449794835,562243,11484371,2015,1124486,112448561,28112146,12931587,17992107,573487659,112561009,46148935,1690,52645155,1124581,0,353088480,183291154,112463179,46103910,17991816,112449,1,0,281121401,112449,56225,0,947941365,1,0,17991882,47876,281459,716297331,0,22513327,47867,11244856,574162805,286746,114192,7882985,18014,393570,405939303,1,1.12448560525052
Columbus Police Department,2020,Wisconsin,5134,WI01103,9100000,3029,1003,1900001,2110000,2600000,15714033,762608,418000,20,15520,6910000,1008532,4200,10500,40181,135000,8123933,61002,2,80002,141006,1,10700000,0,0,8368000,1000303,1,100012,4,9000121,3200,18,5015684,43090926,1059771638,353229025,12444192,0,210738911,106031700,117731235,48269808,10478727,117731711,3062198,12141622,78556,825825749,70638741,100071555,12716157,164471009,11773128,117731235,606428509,119850,0,10713901,1059581117,369676079,1000752313,11773,70638754,996954881,324981,89,508610776,1118446736,118767,1178,0,858261192,306101215,671068041,1627,800572399,376740,563944992,470925,35568967,364826737,158937168,828323049,71186205,122028,8404270,526295,48741925,1312703272,1,1.17731235192711
Columbus Police Department,2019,Wisconsin,5090,WI01103,2300000,4010000,0,0,100000,5000,6415000,0,153,0,0,3900000,10,0,0,200000,10,4100020,0,0,30000,30000,0,0,2350000,0,100032,160,6,6900010,100000,5000100,21,8000000,0,126215736,127602151,477926033,0,0,0,11918617,0,23836715,46958438,11918484,1192,113224,83946,358742484,119303,38138748,23836711,3575506,0,0,259820138,24,0,0,357554,127526398,0,11918,0,119183549,238367099,119184,11918,0,123987,37,2384,893876636,5,512489262,607,464815842,295575,735362499,503372,12925457,595931,166856969,87516729,23849,121090,782547386,1,35755,261011973,1,1.19183549339627
Columbus Police Department,2018,Wisconsin,5037,WI01103,0,0,0,1,0,0,1,1,0,7,0,0,0,0,0,0,0,0,7,5,7,19,1,0,1,8,0,0,0,5,4,0,0,0,0,0,0,0,0,5582,0,5582,36403,0,0,0,0,0,0,0,0,0,0,150,785,3804,4740,83128,228,0,30,2906,0,0,0,374,1201,285,110,990,0,1496,0,0,36403,6833,607,0,46724,0,0,121,0,0,0,0,36403,0,0,0,36524,1,1.21343405628813
Columbus Police Department,2017,Wisconsin,5035,WI01103,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,7,6,30,1,1,0,2,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,302,822,4111,5235,5236,2,124,0,186,0,0,0,1703,3218,62,237,224,0,1655,0,0,1,2214,0,843,5236,0,73,0,0,50,0,0,0,746,0,0,869,1,1.24307319386626
Columbus Police Department,2016,Wisconsin,4996,WI01103,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,55,13,12,80,3,0,0,13,0,0,0,24,40,0,0,1,0,0,0,0,254,0,0,254,5713,0,0,0,0,0,0,0,0,0,0,1347,1398,38092,40836,46803,0,0,0,1584,0,0,0,1904,37348,110,821,4347,1143,1334,0,0,5713,18322,14981,32,46803,0,119,0,317,0,0,0,5713,127,0,0,6277,1,1.26955202032162
Columbus Police Department,2015,Wisconsin,4998,WI01103,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,64,18,21,103,1,2,0,11,6,0,0,15,68,0,0,0,0,0,0,1388,0,0,4885,6274,0,0,0,0,0,0,0,0,0,0,0,1409,2061,22711,26181,32454,643,77,0,6558,11012,0,0,938,6952,0,1738,6630,0,12874,1028,0,0,8770,900,514,32454,0,186,0,0,0,0,0,0,0,0,0,186,1,1.28556847539769
Columbus Police Department,2014,Wisconsin,5019,WI01103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.28709350845562
