agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Whiting Police,2023,Indiana,4509,IN04511,1800006,1000800,6920001,7500000,5120000,247003,22587810,2536801,192280,720,21460,2700078,2004798,0,102,40047,1030000,5796485,10000,2200000,30004,2240004,11,10000000,2800000,0,3368033,1,11,10,1,1000380,3000050,1,33680,920000306,800100845,100000000,10000000,30000000,46200027,732000396,800100000,60000000,160000400,20004200,2100,10250000,105714,802580000,100200,104608,61300005,3000104,710000002,103922,896041347,240172,30000001,368300601,1151000005,250100100,531105742,800011000,1000007,541001531,0,26400473,413000,150002417,100000,100050,220004000,100176,710000004,480000000,1276,70023117,300000,810018000,100000,30120002,826610049,520001007,176480913,4860003,101200,49512975,0,20002025,896000000
Whiting Police,2022,Indiana,4532,IN04511,6200000,9000002,4000100,2810001,650000,513001,23173104,24000,130030,20,13051,7500000,6203,1400020,180000,10062,80001,9189337,11201,2002,20000,33203,0,1000000,7570000,100001,353102,2000,0,261,100001,110,10,2638,2403,91622407,585168651,732979022,10567808,10,1041215,3404,105380519,603874767,81835754,10412322,3123,10494927,95712,937715472,416569,104116870,35400596,13014545,20406803,271,71866127,83293,52058169,84959249,272784807,105858,884031226,104127791,14,266542875,259885,26549668,251962,520604599,940951,11,2082,832930824,448324956,322760650,520582609,312390152,442494,584114030,2435251,13597594,467825970,0,148772710,10625075,104116,81669489,0,18741984,71851414
Whiting Police,2021,Indiana,4797,IN04511,0,6010400,0,300000,130000,130000,6570400,242100,150000,0,20021,20,17012,200010,240221,10170,30000,517454,37001,250000,12,287013,2200000,1000010,0,2,2000,0,0,100010,100001,1000000,2100,2254,24230,194536122,56209,112448561,11244856,2249,50613097,27938,112448673,258631689,272687984,112448572,2249,11256101,56545,900994091,112449,225477,11244969,191162580,236141978,0,1062664396,337469,137749487,79051458,449794242,112499,906371916,337356926,12369342,22492867,25638,22613433,34038185,112,112449,562242825,0,685940985,247386834,528508234,337345938,224897121,11,224897121,506254664,1461831,13519710,236141982,32036951,27904113,112449,155867692,0,11267,1512433139
Whiting Police,2020,Indiana,4741,IN04511,1000000,1310000,34100,10000,100000,15000,2469100,168000,10353,30030,911,5020010,24301,3000,1000,13243,145000,5207465,370002,500000,3802,873804,0,1,0,100002,7300000,0,73,8000000,100002,100,4000,4,16803,943027300,1085486027,0,266073,0,201,195438155,2354625,965396131,95598234,13540179,0,129582061,117826487,353782479,471,65929492,682841165,873801587,23546247,48,536929384,589,5886562,4709275,235462472,17659803,695793531,11773,1177314,1043112779,588657812,19,270898,941873663,120675,0,0,90657534,944204506,741706782,22368941,1059605274,1871927,1085481991,353194,12126321,713574903,47093673,12528487,27631756,176597,670,12,706389781,539679983
Whiting Police,2019,Indiana,4757,IN04511,0,0,0,20000,0,0,20000,0,0,20,70,0,0,0,0,50002,0,50072,30014,0,0,30014,0,0,0,0,0,0,0,6,8,40,10,0,8,0,953,0,12001783,119,0,1037,0,0,0,0,0,11918355,0,0,0,0,0,358,0,0,1036932634,0,0,3576460,0,0,95347,0,0,0,0,35766983,0,834284845,119184,0,0,0,1191835,0,0,0,0,0,131102,0,119183549,1192,953468395,13193627,119184,1073,0,0,1036896879
Whiting Police,2018,Indiana,4802,IN04511,4,2,0,0,0,0,6,14,1,0,0,0,0,1,0,6,0,7,107,0,7,114,2,0,0,21,1,0,0,8,82,2,3,5,0,0,437,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,8894,8894,9331,0,0,0,0,425,0,0,0,8470,0,0,0,862,0,1007,0,0,3216,0,4247,9331,0,0,0,485,0,0,0,0,364,0,1213,2063
Whiting Police,2017,Indiana,4805,IN04511,6,0,0,0,0,0,6,3,0,0,0,0,1,0,0,5,0,6,80,2,2,84,1,1,0,15,3,0,1,13,50,0,1,1,1,0,3002,0,0,0,0,3002,7148,0,0,0,0,0,0,0,0,0,0,50,341,1142,1533,11682,0,154,0,0,0,0,0,0,1379,186,0,50,1863,0,124,0,7148,2211,0,99,11682,0,0,0,0,0,0,0,0,0,0,0,0
Whiting Police,2016,Indiana,4848,IN04511,2,6,0,2,0,0,10,18,0,2,0,0,0,1,0,12,0,13,139,0,1,140,0,3,0,28,3,0,0,23,83,2,1,3,1,889,0,0,0,0,0,889,127,0,0,0,0,0,0,0,2539,0,2539,0,0,609,609,4164,0,0,0,0,0,0,0,0,609,0,0,2539,0,0,0,0,0,508,0,1117,4164,0,0,0,0,0,0,0,0,0,0,0,0
Whiting Police,2015,Indiana,4822,IN04511,4,5,2,1,3,0,15,3,0,0,0,0,1,1,0,2,0,4,37,46,42,125,0,9,0,33,5,0,0,25,53,1,1,2,0,0,3728,1234,3398,0,0,8360,0,0,0,0,0,0,1091,0,180,0,1271,0,778,30874,31652,41283,0,58,0,4262,16905,0,0,0,10427,1607,0,967,874,3214,13241,0,0,9022,0,12358,41283,0,0,0,0,0,0,0,0,0,0,0,0
Whiting Police,2014,Indiana,4866,IN04511,1,5,6,0,0,0,12,7,0,0,0,0,0,0,0,2,0,2,21,46,46,113,0,8,0,30,18,0,0,10,47,1,2,3,0,2574,837,9846,0,0,0,13257,17968,0,0,0,0,0,0,0,740,0,740,0,1409,92613,94022,125987,0,0,0,14164,22524,0,0,0,57334,193,0,11790,0,450,14158,129,17762,56922,0,24583,125987,0,0,0,0,0,0,0,12871,0,0,0,12871
Whiting Police,2013,Indiana,4918,IN04511,3,5,1,0,1,0,10,20,0,0,0,0,0,0,0,0,0,0,50,40,42,132,0,16,0,33,18,0,0,15,50,2,1,3,0,3924,2485,262,0,0,0,6671,123876,0,0,0,0,0,0,0,0,0,0,144,1046,21137,22327,152873,0,589,0,8654,3996,0,0,39,9050,0,0,6391,587,0,3205,0,123876,7200,0,11641,152873,0,0,0,0,0,0,0,34007,0,0,0,34007
Whiting Police,2012,Indiana,5008,IN04511,9,11,8,0,2,1,31,19,1,0,0,0,0,0,0,1,1,2,29,71,45,145,0,12,0,29,20,0,1,20,63,6,3,9,0,9040,20305,13456,0,0,0,42801,64101,0,0,0,0,0,0,0,986,995,1981,53,2457,21067,23577,132460,0,743,0,6506,11664,0,0,0,4664,0,0,6101,1593,0,5176,133,72063,28559,0,18836,132460,0,0,0,0,0,0,0,33576,0,0,0,33576
Whiting Police,2011,Indiana,5023,IN04511,12,34,30,1,1,1,79,10,1,0,0,0,1,1,0,0,1,3,36,55,63,154,0,10,0,34,25,0,0,21,64,0,2,2,0,33020,16763,18707,0,0,0,68490,16662,0,0,0,0,0,0,0,0,135,135,115,1120,55697,56932,142219,0,826,0,30969,15578,0,0,366,9194,454,73,8793,3061,677,14359,542,16662,64820,0,32643,142219,0,0,0,0,0,0,0,0,0,0,0,0
Whiting Police,2010,Indiana,4997,IN04511,5,15,24,0,4,1,49,15,0,0,0,0,0,0,0,2,0,2,57,54,60,171,1,16,0,44,20,0,0,18,72,4,3,7,0,46078,2406,70684,4472,0,0,123640,93344,0,0,0,0,0,0,0,559,0,559,56,6372,55641,62069,279611,0,1286,0,10005,8405,0,0,0,42373,1775,0,26136,1076,7987,47020,0,95440,27912,0,72266,279611,0,0,0,0,0,0,0,11598,0,0,0,11598
Whiting Police,2009,Indiana,4712,IN04511,7,6,4,0,0,2,19,15,1,0,1,0,1,2,0,0,0,4,24,78,61,163,2,9,0,53,23,0,0,9,67,4,4,8,0,24429,3863,753,0,0,1704,30749,59936,0,0,114,0,0,0,0,0,0,114,0,5227,75398,80625,171423,0,923,0,18028,41600,0,0,0,20074,0,0,6722,0,1420,21730,284,59936,20495,0,60836,171423,0,0,0,0,0,0,0,48573,0,0,0,48573
Whiting Police,2008,Indiana,4726,IN04511,7,16,6,0,2,0,31,11,0,0,0,0,0,2,0,2,0,4,45,65,62,172,1,21,0,42,14,0,1,12,81,0,0,0,0,8916,11010,4387,0,0,0,24314,32550,0,0,0,0,0,26889,0,991,0,27880,0,4046,60286,64332,149076,0,1217,0,10543,22989,0,0,0,29582,0,495,41688,2477,4599,34949,0,11322,23204,0,30341,149076,0,0,0,0,0,0,0,0,0,0,0,0
Whiting Police,2007,Indiana,4793,IN04511,8,14,9,0,4,0,35,16,0,1,0,0,1,0,0,4,0,5,49,41,60,150,0,16,1,26,12,0,0,7,88,0,5,5,0,13270,3747,4357,176,0,0,21551,60178,0,0,0,0,0,0,0,4002,0,4002,356,1669,36335,38360,124091,0,2689,0,11683,1295,0,0,1029,21664,661,0,8456,1293,220,3453,0,58415,30116,0,20962,123577,0,0,0,0,0,0,0,21676,0,0,0,21676
Whiting Police,2006,Indiana,4925,IN04511,7,10,7,0,6,0,30,22,0,0,0,0,1,2,0,3,0,6,26,61,55,142,0,14,1,41,10,0,0,9,67,6,7,13,0,10592,8011,756,3286,0,0,22645,111691,0,0,0,0,0,0,0,0,0,0,121,2539,52259,54920,189255,0,2007,0,18751,10868,0,0,227,23067,156,9,7037,2645,2161,9855,0,111691,41223,0,14403,189180,0,0,0,0,0,1511,0,68546,605,0,151,70813
Whiting Police,2005,Indiana,4963,IN04511,6,5,7,0,0,0,18,13,0,1,0,0,0,0,0,1,0,1,29,51,18,98,1,7,0,44,11,0,4,1,30,1,3,4,0,73011,11171,4376,0,0,0,88559,133714,0,0,0,0,0,0,0,276,0,276,413,4205,16484,21102,243652,905,569,0,16156,3823,0,31,0,390,1560,0,72918,936,1716,936,0,133714,8920,2863,11421,234984,0,0,0,0,0,0,0,80508,0,0,2652,83161
