agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Village Of Angel Fire Police Department,2023,New Mexico,1173,NM00405,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,3010,10000,0,13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,700,0,0,0,0,700,0,0,0,0,0,10000000,0,0,0,0,0,100,0,0,700010000,0,0,1700000,0,0,30000000,10000,30000000,30,0,0,0,100000000,100000,0,1000,0,0,0,0,0,0,0,100000,0,0,0,0,700000,100000,100,0,0,700000000
Village Of Angel Fire Police Department,2022,New Mexico,1215,NM00405,0,4000000,0,0,100000,15000,4115000,1000,10000,0,1674,2310000,280,1500,0,51,10010,2323515,5001,0,10000,15001,0,0,0,0,742000,0,0,1,0,100,1003,6000000,150,2086045,562233433,0,0,0,37481883,520586935,520581692,20823269,237489368,6809,0,10411634,28988,312349015,0,0,0,588257421,3,0,37493335,0,0,4,0,562228227,587216148,11453,0,1046,0,104116,104116338,0,104116,21,0,135,114527973,239467578,448,239477980,104116,562228227,104116,6819620,0,0,135590818,5253711,312349,213,2,728814369,37481882
Village Of Angel Fire Police Department,2021,New Mexico,1057,NM00405,10,0,0,0,110000,0,110010,370000,126000,0,10160,9200000,8013,0,0,10080,0,9228253,3711000,0,100001,3811001,4020000,0,0,0,8110001,0,0,0,100008,100,10,30,37100,563367289,449799865,0,11301080,0,0,1124542,112448561,573487659,112448561,1462,2,11244856,101136,224897121,0,562243247,1124493,8,11244857,1462,618489663,169798,11244857,52288581,562242803,0,202434114,0,33734568,202,0,11244898,1,674691363,112449,0,0,674699800,112561009,1034527881,3,1034527882,112449,449794243,0,337346,56224280,1124,116969106,11244856,112449,127,0,33735734,1461831287
Village Of Angel Fire Police Department,2020,New Mexico,1055,NM00405,0,19000,2000,4000000,0,0,4021000,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,10,0,110,0,0,44,118,189559592,0,11773124,5,11773124,22369476,0,0,0,187,0,164824,0,0,0,22368935,1177,1177312,0,0,541563682,0,117731235,1295,0,164823729,11778,0,0,11773124,0,0,0,588656177,117731,0,0,0,0,0,0,0,0,188381797,117732,11960317,11773124,0,235,541565,0,235,12,0,541563682
Village Of Angel Fire Police Department,2019,New Mexico,1072,NM00405,17,566000,2056635,0,0,0,2622652,166000,0,10010,0,10000,0,0,0,12,0,10012,1310000,0,2,1310002,0,0,0,0,0,0,0,10,2,100,0,1000000,16600,47554265,436223755,1072676973,11918355,1191835,0,19069368,238367099,0,0,4012,0,11918355,3993,204996,0,19069368,11918355,15732229,1,119184,11933,3993,1,21691406,238367099,0,13917,11918,0,0,0,19,0,1192,119184,0,1192,0,727019652,11918355,238,0,238367,1616130588,0,4023638,715101300,1179918333,204996070,1454040,119184,4755543,11930,19,0
Village Of Angel Fire Police Department,2018,New Mexico,1072,NM00405,0,1,7,1,2,0,11,0,0,2,0,0,0,0,0,0,0,0,4,3,4,11,0,1,0,0,0,0,0,2,8,0,0,1,1,1098,0,8089,0,1030,0,10217,0,0,0,0,0,0,0,0,0,0,0,0,291,3625,3916,14133,0,425,0,0,0,0,0,109,3382,0,584,607,30,0,0,0,0,12088,0,824,14133,0,0,0,0,0,0,0,0,5970,0,0,5970
Village Of Angel Fire Police Department,2017,New Mexico,1097,NM00405,0,0,5,4,0,0,9,2,0,0,0,0,0,0,0,0,0,0,8,3,7,18,0,0,0,1,1,0,0,7,9,0,0,0,0,0,0,3437,0,6465,0,9902,17403,0,0,0,0,0,0,0,0,0,0,67,415,26037,26520,53825,0,0,0,25,18646,0,0,471,7378,2195,1611,0,0,0,19081,0,17403,12292,1243,0,53825,281,269,0,0,0,0,0,0,491,0,0,1040
Village Of Angel Fire Police Department,2016,New Mexico,1104,NM00405,0,0,12,3,3,0,18,8,0,0,0,0,0,0,0,0,0,0,4,2,7,13,0,2,0,0,0,0,0,2,9,0,0,0,0,0,0,26080,0,952,0,27033,37579,0,0,0,0,0,0,0,0,0,0,52,291,15838,16180,80792,0,12696,0,0,0,0,0,216,3269,287,3,1841,0,9725,7921,0,37579,18819,0,4619,80792,0,0,0,0,0,0,0,0,0,0,0,0
Village Of Angel Fire Police Department,2015,New Mexico,1123,NM00405,0,0,47,6,1,5,59,4,0,3,0,0,0,0,0,0,0,0,20,5,36,61,0,4,0,0,15,0,0,1,41,0,0,0,0,0,0,108557,0,1478,84899,194935,57851,0,0,0,0,0,0,0,0,0,0,442,868,42365,43675,296460,0,771,0,0,10529,0,0,0,32374,384,5271,0,5142,17534,2185,0,57851,139047,1273,67773,296460,257,1543,0,0,0,0,0,0,47383,1273,35991,86447
Village Of Angel Fire Police Department,2014,New Mexico,1168,NM00405,1,1,3,0,2,5,12,1,0,0,0,0,0,0,0,0,0,0,5,3,14,22,2,0,1,2,10,0,0,0,7,2,0,2,0,0,4891,901,8674,0,1738,16203,0,0,0,0,0,0,0,0,0,0,0,39,354,13283,13675,29879,5148,0,129,644,3688,0,0,0,4067,225,0,952,4891,39,0,0,0,18623,1931,3218,29879,0,0,0,0,0,0,0,0,0,0,0,0
