agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Noble County Sheriff's Office,2023,Ohio,14523,OH06100,5,3000000,0,3600000,120000,1,6720006,203100,0,0,27497,300000,8042,100,0,40080,20040,395759,81004,0,80011,161015,0,0,100000,0,10015,4353,4,100012,3,100,3130,40,20315,962500101,102144119,800001100,10000000,0,1000000,501,100000200,20000000,320400300,0,574000000,10010000,50320,601000000,100000,100052,40001001,86100101,32200000,0,875021656,185000,20000001,226200301,800000000,300000,793062329,10000,42100000,100001793,0,30200020,310040017,110000001,100000,0,1000,530000732,310000005,40000000,50000332,0,20,31010000,18050000,4080000,77,930002000,32080092,775012,100890,157980209,0,177010020,475010000,1,1
Noble County Sheriff's Office,2022,Ohio,14246,OH06100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04116338383745
Noble County Sheriff's Office,2021,Ohio,12785,OH06100,1,1000000,0,0,0,0,1000001,665001,1000000,0,14001,0,1000,10000,0,20000,20000,65001,1958004,0,20002,1978006,0,0,0,1,1,0,0,0,4,0,300,0,66480,0,0,0,11244856,0,0,0,112,0,0,0,0,0,0,0,0,0,0,1,0,0,15743,0,0,1124501,0,112449,1131958,0,1124486,15744,0,74,0,0,0,0,11245,11244867,573487659,0,0,157428,0,52963,0,0,416059674,0,0,0,112449,0,0,21,0,1,1.12448560525052
Noble County Sheriff's Office,2020,Ohio,12670,OH06100,0,0,0,0,100000,284000,384000,168400,0,0,11,8100010,33042,1000,0,10380,0,8144443,1694003,0,1,1694004,0,0,0,0,0,0,302,10,4,100,200,0,16842,116553925,330825649,58866,11773,0,32,470925706,470924941,11773124,33082713,2685,0,11784897,38037,117731235,117731,1177312,0,356725760,35319371,117731,765300569,0,0,0,0,330825006,11775104,14128,11773124,14,471,117750,23546,588656176,117731,12,0,117848969,1000715512,953623006,706387884,930076758,235462,330825065,235462,13999428,988942376,0,3308603,6392806,128327,11302472,0,19,1871926640,1,1.17731235192711
Noble County Sheriff's Office,2019,Ohio,12595,OH06100,5,3000000,0,3000000,8110000,0,14110005,400000,8000,10,26803,2120115,11,100,1089004,10000,30000,3276033,4030001,0,10001,4040002,13,0,0,0,3,0,4,3700010,3,110,20,206,40001,175795981,203839797,595917747,12037538,1192,7390059,11918481,119184741,23836711,14421329,2587,0,11989865,51207,953468395,119303,12037538,14302027,679465654,29795887,2145,126364687,191886,11918356,136942025,1072651944,430491219,3616196,0,7151025,7157488,0,11966,11949,2384,120614,0,0,607836203,4,572082229,11918455,321828670,238367,799733714,321795583,18081337,13,643592363,101878593,13081588,119184,136524995,12,48913,126334562,1,1.19183549339627
Noble County Sheriff's Office,2018,Ohio,12680,OH06100,8,2,0,0,2,0,12,1,0,1,0,0,0,0,0,0,0,0,13,3,9,25,2,0,0,7,3,2,0,5,6,0,0,0,0,24,3684,0,6868,0,0,10576,3640,0,0,0,0,0,0,0,0,0,0,233,317,28325,28875,46732,170,0,0,3987,1262,1031,0,138,22286,18,45,621,607,0,366,0,3640,36549,0,1245,43091,0,0,0,0,0,0,0,0,11,0,0,11,1,1.21343405628813
Noble County Sheriff's Office,2017,Ohio,12577,OH06100,18,11,0,6,2,0,37,8,0,1,0,0,0,0,0,0,0,0,21,11,30,62,7,0,0,13,19,0,0,5,18,0,0,0,0,3820,25765,0,348,43447,0,73380,53455,0,0,0,0,0,0,0,0,0,0,128,1464,45419,47012,173846,5308,0,0,8174,11503,0,0,337,21689,609,104,13058,2076,2174,8365,0,108150,35007,3992,311,173846,0,25,0,0,0,99,0,2486,3227,0,0,5837,1,1.24307319386626
Noble County Sheriff's Office,2016,Ohio,12569,OH06100,11,7,0,5,1,0,24,5,0,0,0,0,0,0,0,0,0,0,29,8,22,59,3,1,0,10,15,0,0,9,21,0,0,1,0,15198,6166,0,110,12977,0,34452,20313,0,0,0,0,0,0,0,0,0,0,237,781,36298,37316,92081,1322,1,0,2325,9148,0,0,509,24011,57,1,2047,3170,984,8742,0,26661,48485,1082,852,92081,0,0,0,0,0,0,0,2539,1432,0,0,3971,1,1.26955202032162
Noble County Sheriff's Office,2015,Ohio,12622,OH06100,9,6,0,2,0,0,17,1,0,0,0,0,0,0,0,0,0,0,11,1,12,24,1,0,0,4,1,0,0,6,12,0,0,0,0,10440,11899,0,0,534,0,22873,1,0,0,0,0,0,0,0,0,0,0,104,75,21828,22006,44880,964,0,0,3216,0,0,0,109,17716,6454,0,0,2931,267,0,0,1,32140,2315,771,44880,0,0,0,0,0,0,0,0,0,0,0,0,1,1.28556847539769
Noble County Sheriff's Office,2014,Ohio,12793,OH06100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.28709350845562
