agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Erlanger Police Department,2023,Kentucky,19820,KY05903,7750003,1010000,35,3510000,120000,9911002,22301040,1909220,0,1,20350,9000000,75143,810,47000,6751,70000,9220054,1002,1,140202,141205,13,5000007,0,1,5030003,65300,100012,11,3,120,100,478,173343,77100300,865188153,101000100,10160000,0,0,600001310,386031000,30000002,303900100,12700766,1000,10080000,13012871,401000000,0,2711,30000000,6201960,10000000,0,310031671,150000,20001001,881000212,600000000,480001000,772057534,11000,100003,700000570,72000,20700190,820251000,100001000,102250,11,0,100057,930000002,640000000,2001096,140030402,340000,1065000009,230010,10355000,600512661,320000000,328640960,21170002,100000,720328170,1,10172,354240000,1,1
Erlanger Police Department,2023,Kentucky,19820,KY05903,7750003,1010000,35,3510000,120000,9911002,22301040,1909220,0,1,20350,9000000,75143,810,47000,6751,70000,9220054,1002,1,140202,141205,13,5000007,0,1,5030003,65300,100012,11,3,120,100,478,173343,77100300,865188153,101000100,10160000,0,0,600001310,386031000,30000002,303900100,12700766,1000,10080000,13012871,401000000,0,2711,30000000,6201960,10000000,0,310031671,150000,20001001,881000212,600000000,480001000,772057534,11000,100003,700000570,72000,20700190,820251000,100001000,102250,11,0,100057,930000002,640000000,2001096,140030402,340000,1065000009,230010,10355000,600512661,320000000,328640960,21170002,100000,720328170,1,10172,354240000,1,1
Erlanger Police Department,2022,Kentucky,24147,KY05903,23,1000000,0,10000,100001,4012016,5122040,3584703,10000,0,2011,2020190,5034320,300020,3,17768,3056500,10430812,787001,1000000,2,1787003,10,7,6000330,100001,4320002,0,0,63,100001,100,110,110,7760,1027524469,627537376,941582457,10474104,2,104532804,106053,419606543,417506517,329010492,35038792,35,10422045,119543,0,104127,208353999,38002466,335358730,41646535,104637,426925472,104,21135619,132331868,729855532,1874,469609050,73933012,1041163,2552,104116338,42584326,833139985,624704808,104220,2,364407184,520587982,499758425,728815410,2687,520616050,520582,896452085,229056,41654,50,926636453,803466153,17378579,104220,92549365,6767562,32278,760049740,1,1.04116338383745
Erlanger Police Department,2022,Kentucky,24147,KY05903,23,1000000,0,10000,100001,4012016,5122040,3584703,10000,0,2011,2020190,5034320,300020,3,17768,3056500,10430812,787001,1000000,2,1787003,10,7,6000330,100001,4320002,0,0,63,100001,100,110,110,7760,1027524469,627537376,941582457,10474104,2,104532804,106053,419606543,417506517,329010492,35038792,35,10422045,119543,0,104127,208353999,38002466,335358730,41646535,104637,426925472,104,21135619,132331868,729855532,1874,469609050,73933012,1041163,2552,104116338,42584326,833139985,624704808,104220,2,364407184,520587982,499758425,728815410,2687,520616050,520582,896452085,229056,41654,50,926636453,803466153,17378579,104220,92549365,6767562,32278,760049740,1,1.04116338383745
Erlanger Police Department,2021,Kentucky,23678,KY05903,3000012,2091045,9707000,120000,110000,5200026,20228083,1572232,110000,11,29947,40125,2068903,30010,6620,21090,1052100,3248795,71001,800001,430001,1301003,14,8500005,20,200001,6600057,2013550,44,2200085,200002,5000110,1003010,84,5021021,632860900,62569741,3650080,11517003,673571422,573825004,985,2248971,34859054,768025090,787432931,180,11323570,112708840,2204104,0,28913,265267281,1101996001,834368340,1,130521075,3936,83211937,782642181,733726857,640957042,710758817,11245,34971516,1036788038,59600,56674386,819751224,382384715,674804,0,143946527,436354844,352526237,1124,11246659,11807,506019,734309564,862480,11705895,1061541619,562246176,951877608,23032841,113685,535933456,0,450356507,1153744722,1,1.12448560525052
Erlanger Police Department,2021,Kentucky,23678,KY05903,3000012,2091045,9707000,120000,110000,5200026,20228083,1572232,110000,11,29947,40125,2068903,30010,6620,21090,1052100,3248795,71001,800001,430001,1301003,14,8500005,20,200001,6600057,2013550,44,2200085,200002,5000110,1003010,84,5021021,632860900,62569741,3650080,11517003,673571422,573825004,985,2248971,34859054,768025090,787432931,180,11323570,112708840,2204104,0,28913,265267281,1101996001,834368340,1,130521075,3936,83211937,782642181,733726857,640957042,710758817,11245,34971516,1036788038,59600,56674386,819751224,382384715,674804,0,143946527,436354844,352526237,1124,11246659,11807,506019,734309564,862480,11705895,1061541619,562246176,951877608,23032841,113685,535933456,0,450356507,1153744722,1,1.12448560525052
Erlanger Police Department,2020,Kentucky,23441,KY05903,19,1011100,6000008,4130000,110001,930006,12181134,7584140,7730001,8700010,20165,6400000,887844,7510000,4258,5027176,171000,20020443,1283676,200003,40007,1523686,38,3700020,9110020,100076,7323009,10650,1,9800010,300009,4000120,4730,161,43874,669184354,1120524022,393222,12090998,2527,41205959,14217995,356254718,1469285815,76643388,1064292663,1915,185980032,588741377,943033905,470925,1301677,141277487,190725273,828356973,824471844,58473780,8,204263706,1069747455,1063113054,648934568,401589122,2178041986,283732346,937143388,118248799,37557872,231218290,576971234,117731,12,715805910,824143757,501947144,35319371,400334421,753480260,402052,1873116974,236463186,85637702,689308986,200144277,739800855,41017564,120698,364038276,2687806,39,429743261,1,1.17731235192711
Erlanger Police Department,2020,Kentucky,23441,KY05903,19,1011100,6000008,4130000,110001,930006,12181134,7584140,7730001,8700010,20165,6400000,887844,7510000,4258,5027176,171000,20020443,1283676,200003,40007,1523686,38,3700020,9110020,100076,7323009,10650,1,9800010,300009,4000120,4730,161,43874,669184354,1120524022,393222,12090998,2527,41205959,14217995,356254718,1469285815,76643388,1064292663,1915,185980032,588741377,943033905,470925,1301677,141277487,190725273,828356973,824471844,58473780,8,204263706,1069747455,1063113054,648934568,401589122,2178041986,283732346,937143388,118248799,37557872,231218290,576971234,117731,12,715805910,824143757,501947144,35319371,400334421,753480260,402052,1873116974,236463186,85637702,689308986,200144277,739800855,41017564,120698,364038276,2687806,39,429743261,1,1.17731235192711
Erlanger Police Department,2019,Kentucky,23116,KY05903,5390010,6230026,5022500,0,873000,4500000,22015536,8094049,110000,1,14920,7530521,625736,3851224,5000503,11176,6625300,23659380,8101056,7500002,100010,15701068,1500000,12,30,300006,2400018,5000221,100008,2500185,300007,5000100,7900,40,473917,477938697,522116771,360327863,134164921,12516664,983621833,263578115,47702,107265197,1166688132,989230060,10,131912352,477224897,359314565,238367,846209767,895437933,1069315063,90519920,480572,132437208,595917747,16089784,681253212,1531508645,121569784,90662745,11918,238367,11941062,277071,24981008,358089584,68292,1313427,14,365298771,857439191,1142171717,846204392,980882287,286041110,8235583,1284870738,1179917,48927234,405228309,71511321,589996493,22117488,15824048,1317969090,5971121,298060216,1228794791,1,1.19183549339627
Erlanger Police Department,2019,Kentucky,23116,KY05903,5390010,6230026,5022500,0,873000,4500000,22015536,8094049,110000,1,14920,7530521,625736,3851224,5000503,11176,6625300,23659380,8101056,7500002,100010,15701068,1500000,12,30,300006,2400018,5000221,100008,2500185,300007,5000100,7900,40,473917,477938697,522116771,360327863,134164921,12516664,983621833,263578115,47702,107265197,1166688132,989230060,10,131912352,477224897,359314565,238367,846209767,895437933,1069315063,90519920,480572,132437208,595917747,16089784,681253212,1531508645,121569784,90662745,11918,238367,11941062,277071,24981008,358089584,68292,1313427,14,365298771,857439191,1142171717,846204392,980882287,286041110,8235583,1284870738,1179917,48927234,405228309,71511321,589996493,22117488,15824048,1317969090,5971121,298060216,1228794791,1,1.19183549339627
