agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Anacortes Police Department,2023,Washington,18167,WA02901,2330062,10741352,4158016,2020004,4210003,6073510,29532947,5461412,1141310,8948110,116777,7130351,185916,7092171,51866,4113513,4237410,22928004,5772358,1700014,798516,8270888,150030,9000009,8770000,100008,7936007,3003117,2089,2400091,200012,382001656,836202666,200352600,11038700,673013007,647900076,990160201,638300100,403000009,1197502758,550537736,2005103,10574035,500458476,403021400,400300,94808256,310000010,1134302298,201850013,301698,918467520,870132,37800007,800427650,1054602610,190311630,736202670,900021000,186900003,1423036113,1223494,54060545,1272062050,290179970,106100,170066,1003000,1325249406,912770025,170001000,1516003124,10128297,53260000,785035864,488100000,79208029,1174937142,470005015,360946969,150440060,107640,160960016,10280070,102257393,1008040101
Anacortes Police Department,2022,Washington,17990,WA02901,1930084,6804253,16800212,2070096,180003,8378824,36163472,2193185,1447190,4463092,239213,3990104,9193933,5871881,3653433,2135218,8094100,33177882,2905376,9905004,1299170,14109550,323,13100181,14400105,6,13477247,2100539,202816,6100014,600009,1954477117,1122175657,939277530,11217503,701170660,752024410,1011319409,704867611,292566964,455930806,979421532,7475,11547335,532721535,740506113,312869805,1187763614,201933650,1610867280,865144442,325207,1561231665,1431375,292604404,1669465177,776812240,951630169,329456195,363388927,419591842,1619072492,208566577,178395218,877093123,1051857704,116444,244975379,1052621387,862637418,397620457,874584536,437294373,812314372,82653172,1173547614,943420163,423511957,1398945695,635112922,1470311343,120007179,76466870,489758507,104491252,84729909,916275836
Anacortes Police Department,2021,Washington,17923,WA02901,2460026,4400006,1290600,11910003,180111,7968926,28209672,3675161,9195702,50,148271,6080479,7847456,5463960,27419,3085358,6150650,28803593,9271381,8500005,605711,18377097,6900057,11800005,7260120,100025,2181107,2135,100729,16000054,600016,788388685,1169849040,792987586,574091630,556627133,840103201,724022774,1150461223,236141993,1238855072,899638913,456103022,94914468,450175835,351317753,1012149606,97612128,146408155,1024576571,862109515,568286,1042587414,982938,150118838,782417923,1414603327,1115718250,599598879,674702608,119876273,974959844,474582,186327946,1137850320,2024105777,118071,4837609,279667441,284536618,903276813,202413036,1404485289,776028184,11570957,1349414074,575967172,81267764,741407246,742166242,2846226258,125229509,127519546,289884293,3834811,514057472,1185088239
Anacortes Police Department,2020,Washington,17735,WA02901,5700120,4299403,11933672,2990009,2330002,1733605,28986811,3936956,243705,58112,125586,2810025,2553810,4444370,26591,3105892,3845261,16911535,7556800,6200010,249093,14005903,101,5500001,9400080,11,3844022,2002740,199,14100018,700005,613027539,1359043026,122253645,13250651,70641103,265248569,1466954180,1144112144,200143107,1526981009,718735585,4485560,24923856,589295239,4613298,1508490670,401241739,202498914,46564447,939848455,711227,895023842,1299089,1117858089,1090567793,1005542523,372151784,826751733,246075941,231459701,1365712568,707764832,72358228,939008157,353220748,121769,1012565,154291493,1115154362,1137495665,506247847,1169075806,600448883,3414206,1594124894,461303414,189283690,2210920124,1059585875,2163441324,282290964,2030770,567096043,473021,1340650352,1943142265
Anacortes Police Department,2019,Washington,17483,WA02901,3770065,10524005,1282400,8540007,1842000,10039118,35997595,5684740,306907,100290,114859,5291632,6376007,1545880,1218612,5653508,9215200,29415698,1448503,2200014,1331972,4980489,6900105,4700030,12080250,100073,14915049,10000204,200237,16500474,600007,1432468512,292258187,122741917,12463037,298006650,573512922,1217136078,1361862745,1222704058,1149288666,24674855,739418318,12863480,239796164,4094074,596156,373534096,224817129,1174442641,742513518,238912,856068317,1260171,166856989,1146868383,796146135,718086670,518800421,119202619,378414356,1291956782,360167374,234875996,616372125,536340891,1822114,63219,337055845,2287412145,673053378,548247908,2100018494,655532810,25359888,375588710,96657978,345030435,679429933,417147208,1919240922,76230461,123295,667563881,779580,484969894,671195268
Anacortes Police Department,2018,Washington,17130,WA02901,28,10,0,19,7,0,64,8,0,8,0,0,0,0,1,1,1,3,90,75,144,309,3,20,1,82,52,0,0,72,79,27288,50707,0,4988,54819,0,137802,24147,0,0,0,0,0,0,438,0,91,529,1547,9226,228077,238850,425476,8931,12490,0,87640,50427,0,0,13383,65979,6759,13275,51155,1359,2242,62806,0,42349,191554,7764,22066,401329,237,2947,19770,364,110,364,0,68438,33332,1110,243,126915
Anacortes Police Department,2017,Washington,16838,WA02901,23,11,0,23,7,0,64,20,0,2,0,0,0,0,0,0,0,0,107,107,172,386,16,39,0,120,44,0,0,63,104,8201,20365,0,971,31216,0,60753,187940,0,0,0,0,0,0,0,0,0,0,2102,13286,329353,344741,593434,460,15661,0,92578,93794,0,0,12415,129834,21100,13032,76461,2112,4326,45386,0,178630,209178,21575,21634,593434,758,2476,523,0,255,0,0,90371,9168,7989,7589,119130
Anacortes Police Department,2016,Washington,16532,WA02901,31,16,0,12,5,0,64,29,0,1,0,0,0,1,2,0,1,4,98,111,158,367,35,48,0,80,62,0,1,45,96,40155,227096,0,3188,29982,0,300420,332299,0,0,0,0,0,1714,734,0,3174,5622,2311,13805,175248,191363,829704,4676,31847,0,37152,48586,0,1124,8098,60516,17929,3507,30632,6475,9943,99160,0,370855,264451,9288,18100,830339,6292,1121,1982,0,0,4478,0,357525,62431,6,254,434089
Anacortes Police Department,2015,Washington,16351,WA02901,36,15,3,19,9,2,84,22,0,3,0,0,0,0,2,0,0,2,127,111,166,404,30,54,0,110,47,0,1,62,100,32700,141954,8444,4429,37305,1206,226036,133082,0,0,0,0,0,0,345,0,0,345,2832,14146,273223,290202,649665,15408,19973,0,55125,97891,0,96,12024,89730,10665,10801,78543,5650,15005,104713,0,140448,240572,18443,24868,649710,800,3272,2314,1093,3278,1427,0,137299,33760,1607,1543,186392
Anacortes Police Department,2014,Washington,16119,WA02901,33,12,0,9,10,0,64,16,0,7,0,0,0,0,1,0,0,1,85,106,145,336,13,49,0,70,61,0,0,51,92,6846,26954,0,5311,14176,0,53287,239317,0,0,0,0,0,0,45,0,0,45,2001,13538,257694,273233,565882,5560,16148,0,26805,72623,0,0,5769,146328,8612,3989,33742,2832,2162,43028,0,237319,182515,27241,24442,565882,402,1807,1241,0,39,4955,0,223548,19524,5921,1757,259192
