agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
State Police: Franklin County,2023,Maine,0,ME004SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Franklin County,2022,Maine,0,ME004SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Franklin County,2021,Maine,0,ME004SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Franklin County,2020,Maine,0,ME004SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Franklin County,2019,Maine,0,ME004SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Franklin County,2018,Maine,0,ME004SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Franklin County,2017,Maine,,ME004SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Police: Franklin County,2016,Maine,0,ME004SP,2,4,7,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,9,4,7,20,2,0,0,3,2,0,0,2,11,1,0,1,0,3461,7785,8125,0,0,0,19371,50782,0,0,0,0,0,0,0,0,0,0,188,559,27452,28198,98351,3355,0,0,317,22554,0,0,23,1949,336,203,26374,317,38,3390,0,50782,12591,0,4319,98351,0,70,0,317,0,0,0,50782,114,0,0,51284
State Police: Franklin County,2015,Maine,0,ME004SP,0,4,10,0,3,1,18,4,0,0,0,0,0,0,0,0,0,0,14,9,10,33,1,0,0,2,8,0,0,1,21,4,0,4,0,1118,0,23473,168,0,5,24765,29568,0,0,0,0,0,0,0,0,0,0,395,764,10400,11559,65892,1157,0,0,77,8014,0,0,64,2246,321,645,11173,64,469,11705,0,29568,10274,386,1286,65892,193,262,77,0,0,0,0,29568,225,386,0,30711
State Police: Franklin County,2014,Maine,0,ME004SP,1,4,5,0,1,0,11,2,0,0,0,0,0,0,0,0,0,0,18,13,14,45,1,0,0,5,8,0,0,3,28,0,1,1,0,8591,77,4643,1192,0,0,14503,63068,0,0,0,0,0,0,0,0,0,0,339,1664,18986,20989,98559,26,0,0,2173,10021,0,0,288,8481,0,1963,2484,9911,0,7723,0,63068,10774,0,2637,98559,0,390,1931,2188,0,0,0,45048,84,0,515,50155
State Police: Franklin County,2013,Maine,0,ME004SP,0,1,25,0,5,1,32,2,0,0,0,0,0,0,0,0,0,0,10,11,16,37,3,0,0,3,6,0,0,0,25,0,0,0,0,0,0,33391,9548,0,654,43593,5232,0,0,0,0,0,0,0,0,0,0,294,952,17344,18590,67416,948,0,0,490,2681,0,0,0,14470,275,18113,3675,1046,2629,2354,0,5232,20521,0,13570,67416,118,182,196,850,1321,0,0,0,4473,0,8266,15407
State Police: Franklin County,2012,Maine,0,ME004SP,1,1,13,0,2,1,18,4,0,1,0,0,0,0,0,0,0,0,15,13,24,52,4,1,0,6,14,0,0,3,24,1,2,3,0,0,40,17752,2187,0,1991,21969,14090,0,0,0,0,0,0,0,0,0,0,334,1635,29346,31315,67375,4313,66,0,3663,8036,0,0,24,15213,212,1859,5513,0,166,8653,0,13935,34442,0,2595,67375,40,208,405,0,66,0,0,13271,5865,0,2097,21952
