agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Greenville Police Department,2023,Maine,1576,ME01105,0,0,0,0,100000,17500,117500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1000,0,10017,500000000,500000000,0,0,0,0,0,0,17,0,0,0,0,0,500000000,0,0,0,0,0,0,1750,0,0,1,0,750000000,0,0,0,0,0,0,1750000,0,1750000,0,0,0,0,0,0
Greenville Police Department,2022,Maine,1538,ME01105,0,0,0,0,100000,0,100000,0,0,0,0,0,340,0,0,0,0,340,0,0,0,0,0,0,0,8,0,0,0,10,0,11452820,937057467,0,0,0,0,0,1249396061,10411637,1249396061,23010,0,0,36961,0,0,0,1,1041163,0,0,6,3540,0,0,0,312349015,0,0,0,19,0,832931,1041163,0,0,0,0,354,0,1041,354,0,416465,937047045,0,23009712,1,10411634,353996094,41647,1041,1041163,0,0,0
Greenville Police Department,2021,Maine,1626,ME01105,0,25000,1002500,0,100000,0,1127500,10,0,0,14422,0,5820,10,20,5000058,20000,5040330,30000,0,0,30000,0,0,0,0,5800000,0,1,10,0,662322156,112495310,0,112449,0,0,11246655,0,56224280,224897695,112,0,11301080,121669,0,0,56224280,33734569,3401571,11244856,0,123709562,112449,0,2248976,0,84336983,449794242,11245,0,4948,0,224897,49,11245,112449,0,0,28112163,0,0,247,0,0,674702608,348591,11351684,112456,449795367,22490067,13066524,113123,8321764,573488,449794,1023281901
Greenville Police Department,2020,Maine,1599,ME01105,0,0,0,100000,100000,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,118,315531483,0,0,1177,0,0,0,0,0,316,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,315519710,0,11773,0,0,0,0,0,0,0,0,0,0,2,0,235,0,117731,315519710,0,339066,0,0,118,11773,0,0,0,0,0
Greenville Police Department,2019,Maine,1595,ME01105,2000001,0,2950000,0,100000,0,5050001,0,150000,0,20,5,1532,300,0,10015,0,11872,10000,5000000,15300,5025300,5,0,0,0,0,0,0,110,0,2383909,536374003,0,0,0,24194261,24,357550648,11918355,256,536,0,11918355,42632,8384563,0,0,11918356,358,1,656,23884401,0,0,1191835,0,0,0,0,357551,0,0,0,0,238367099,119184,0,0,2,0,119,2,536,131102,1132243719,0,2,23836746,0,2384063,11921,119779,35755303,0,2384,23836710
Greenville Police Department,2018,Maine,1588,ME01105,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,7,6,7,20,1,1,0,5,1,0,0,3,9,182,121,0,0,0,243,546,60672,0,0,0,0,0,0,0,0,0,0,218,1128,7038,8385,130274,364,243,0,1741,243,0,0,42,5752,0,352,255,0,61,0,0,60672,7899,0,364,69603,0,0,255,0,0,0,0,0,4696,0,0,4951
Greenville Police Department,2017,Maine,1585,ME01105,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3,3,7,13,0,0,0,1,4,1,0,1,6,0,0,1243,0,0,124,1367,28591,0,0,0,0,0,0,0,0,0,0,81,559,6215,6856,36814,0,0,0,44,2362,249,0,249,3953,249,373,1989,1243,0,0,0,28591,3002,0,1367,36814,249,0,249,0,0,0,0,28591,62,0,0,29150
Greenville Police Department,2016,Maine,1582,ME01105,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,9,9,19,0,0,0,1,11,0,0,0,7,0,0,2539,0,0,0,2539,0,0,0,0,0,0,0,0,0,0,0,0,1270,10074,11343,13883,0,0,0,254,8741,0,0,0,2349,4139,444,3777,0,0,1397,0,0,3491,0,635,13883,0,0,0,0,0,0,0,0,0,0,0,0
Greenville Police Department,2015,Maine,1596,ME01105,1,0,3,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,2,9,9,20,0,0,0,2,5,0,0,1,12,0,386,11474,0,0,309,12168,1028,0,0,0,0,0,0,0,0,0,0,14,900,8999,9913,23109,0,0,0,688,3664,0,0,13,5549,579,193,4101,1736,64,1543,0,1028,12838,0,1028,23109,0,0,0,0,0,0,0,1028,13,0,0,1041
Greenville Police Department,2014,Maine,1608,ME01105,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,9,4,23,0,0,0,6,5,0,0,1,11,0,0,2640,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,201,923,6242,7366,10006,0,0,0,1016,1879,0,0,6,4465,0,302,2700,1609,1287,12,0,0,2808,0,1287,10006,0,6,0,0,0,0,0,0,160,0,0,166
