agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
East Baton Rouge Parish Sheriff's Office,2023,Louisiana,197853,LA01700,8400817,7093849,15717809,4900137,10385161,16979337,63477110,5631808,15668477,10301515,3560862,4795546,16167224,1301761,8397668,1287245,10410909,45921215,6709130,7618220,14183629,28510979,9162626,20500281,5711130,10600165,15016207,7563839,701417,17801773,9765203,725641310,1960836718,950544432,339523125,226395702,1316809833,1171712273,2214801793,1789803284,331156548,136027304,588646384,1204450338,1441230568,424566504,1004300705,2082952087,2300961285,979182821,2365700348,705138553,896343473,807713444,1274091410,1138065602,849323844,1172536518,178529078,1576836002,1008850055,1960086344,916507660,1406835423,313445358,691533590,28568700,12186742,1018510000,2003603132,1386461231,802054015,2108923352,130567985,537850111,1484111957,657444221,2028420808,1596785601,1343065661,1515920907,1328294555,263747385,1298442219,327894721,193317927,1468168722
East Baton Rouge Parish Sheriff's Office,2022,Louisiana,197399,LA01700,21020789,15098830,16398831,1450161,10314024,20017000,84299635,8532510,11261116,9869985,3696459,8796590,14274719,2839851,10778467,2665794,16059367,59111247,7721036,5368230,17864238,30953504,19164331,12600626,25451070,8600084,20246157,8529714,707071,24200435,8900257,1006438239,1890895963,371139494,1323391629,804502336,1453538806,1152280406,1451651483,2482967879,1127104160,336956590,1011195323,2009603123,1118588794,167445315,528390964,1145712847,2802514429,1054256260,2055264463,738131279,899466530,737001715,1724044234,1011059728,2217492574,770024808,823096789,765797534,1516450219,2265893650,1576422325,1091480854,561797720,834833106,66075560,512326729,261710994,2201038988,1025546313,853840404,1583940102,261201855,451080862,1959241365,894169245,2024911633,2690417478,1074564311,2502989313,1487453491,878596102,2218068689,45535822,921081364,1685294435
East Baton Rouge Parish Sheriff's Office,2021,Louisiana,186728,LA01700,17801080,17948989,17031961,11405069,17269022,5342732,86798853,2830208,11663635,8577781,7746629,1662291,7582732,1724033,7940775,4252724,12122365,43031549,8096242,4249774,8512406,20858422,12142435,12400483,10670221,9006324,32836968,10460764,543433,10206617,6500151,1237992441,2140643798,596962912,720007236,918319098,999827780,1717986458,2247462544,2387623213,2003464298,301389372,396585847,729536277,480512653,739348623,456542178,1390865279,2049694665,1432048871,2266774274,229957955,376958081,234476880,1199743234,1457175515,1691719695,1470773502,477421539,1949177727,1714103755,1797782620,578298398,663624427,1988850023,2126449751,106353792,122558769,1102164567,2369215774,1670863066,674757379,2327213287,68010624,903629043,725987805,1028226119,1877553913,2853496160,1534982168,2264269373,1694139282,436439492,2027625213,194417785,117727722,1228059843
East Baton Rouge Parish Sheriff's Office,2020,Louisiana,187742,LA01700,1401452,1826303,400868,10671266,23709057,11767974,49776920,8994056,6161007,10487372,2973076,7143139,6430898,8530855,1564238,6010045,10345073,42997324,2928001,7028446,9619973,19576420,8853976,15300750,26632084,1303167,20766138,11025177,901695,17302119,4720196,732819662,1632812590,575534718,1384586454,1982279323,3020919709,2358259175,1506060351,2671325992,1593393308,1180246911,563960079,100076271,364530138,785617357,711035477,960942402,1856615968,1581872272,2363159325,476831788,831638943,486696989,1828789089,1028048014,3237375614,120761607,1449477191,2235518370,2172997662,1314710675,962892686,1070990385,1911619896,2013960951,58563810,1012456022,289818475,191707828,4103522589,778391364,2327724582,471798641,1277280663,989376079,1332438893,714828927,1256830662,342304392,3649553171,477384736,57895818,2342634127,126081927,238160674,1356930143
East Baton Rouge Parish Sheriff's Office,2019,Louisiana,186544,LA01700,18971101,15528349,12422507,11350131,12971180,14306855,85550123,2114017,5370060,9115178,2593153,5629242,18880692,13936303,2442544,5961366,29068970,78512270,9656742,14614231,15994402,40265375,23225308,18400610,17371176,6381280,9010105,14214245,1105621,15808582,12612142,1121212480,2163985726,660420725,1104602218,1343675956,2922135239,783021833,1130005203,2688075396,1040347068,1055249627,1178520461,730560175,1506297660,1189414640,1560854041,911681884,3300201810,1572563677,3417483869,612724019,2796921566,606969065,3060420701,676543205,2823595567,944475711,533079186,2244030778,1446533092,2696283660,1348092982,1939643463,2554100072,347096668,109836148,992540539,1295840636,2602523712,1767397718,739328094,2431458369,847320891,408440191,880329038,607210301,1874375306,2971203764,1760512305,2177648667,1175766618,12252248,2301897709,58824597,1397325953,1890580962
East Baton Rouge Parish Sheriff's Office,2018,Louisiana,186556,LA01700,347,158,193,23,113,57,891,366,11,52,2,21,4,141,14,1,18,201,1833,1240,2394,5467,224,61,8,1462,1,1,0,2299,1411,419672,933313,469510,325959,87898,81646,2317998,5228974,0,0,153299,23658,11302,157069,30256,1,23530,399115,33617,156987,4825794,5016398,18191459,103159,25478,4988,1097444,21405,364,0,553769,3209790,447724,240264,742495,382865,463094,1142995,0,5283192,3344923,497504,417427,12962485,58321,36369,155920,9098,17827,24038,0,1758723,310330,13668,14521,2398816
East Baton Rouge Parish Sheriff's Office,2017,Louisiana,187966,LA01700,512,187,280,22,113,61,1175,381,14,45,1,15,4,157,15,3,14,209,2239,1425,2893,6557,219,77,23,2048,45,3,0,2601,1541,435942,1414371,794896,263565,31841,286922,3227538,5967392,0,0,1,14433,2993,245427,23437,3002,140972,430266,35415,185382,6822758,7043555,16668750,128523,26826,17133,1507525,25331,1181,0,627890,4709147,505601,253704,666674,470961,571125,1859537,33956,6324669,4866925,594934,520665,16668750,102462,42616,20338,25878,16437,25983,76,2362610,309403,24044,32895,2962742
East Baton Rouge Parish Sheriff's Office,2016,Louisiana,187662,LA01700,524,221,353,22,93,50,1263,284,14,47,1,17,2,120,26,8,20,194,2210,1109,2386,5705,226,77,13,1519,174,9,1,2290,1396,553356,1402020,1221709,200193,96533,238041,3711851,4564429,0,0,12913,19715,7871,138667,37932,3989,88941,310027,27364,145780,5328734,5501878,14088186,158661,24436,2289,1087021,212758,4099,510,402928,3609175,545589,198270,774000,380257,474084,1664924,1314,4642759,3895452,595739,915799,14088186,53255,24995,2394,23819,5832,85801,0,1326697,444885,26975,37357,2032012
East Baton Rouge Parish Sheriff's Office,2015,Louisiana,187720,LA01700,538,162,276,28,98,54,1156,207,17,50,4,9,1,132,24,11,18,199,1815,1582,2467,5864,197,77,14,1384,43,7,4,2755,1383,272453,1414503,726547,234746,39647,358199,3046095,3346009,0,0,21397,2359,154,86804,25048,21196,46700,203658,44130,206570,4271339,4522039,11117802,253501,23630,2023,948546,92513,6371,1224,666858,2527371,496406,263907,608256,336833,327790,917155,2860,3434971,3355833,682498,691293,11117802,8562,7571,2653,7572,10741,38611,4,895631,162765,32639,25396,1192145
East Baton Rouge Parish Sheriff's Office,2014,Louisiana,187307,LA01700,581,190,290,25,99,55,1240,149,10,20,3,5,1,109,9,11,21,159,1472,1449,2353,5274,184,76,9,1215,162,64,1,2433,1130,334635,1551342,899892,160130,121145,155411,3222555,1878231,0,0,13038,22282,193,126163,10746,4968,30942,208333,36943,191888,5724771,5953602,11262721,220527,21397,3698,1191222,146231,19360,62,612736,3738370,452859,160570,626530,420118,214419,1678506,15963,1899919,4436358,592142,765338,11262721,13215,11646,2381,27660,1333,43999,0,484391,264480,12478,17306,878889
