agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Suffield Police Department,2023,Connecticut,15750,CT00139,5000000,2020000,3600000,10000,100000,5910007,16640007,4103904,0,600010,34576,10000,184015,300,10043,61660,96200,396794,9430002,5000001,350107,14780110,2,16,9800000,3,6000031,0,120,11,3,951000209,995756202,1000100,10165000,0,100000207,513317,200000000,60000002,210000000,10008795,0,10050000,1136405,2000000,0,7150,341800000,441300427,81800000,300050,517087672,313000,40060000,98100076,802000000,745200000,692032239,10000,66100010,165036383,63800,10305710,640000361,520001970,101100,0,305181000,680074506,450000000,2000,355,1,42650000,995046001,1066000,19760000,590016075,3000,706036890,22868002,100100,535002535,10000,100001009,1497030000
Suffield Police Department,2022,Connecticut,15890,CT00139,4410001,11019065,1051900,2010000,197000,104202,18792168,2230249,210526,1,12165,4420010,3524623,20,20,20380,30000,8007218,8687348,6000003,421485,15108836,2010014,1,0,100055,2011001,0,0,10,100003,209274307,1007910144,0,10422045,0,20823268,647032,114527972,285278795,1006596759,10424232,4164664,52058169,7469104,523705185,510,106792,34254067,173256154,44770330,104117,677904515,190334,10411640,1295259716,605958703,3208,745507636,832941119,104118,20826106,256855,21344105,2082351,208265057,104220,2,32276065,374822722,1036800909,728818534,3384,728857890,55832532,487376754,728815,14741848,968386065,832931759,818437985,34234495,297252,2916412,0,428334618,688219410
Suffield Police Department,2021,Connecticut,15817,CT00139,2070003,3,0,1,100000,2005,2172012,3950000,240000,0,20,10010,19202,3000000,3,29392,276000,3334627,8010002,5300000,192007,13502009,2000001,5,300,100001,100000,230,0,10,200001,1160356750,464422430,1015551062,11244856,0,0,6227435,3373457,134938409,472284179,27669407,449794267,11717140,123627,787190526,224897,787370917,6822254,165954631,44979426,5880,596084469,360,27662382,1171826449,676940340,0,539779038,11245,899588,506,371,11470197,146487869,5624,113573,84662521,62185178,674729606,86585392,303612238,9117,175790,40818827,389156693,304375764,115007890,224897,2250,85765093,568991,112561,84662886,1,1127859,1495565855
Suffield Police Department,2020,Connecticut,15820,CT00139,1400012,5030004,2500100,10001,1024000,20002,9984119,831765,4564,0,22270,8500000,26,20,10,26374,321870,8870570,5029002,3500001,1132502,9661505,600000,0,6600000,300000,9125068,1882,0,100010,400003,63693054,556911810,946559131,11842585,186,117731235,11774260,1177312,164823740,1159652902,592188113,7,11773124,96515,1066056335,235698,117850258,192348232,215453843,42677690,117731,1136110760,193109,73705763,1031443452,1059581118,117801,1012528078,117743008,0,765,213388,4980128,58867978,70797678,120262,130681671,1177,117849051,1322121776,576887763,291974612,753528176,473868,140154185,894770,134564448,494519484,82414219,706964494,12372378,117731,3050216,1,1259757,1136106420
Suffield Police Department,2019,Connecticut,15740,CT00139,2000012,4300000,3020000,4510000,100001,100008,14030021,100,11710,0,10082,2010025,70000,0,0,977,3030300,5121384,21500,0,60000,81500,1,100000,300000,0,30,0,730,10,100000,460406123,238446799,953468395,41726161,125,119184,1372,119183549,35755065,87004110,595917986,0,846203200,114825,7297609,476973,238376960,59592977,265421782,79614611,119422,433844301,85812,750856362,827491505,715101296,119344,800974011,1203754,12,3185,280,119184,238605492,595961845,119184,4767342,0,655519728,23836710,357550648,6870,119184407,178775,357562566,274122,6876917,357550667,750859936,350759861,37344973,121007,26435247,0,595918939,442182886
Suffield Police Department,2018,Connecticut,15688,CT00139,12,7,0,7,6,0,32,7,0,2,0,0,0,0,0,0,0,0,11,6,23,40,3,0,0,4,9,0,0,2,22,5003,12941,0,5670,40116,0,63731,121376,0,0,0,0,0,0,0,0,0,0,182,889,234998,236070,542553,121587,0,0,1676,89704,0,0,490,22612,1332,6807,46784,1335,61,88778,0,130388,136099,8811,781,421177,47,0,12,0,0,243,0,56976,1035,0,0,58313
Suffield Police Department,2017,Connecticut,15602,CT00139,24,9,0,2,5,0,40,13,0,1,0,0,0,0,0,0,0,0,13,10,33,56,11,0,0,12,7,0,1,8,17,77621,75369,0,2697,9994,0,165682,250284,0,0,0,0,0,0,0,0,0,0,168,1186,149257,150611,566577,411,0,0,12495,115104,0,50,3544,19007,6686,2850,16419,2239,277,154964,0,172539,192198,12080,6325,566577,236,461,0,0,0,0,0,121821,2295,0,0,124813
Suffield Police Department,2016,Connecticut,15641,CT00139,10,4,0,2,7,0,23,8,0,2,1,0,0,0,0,0,0,1,11,12,42,65,7,1,0,13,9,0,0,2,33,4203,34136,0,2326,2425,0,43090,72841,0,0,3543,0,0,0,0,0,0,3543,118,1334,351342,352795,472268,1982,38,0,6442,122427,0,0,1014,220892,1190,2378,181335,635,0,92300,0,74396,113721,3288,3025,472268,698,0,13,0,0,2539,0,64874,41170,0,0,109294
Suffield Police Department,2015,Connecticut,15823,CT00139,11,3,0,8,2,0,24,9,0,0,0,0,0,0,0,0,0,0,12,13,42,67,4,0,0,21,11,0,0,4,27,9481,25353,0,0,5844,0,40678,197598,0,0,0,0,0,0,0,0,0,0,72,1648,192803,194523,432799,0,0,0,7767,6748,0,0,1436,178572,1885,553,52847,2025,321,57524,0,197722,109921,8717,1284,432799,476,0,0,0,0,0,0,101560,6522,1543,0,110100
Suffield Police Department,2014,Connecticut,15790,CT00139,10,0,0,8,0,0,18,4,0,0,1,2,0,0,0,0,1,4,14,4,35,53,6,0,0,7,12,0,0,6,22,0,22227,0,0,12830,0,35057,5084,0,0,2147,629,0,0,0,0,6178,8954,190,405,159592,160188,209283,206,0,0,38471,68023,0,0,2722,50766,830,492,22144,0,734,92510,0,9589,72663,7040,3281,209283,483,1,878,0,0,2092,0,0,32579,1287,322,37641
