agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Union County Police,2023,New Jersey,0,NJ02091,0,5,0,5500000,100000,0,5600005,260000,0,0,0,9,0,0,0,0,0,9,2600650,0,1,2600651,0,0,0,0,1,90,0,10,0,0,0,0,26000,240,10009,240000,10000000,2,900100000,0,0,20000000,100,0,0,0,30565,0,0,300055,1,0,0,0,0,0,0,2600200,500000000,0,22605,10000,0,0,0,20100026,1000,0,0,0,0,56,10000000,510000000,256,500000000,0,26000,500000000,0,0,900000056,56500000,0,900,900000,0,0,0
Union County Police,2022,New Jersey,0,NJ02091,2520000,10321,0,10000,100000,397806,3038127,106650,3921,151230,598,10,38450,650010,0,384,121500,810952,3921,8400000,359502,8763423,1,2300000,5000000,1,60,0,160,10,0,100,20,800,10650,1020340315,1031894153,312349015,10411644,614,10,74444478,520581692,62469804,70174516,11862,271,10411634,131298,524121647,104,69237365,163879118,106719279,46852352,9673,255117705,1249,160339161,1113,2082372,728815202,24124,10412,104116,1042,624698598,2207277,521001281,94123,417246,728814,15617451,234291901,687167840,270702584,108382,114528076,681962,615364001,312557248,31240,35503,239470966,310528274,10412,209513,103314907,0,5206,730646816
Union County Police,2021,New Jersey,0,NJ02091,3190000,6000006,292800,40000,100000,0,9622806,327,259010,0,277,310,41565,130,6900,10413,2040000,2099595,0,0,816010,816010,650000,0,0,0,0,2003102,9,2700010,0,3000100,0,0,0,61959255,1131268715,787139924,483754,0,112449,2161,112448561,33734568,0,449813927,304,11244856,104051,564491774,0,562580173,33734568,38232624,22489714,18987,1036835195,225,0,2,828858690,473409121,557744860,724169,28449486,2809,899588895,112449,345217081,25492,112449,15694457,0,8995956,11244858,944567908,936697075,944568055,931985,1434843632,945017703,11245,43,865853988,1288054946,12550384,115741,43596913,1,140562950,1835160508
Union County Police,2020,New Jersey,0,NJ02091,500016,3000000,9000000,2,100000,2325000,14925018,691630,0,4,10,0,0,1130000,115300,20000,146500,1411810,1353000,0,60006,1413006,10,0,7500000,4,7,0,6,10,0,100,10,51,5069156,0,1167894559,82,11773124,0,0,706,47092494,23546247,47092494,1199,0,5887,24879,198966,0,117731,0,0,19896579,1168,706388686,165,11773125,67695461,470924993,0,180160564,11773,82411865,1357,235462470,353275,0,1177,6004293,0,0,66264,387335767,11773125,841,13574,353194,1167909216,129504,41206,0,12,16482726,1883700,117731,307,1,3532,711096661
Union County Police,2019,New Jersey,0,NJ02091,6510010,3780000,3030000,1010000,1460000,800000,16590010,75672,419000,0,10190,0,10004,0,0,101,0,20295,750000,0,108902,858902,0,0,0,0,0,4200100,200000,10,2,100,0,0,7500,133247209,1176391345,953468395,11918355,0,0,361,1906936789,35755068,210597354,1405,119,131229431,83834,238389744,0,83547791,23836711,112040879,23836713,405,358802196,226461,2,119,740129841,35756382,226485406,11918,238368,125142956,119183573,23955902,238367099,2264,1316978,0,0,265,595917748,1156080429,23956152,1167998807,357551,1760341032,572200220,14286534,596036942,1191835502,40546971,370661,1180038086,13086479,1,2392,1316382302
Union County Police,2018,New Jersey,0,NJ02091,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,3,1,6,22,29,0,2,0,8,6,3,2,0,8,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,606,36,1022,19062,20120,20725,0,394,0,7839,4304,2122,315,0,5145,442,0,5697,0,0,971,0,0,13616,0,0,20725,241,0,0,0,0,0,0,0,1335,0,0,1576
Union County Police,2017,New Jersey,0,NJ02091,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8,0,8,1,9,33,43,0,3,0,15,8,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,17403,0,0,0,0,0,0,0,2696,0,2696,0,1213,50701,51914,72014,0,709,0,27048,5685,0,107,0,18366,93,0,3161,0,0,920,0,17403,50436,0,0,72014,0,0,746,0,0,0,0,0,2216,0,0,2962
Union County Police,2016,New Jersey,0,NJ02091,0,0,0,2,0,1,3,2,0,1,0,0,0,0,0,4,0,4,6,17,20,43,3,3,0,10,8,0,1,0,18,0,0,0,0,0,0,0,0,769,136,905,0,0,0,0,0,0,0,0,1040,0,1040,223,2397,16128,18749,20694,2019,532,0,7238,1986,0,114,0,6861,0,0,6338,0,0,0,0,0,14356,0,0,20694,0,0,89,0,0,0,0,0,1810,0,0,1899
Union County Police,2015,New Jersey,0,NJ02091,0,0,0,2,0,1,3,1,0,0,0,0,0,1,0,6,0,7,4,7,19,30,0,3,0,2,8,1,2,0,14,1,0,1,0,0,0,0,0,321,0,321,19284,0,0,0,0,0,129,0,3799,0,3927,90,1157,19656,20903,44436,0,437,0,3342,5758,129,424,0,10813,828,0,1189,0,0,1928,0,19284,21207,0,0,44436,0,0,617,0,0,0,0,19284,1967,0,0,21868
Union County Police,2014,New Jersey,0,NJ02091,0,0,0,0,4,0,4,3,0,1,0,0,0,0,0,6,0,6,4,5,15,24,0,2,0,4,7,1,2,0,8,0,0,0,0,0,0,0,26,0,0,26,1416,0,0,0,0,0,0,0,5161,0,5161,64,851,13275,14190,20793,0,512,0,4857,1989,772,1367,0,4693,257,0,1752,0,0,0,0,1416,17368,0,0,20793,257,0,33,0,0,0,0,0,5366,0,0,5657
