agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Marshall City Police Department,2023,Arkansas,1342,AR06501,0,4,0,0,100000,100000,200004,0,50000,0,0,0,540,0,0,5,0,545,0,0,0,0,0,0,0,0,500000,0,0,10,0,0,0,0,0,131000000,10130,0,0,0,0,0,0,10000000,0,0,100,10000000,15400,0,0,0,10000000,1000000,1,0,10005,0,0,1000000,0,0,0,25000,0,0,25,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,13,0,40000013,0,0,13000000,0,0,0,1,1
Marshall City Police Department,2023,Arkansas,1342,AR06501,0,4,0,0,100000,100000,200004,0,50000,0,0,0,540,0,0,5,0,545,0,0,0,0,0,0,0,0,500000,0,0,10,0,0,0,0,0,131000000,10130,0,0,0,0,0,0,10000000,0,0,100,10000000,15400,0,0,0,10000000,1000000,1,0,10005,0,0,1000000,0,0,0,25000,0,0,25,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,13,0,40000013,0,0,13000000,0,0,0,1,1
Marshall City Police Department,2022,Arkansas,1335,AR06501,7,0,1000000,2,100000,0,1100009,0,0,0,10,5100010,63062,600,0,630,10000,5174312,10000,0,0,10000,0,6,0,0,3060000,0,2,5000430,0,100,0,0,7,2082327,385231358,0,10411634,0,0,729,624802147,10411634,104220,385,0,10422045,21233,104730625,104116,1041237,0,656557734,10411634,0,728841522,0,1,9474592,104116338,385230452,468533942,104126750,0,5674,0,10515750,10468,0,104116,0,0,520581694,18,530993326,106,520581693,104116,385230452,104116,18094379,0,0,2613528,749639,104116,17700051,0,0,728820043,1,1.04116338383745
Marshall City Police Department,2022,Arkansas,1335,AR06501,7,0,1000000,2,100000,0,1100009,0,0,0,10,5100010,63062,600,0,630,10000,5174312,10000,0,0,10000,0,6,0,0,3060000,0,2,5000430,0,100,0,0,7,2082327,385231358,0,10411634,0,0,729,624802147,10411634,104220,385,0,10422045,21233,104730625,104116,1041237,0,656557734,10411634,0,728841522,0,1,9474592,104116338,385230452,468533942,104126750,0,5674,0,10515750,10468,0,104116,0,0,520581694,18,530993326,106,520581693,104116,385230452,104116,18094379,0,0,2613528,749639,104116,17700051,0,0,728820043,1,1.04116338383745
Marshall City Police Department,2021,Arkansas,1321,AR06501,0,0,0,0,100000,0,100000,0,27,10000,270010,6700000,0,0,0,0,0,6970010,0,4900000,2,4900002,0,0,0,0,100000,0,6,10,100000,100,0,0,2000006,174407717,2845122,112448561,11244856,0,0,2799969,112,1,7646502,0,0,0,11319,899588484,0,0,11244858,3373457,0,0,0,0,0,224897121,113573046,112449,5836,11245,112448561,0,0,0,0,11244856,113202,3,28001941,0,18003015,753405356,112561,11244856,0,56252280,0,11245,17,461039098,7511580,0,1529,17328323,0,0,0,1,1.12448560525052
Marshall City Police Department,2021,Arkansas,1321,AR06501,0,0,0,0,100000,0,100000,0,27,10000,270010,6700000,0,0,0,0,0,6970010,0,4900000,2,4900002,0,0,0,0,100000,0,6,10,100000,100,0,0,2000006,174407717,2845122,112448561,11244856,0,0,2799969,112,1,7646502,0,0,0,11319,899588484,0,0,11244858,3373457,0,0,0,0,0,224897121,113573046,112449,5836,11245,112448561,0,0,0,0,11244856,113202,3,28001941,0,18003015,753405356,112561,11244856,0,56252280,0,11245,17,461039098,7511580,0,1529,17328323,0,0,0,1,1.12448560525052
Marshall City Police Department,2020,Arkansas,1330,AR06501,0,0,0,0,100000,0,100000,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,100,1000000,0,0,6239873,13191,353193706,0,0,0,1413,0,0,118,0,0,0,11773,0,0,0,0,1177314,0,0,235462470,0,0,0,0,1413,0,11773,0,0,0,0,0,0,117731,0,1177,0,11773124,0,119262,11773124,0,0,117731,11773,0,506244311,0,0,0,506363,0,506244,235462470,1,1.17731235192711
Marshall City Police Department,2020,Arkansas,1330,AR06501,0,0,0,0,100000,0,100000,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,100,1000000,0,0,6239873,13191,353193706,0,0,0,1413,0,0,118,0,0,0,11773,0,0,0,0,1177314,0,0,235462470,0,0,0,0,1413,0,11773,0,0,0,0,0,0,117731,0,1177,0,11773124,0,119262,11773124,0,0,117731,11773,0,506244311,0,0,0,506363,0,506244,235462470,1,1.17731235192711
Marshall City Police Department,2019,Arkansas,1297,AR06501,0,5000000,0,1200000,0,6500000,12700000,6500,0,1,1010265,0,0,0,0,10000,10000,1030265,20000,1,0,20001,1,2000000,0,0,0,0,0,100000,1,110,0,0,653,0,220489924,0,11918355,0,12,358,0,0,0,220,0,12138845,0,0,0,0,0,6,2979589,119184,357550886,59592,0,1430322,238367099,220608750,303929970,0,5959189,304,77469,0,0,0,119184,0,0,655512501,774693073,0,358,0,0,220489581,119184,12138845,774693071,0,14302145,11918,119184,122,0,0,953480313,1,1.19183549339627
Marshall City Police Department,2019,Arkansas,1297,AR06501,0,5000000,0,1200000,0,6500000,12700000,6500,0,1,1010265,0,0,0,0,10000,10000,1030265,20000,1,0,20001,1,2000000,0,0,0,0,0,100000,1,110,0,0,653,0,220489924,0,11918355,0,12,358,0,0,0,220,0,12138845,0,0,0,0,0,6,2979589,119184,357550886,59592,0,1430322,238367099,220608750,303929970,0,5959189,304,77469,0,0,0,119184,0,0,655512501,774693073,0,358,0,0,220489581,119184,12138845,774693071,0,14302145,11918,119184,122,0,0,953480313,1,1.19183549339627
