agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
El Mirage Police Department,2023,Arizona,36002,AZ00707,100079,13987000,3608468,9810001,230002,7384427,35119977,4906273,5081375,7580540,190881,7210934,2256026,7971100,129349,139806,7858576,25756672,4131175,10052010,546952,14730137,6750133,8900053,12100100,2208620,5068037,6042701,90,15701770,200006,8003691,26130,1420,7158585,843101212,773703536,308246200,10988139,741315120,974400050,722414166,1447614600,266000016,978502626,728674531,11812100,197723000,610726812,245395001,400600100,190335601,176751020,1446301108,863036346,700701378,794281776,675943,310400011,363201285,909200119,584405002,986297987,961122001,560300023,1349820634,854632,458620800,839095082,930126294,112500,4928153,430002000,1182267241,393500021,50004004,414006386,650159325,119310100,380132035,352646000,372599039,1844873931,181012012,2449526922,260609078,116680,641333481,705271,408574238,1734041400,1,1
El Mirage Police Department,2023,Arizona,36002,AZ00707,100079,13987000,3608468,9810001,230002,7384427,35119977,4906273,5081375,7580540,190881,7210934,2256026,7971100,129349,139806,7858576,25756672,4131175,10052010,546952,14730137,6750133,8900053,12100100,2208620,5068037,6042701,90,15701770,200006,8003691,26130,1420,7158585,843101212,773703536,308246200,10988139,741315120,974400050,722414166,1447614600,266000016,978502626,728674531,11812100,197723000,610726812,245395001,400600100,190335601,176751020,1446301108,863036346,700701378,794281776,675943,310400011,363201285,909200119,584405002,986297987,961122001,560300023,1349820634,854632,458620800,839095082,930126294,112500,4928153,430002000,1182267241,393500021,50004004,414006386,650159325,119310100,380132035,352646000,372599039,1844873931,181012012,2449526922,260609078,116680,641333481,705271,408574238,1734041400,1,1
El Mirage Police Department,2022,Arizona,36039,AZ00707,9170053,8336363,10857000,4710007,7860000,10934653,51868076,97910,8332000,6931720,517972,5850297,13589043,2729561,11638,7119332,13210200,43028043,8666339,9001409,1871080,19538828,375,10200018,3720000,50010,13497076,2001233,1948,9700222,300017,5000800,2027950,4474,2609382,999212381,1531899559,839294716,956033703,130155024,365979395,1289395128,983129353,294649251,1731353459,969774182,62476513,98455590,1458389189,226216485,208270,570906271,942327945,682691782,369987872,214166,756253368,1193191,1018830436,908323680,1266793903,17077839,820886948,693639705,196363444,1425417833,1353987,397361462,1359452480,624828254,1050138,5418305,461249955,1778755894,916223799,1041167550,1357785698,916294951,248437232,904896954,1105495309,94512662,163457666,83295206,1205731067,104191335,150594,707038154,14138062,894471253,1407927141,1,1.04116338383745
El Mirage Police Department,2022,Arizona,36039,AZ00707,9170053,8336363,10857000,4710007,7860000,10934653,51868076,97910,8332000,6931720,517972,5850297,13589043,2729561,11638,7119332,13210200,43028043,8666339,9001409,1871080,19538828,375,10200018,3720000,50010,13497076,2001233,1948,9700222,300017,5000800,2027950,4474,2609382,999212381,1531899559,839294716,956033703,130155024,365979395,1289395128,983129353,294649251,1731353459,969774182,62476513,98455590,1458389189,226216485,208270,570906271,942327945,682691782,369987872,214166,756253368,1193191,1018830436,908323680,1266793903,17077839,820886948,693639705,196363444,1425417833,1353987,397361462,1359452480,624828254,1050138,5418305,461249955,1778755894,916223799,1041167550,1357785698,916294951,248437232,904896954,1105495309,94512662,163457666,83295206,1205731067,104191335,150594,707038154,14138062,894471253,1407927141,1,1.04116338383745
El Mirage Police Department,2021,Arizona,36476,AZ00707,3290147,5112010,6037857,2060001,7295006,6776841,30571862,5810617,6436000,7074704,1212007,9580382,11181358,3666161,42674,222597,6334895,32240074,6009244,13601313,1093724,20704281,1160335,13900021,11250700,3003204,6191146,5106343,205491,11600057,200025,7000290,18630,2415,7341885,444848883,1661440086,14011990,14229331,251070886,860804985,993550982,874372682,1142477392,929501750,50998898,148110729,12030898,461709883,922064702,675590954,349402877,753238971,1190607805,957682890,675368388,1171228101,1182544,1080108932,1120476527,1185792560,1386497195,462703920,529325736,744072182,1859518875,4493636,248761575,1464367529,393806313,128956,23740258,1128579857,1035172299,787139938,348595036,1691243671,404862781,266946810,1142617814,784642913,203632006,567972842,865858504,959720623,177413496,123289,247077037,17533048,520475176,981800755,1,1.12448560525052
El Mirage Police Department,2021,Arizona,36476,AZ00707,3290147,5112010,6037857,2060001,7295006,6776841,30571862,5810617,6436000,7074704,1212007,9580382,11181358,3666161,42674,222597,6334895,32240074,6009244,13601313,1093724,20704281,1160335,13900021,11250700,3003204,6191146,5106343,205491,11600057,200025,7000290,18630,2415,7341885,444848883,1661440086,14011990,14229331,251070886,860804985,993550982,874372682,1142477392,929501750,50998898,148110729,12030898,461709883,922064702,675590954,349402877,753238971,1190607805,957682890,675368388,1171228101,1182544,1080108932,1120476527,1185792560,1386497195,462703920,529325736,744072182,1859518875,4493636,248761575,1464367529,393806313,128956,23740258,1128579857,1035172299,787139938,348595036,1691243671,404862781,266946810,1142617814,784642913,203632006,567972842,865858504,959720623,177413496,123289,247077037,17533048,520475176,981800755,1,1.12448560525052
El Mirage Police Department,2020,Arizona,36221,AZ00707,2300017,91387,7,4710000,260000,713008,8074419,641908,10001,3033141,412567,135159,79499,1023652,100110,1028715,7217600,9997302,3176087,2150010,765298,6091395,200033,1000001,2920000,5300008,100079,5875,38,3000170,2716932,9000170,3410,1000367,4030826,643168752,1015244952,837239910,12202018,22140661,926438863,146227534,595552636,14127755,234288058,946291708,88301134,12209915,482991744,1067243066,1836607,357785272,100071552,1225241830,62986216,5289018,1880014538,218675,142454824,952692401,605138549,520373775,1084079560,1216164,256300923,235470755,23154,460246793,44452967,930158253,119124,64528551,26843,1247990571,538349692,847683318,1974357890,60277,1843671,1450555023,766657103,165088672,1374093127,1059595363,694611782,63198204,119921,815273775,120124,1098290005,478121264,1,1.17731235192711
El Mirage Police Department,2020,Arizona,36221,AZ00707,2300017,91387,7,4710000,260000,713008,8074419,641908,10001,3033141,412567,135159,79499,1023652,100110,1028715,7217600,9997302,3176087,2150010,765298,6091395,200033,1000001,2920000,5300008,100079,5875,38,3000170,2716932,9000170,3410,1000367,4030826,643168752,1015244952,837239910,12202018,22140661,926438863,146227534,595552636,14127755,234288058,946291708,88301134,12209915,482991744,1067243066,1836607,357785272,100071552,1225241830,62986216,5289018,1880014538,218675,142454824,952692401,605138549,520373775,1084079560,1216164,256300923,235470755,23154,460246793,44452967,930158253,119124,64528551,26843,1247990571,538349692,847683318,1974357890,60277,1843671,1450555023,766657103,165088672,1374093127,1059595363,694611782,63198204,119921,815273775,120124,1098290005,478121264,1,1.17731235192711
El Mirage Police Department,2019,Arizona,36185,AZ00707,6500003,2100502,3,2500004,360006,601012,12061530,4957907,247001,3861240,92452,4835150,9101121,4340000,1253309,602992,37510,20262534,4860070,5000025,230005,10090100,1910196,6800003,10750001,200011,1360069,250,760,300025,3773016,7008450,7003561,11000650,8004576,990779239,2552313297,613429386,12230616,3598271,189625556,250888837,725178265,524407637,1186121376,541938,24088545,83137677,620261037,369880663,3694690,358863733,116930991,1405810763,190391447,13408268,164990006,134691,80027058,700927237,1087192480,609124476,570383361,650766016,650742277,797350509,239174,184401485,784740387,1954703448,1074916,59713,107224195,1093068548,758067037,107328123,139568661,71565743,1620896,609148096,1190822,93758197,1367818645,309923555,2490141986,70563884,418573,1305788868,4815207,453386142,2149040294,1,1.19183549339627
El Mirage Police Department,2019,Arizona,36185,AZ00707,6500003,2100502,3,2500004,360006,601012,12061530,4957907,247001,3861240,92452,4835150,9101121,4340000,1253309,602992,37510,20262534,4860070,5000025,230005,10090100,1910196,6800003,10750001,200011,1360069,250,760,300025,3773016,7008450,7003561,11000650,8004576,990779239,2552313297,613429386,12230616,3598271,189625556,250888837,725178265,524407637,1186121376,541938,24088545,83137677,620261037,369880663,3694690,358863733,116930991,1405810763,190391447,13408268,164990006,134691,80027058,700927237,1087192480,609124476,570383361,650766016,650742277,797350509,239174,184401485,784740387,1954703448,1074916,59713,107224195,1093068548,758067037,107328123,139568661,71565743,1620896,609148096,1190822,93758197,1367818645,309923555,2490141986,70563884,418573,1305788868,4815207,453386142,2149040294,1,1.19183549339627
