agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Alliance Police Department,2023,Nebraska,7980,NB00701,5000000,10007,5909000,20000,120000,6,11059013,9059100,70000,6000021,39518,6120020,12837,11400,3201,41327,9006590,15234893,660067,109,100002,760178,1000001,2000001,5210000,9100000,2607002,1000000,65,300559,300003,1000100,3100,134,5905911,493000249,535071700,103003100,10200000,1000,28000001,687000751,596000000,30100001,216000300,100626535,3000,10662000,97648,207313100,0,44015112,50800016,130043127,16100101,100325,665054889,76824,11200000,62100025,380000000,251100100,470101249,10000,133000629,551024295,355,905,1070110,35750,101000,20,0,439011977,924250003,670000001,578000296,600121000,590000,1535015980,130010,76122002,1670160692,700001001,262021026,33935001,101500,142720433,20,729211906,765010001,1,1
Alliance Police Department,2022,Nebraska,7807,NB00701,15,10937000,692710,4204002,6110000,5615000,27558727,212000,60000,67000,12550,10565,124730,1610,1000076,24687,9083050,10257268,1213014,800901,280001,2293916,20,3700000,2000000,100000,4450001,0,1208,1100014,200000,2000430,9400,560,9075,1077189378,934094690,417598868,10411634,135352402,37690120,52061935,1305098302,458111892,553170835,740589393,3125,10750012,1116232,314433216,208233,572744026,79660559,290797144,41677772,208337,953781333,62472,124210690,267583380,448741418,609186049,70841542,624709587,18742214,322760727,110415,750701,979259974,166593951,1022995,32,1041,697579485,219727127,124941689,571600170,13587,15888153,1068272417,424795,47513495,17322966,489347834,810162336,15774670,107615,615265847,10,188908684,1019871593,1,1.04116338383745
Alliance Police Department,2021,Nebraska,7986,NB00701,2,6161000,325211,8020000,121000,227001,14854214,216985,100675,36021,11899,2070050,26167,1342700,120150,6711836,15120,10297922,1851001,632103,25001,2508105,10,100015,16950000,300000,13007008,100000,100030,5100022,400001,5000101,272600,352,15899,786465849,385837189,230544288,11537222,1129003,503882083,809631141,1041273783,56224281,168226628,450666428,737664963,135194658,95266,451944933,787259,3498689,674862293,1168566227,29911550,20015844,588152736,79672,472591501,793774395,1306652273,1073096783,1046920194,237154,2248982,256383071,1427748,49027596,163129261,449800458,112561,16,0,900745135,789984873,11252727,112448845,1068264538,19987732,1003064673,594798,74035026,780479342,78727488,1649666271,64491502,115361,358453078,168674,485260519,619602817,1,1.12448560525052
Alliance Police Department,2020,Nebraska,8051,NB00701,16,8620000,9060116,5110023,5110010,5922401,33822566,2520302,710070,11,428,10000,4856,30200,10393,37645,1254300,1347822,7114200,5050000,85003,12249203,84,1000001,4710000,203,2100002,0,3,3700010,200001,9000150,0,24,1048418,52272917,1178503399,1061409954,11773124,118909,11785,590229,1096077846,471,1610563343,2121459,8,11914413,470985702,717042323,117849,272077401,12008586,171322416,12064037,235462,1455196081,353193941,30963340,334004231,524374922,848842206,668825821,514497271,28373228,1337427384,389,47210522,395576950,235467686,121311,283437951,5890094,11813588,68284122,58866796,1884,21193,341421,1920204529,871480922,12950444,11779885,1119625224,1152636478,94186,117731,73276280,1884,70638871,996006250,1,1.17731235192711
Alliance Police Department,2019,Nebraska,8022,NB00701,10000,3268000,539720,100001,110000,6016000,10043721,4226975,279400,57000,20912,40030,6002187,14810,24113,21013,30000,6153065,330001,1513002,550005,2393008,0,0,100,200000,1955005,3500,19,4100011,500005,200,2000700,140,1058676,256960024,489891346,955852066,12252069,222873356,148980311,760582020,1358871238,172816149,105597101,250287138,2508,12037538,109736,121567459,596037,537637138,2443268,175081124,4,357552,166929698,71617,7152205,531290603,986839833,1162158861,265801836,119199043,47673896,239560233,596166968,15041896,483541999,476742571,2443382,8342848,435024722,816407349,727734758,858123939,120496117,11936265,881958,489925742,172815,68293370,727682313,679348633,144583156,59002008,716961,973826078,238379,113225570,171636229,1,1.19183549339627
Alliance Police Department,2018,Nebraska,8122,NB00701,12,6,0,12,2,0,32,8,0,3,0,0,0,0,0,0,0,0,30,26,34,90,2,10,1,11,8,6,0,16,36,0,0,0,0,2767,8543,0,3649,4626,0,19584,46415,0,0,0,0,0,0,0,0,0,0,456,3052,60862,64370,176784,610,6486,855,1543,16326,2565,0,3441,32543,121,5471,6106,7971,607,15173,0,46415,42292,4728,1485,130369,12,0,1097,273,243,0,0,44165,2232,0,0,48022,1,1.21343405628813
Alliance Police Department,2017,Nebraska,8393,NB00701,14,5,0,10,2,0,31,7,0,7,0,0,0,0,0,0,0,0,23,20,36,79,2,9,0,16,6,2,0,7,37,0,0,4,0,16614,41982,0,1244,23730,0,83571,89066,0,0,0,0,0,0,0,0,0,0,373,2424,34002,36799,209435,435,2305,0,9918,2647,186,0,66,21242,2139,424,5307,7900,671,11635,0,136054,30116,13487,1702,209435,0,0,0,0,0,4972,0,91739,3534,3788,0,104033,1,1.24307319386626
Alliance Police Department,2016,Nebraska,8533,NB00701,10,9,0,12,1,0,32,8,0,6,0,0,0,0,0,1,0,1,27,13,21,61,2,5,0,9,12,0,0,14,19,0,0,5,0,11795,7635,0,60,9218,0,28708,36185,0,0,0,0,0,0,0,254,0,254,435,2069,47886,50391,115538,0,889,0,2292,12919,0,0,791,33501,2651,551,27935,717,4577,4050,0,39993,29432,2742,2890,115538,114,1,0,0,32,190,0,22220,1457,0,508,24523,1,1.26955202032162
Alliance Police Department,2015,Nebraska,8529,NB00701,9,8,0,9,6,0,32,1,0,3,0,0,0,0,0,0,0,0,53,33,52,138,6,20,0,38,11,0,2,29,32,0,0,0,0,11214,15397,0,4485,11089,0,42186,14141,0,0,0,0,0,0,0,0,0,0,1126,4170,54731,60027,116354,2571,4699,0,13901,5257,0,1183,698,31719,5061,1172,24831,4050,749,8372,0,14398,42086,7900,7735,116354,129,50,296,386,289,5142,0,0,1964,3372,707,12335,1,1.28556847539769
Alliance Police Department,2014,Nebraska,8502,NB00701,14,5,0,11,14,0,44,10,0,6,0,0,0,1,0,0,1,2,61,33,28,122,2,6,1,24,7,0,0,39,43,0,0,5,0,4770,4906,0,12175,8361,0,30212,70858,0,0,0,0,0,1,0,0,193,194,1350,4139,20566,26056,127321,15,1005,175,7437,3927,0,0,1895,11602,1945,2712,12411,129,1786,1366,0,67639,30659,4541,4133,127321,40,122,238,0,564,57,0,25101,6457,840,0,33419,1,1.28709350845562
