agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Fayette County Sheriff's Office,2023,Alabama,10001,AL03200,6000001,1010001,10,10000,100001,1000000,8120013,8067001,600,0,10251,10,9011100,150000,0,35111,35000,9241472,5875000,4100007,3,9975010,0,1,5380000,2,1100012,0,0,10,2,11000000,0,0,651500,100,30553,802000000,10000000,0,0,10289300,1000100,10000000,0,2500000,0,10000000,10060,0,100,0,0,111002244,685626900,0,300023061,70003,500006,662000001,1000000,100000,521065460,630010000,1000000,521,119926,100896,0,4500,19400000,0,90003000,710043006,700000000,1,106,0,0,1,225380,0,500000500,0,6000000,0,100000,320763720,0,608,400000200,1,1
Fayette County Sheriff's Office,2023,Alabama,10001,AL03200,6000001,1010001,10,10000,100001,1000000,8120013,8067001,600,0,10251,10,9011100,150000,0,35111,35000,9241472,5875000,4100007,3,9975010,0,1,5380000,2,1100012,0,0,10,2,11000000,0,0,651500,100,30553,802000000,10000000,0,0,10289300,1000100,10000000,0,2500000,0,10000000,10060,0,100,0,0,111002244,685626900,0,300023061,70003,500006,662000001,1000000,100000,521065460,630010000,1000000,521,119926,100896,0,4500,19400000,0,90003000,710043006,700000000,1,106,0,0,1,225380,0,500000500,0,6000000,0,100000,320763720,0,608,400000200,1,1
Fayette County Sheriff's Office,2022,Alabama,10010,AL03200,500000,1020000,50000,100000,100000,0,1770000,500101,0,0,10,0,5277000,10,0,2770,10000,5289790,11001,1000,35010,47011,0,100027,10000,0,7000020,0,0,10,100001,100,169,6000000,110,281114120,23036,106240312,10411634,0,1041163,10517,0,364407184,67264163,0,0,10411634,436,730912417,104116,0,3487904,761090449,31234904,0,167661684,364,10412675,3123511,105157502,1,262373173,10412,0,260,0,11557018,1041165,3123,520582,1,57263986,520581692,17658131,0,208,10412,36451,19991,312880,11463209,10422048,520583774,80148760,10890570,105782,429501231,0,0,167627565,1,1.04116338383745
Fayette County Sheriff's Office,2022,Alabama,10010,AL03200,500000,1020000,50000,100000,100000,0,1770000,500101,0,0,10,0,5277000,10,0,2770,10000,5289790,11001,1000,35010,47011,0,100027,10000,0,7000020,0,0,10,100001,100,169,6000000,110,281114120,23036,106240312,10411634,0,1041163,10517,0,364407184,67264163,0,0,10411634,436,730912417,104116,0,3487904,761090449,31234904,0,167661684,364,10412675,3123511,105157502,1,262373173,10412,0,260,0,11557018,1041165,3123,520582,1,57263986,520581692,17658131,0,208,10412,36451,19991,312880,11463209,10422048,520583774,80148760,10890570,105782,429501231,0,0,167627565,1,1.04116338383745
Fayette County Sheriff's Office,2021,Alabama,10501,AL03200,0,0,41200,0,100000,0,141200,0,0,0,18,0,0,0,10,0,3000,3028,0,0,0,0,0,0,20000,0,0,0,300,10,0,1000100,0,0,0,1608014539,398124858,227146092,56224,0,0,11244912,0,11244856,281121415,112448954,1019797120,44,11920,0,112449,11,28114435,3373501,112,112,1012037045,0,0,56224,0,393569962,0,11245,0,0,0,0,56,5625,112449,0,0,33763,0,1124,28,78715,112449,395852668,25,56617851,28112156,1012038169,28112385,22388510,2575,73024364,11,1135730,1012037045,1,1.12448560525052
Fayette County Sheriff's Office,2021,Alabama,10501,AL03200,0,0,41200,0,100000,0,141200,0,0,0,18,0,0,0,10,0,3000,3028,0,0,0,0,0,0,20000,0,0,0,300,10,0,1000100,0,0,0,1608014539,398124858,227146092,56224,0,0,11244912,0,11244856,281121415,112448954,1019797120,44,11920,0,112449,11,28114435,3373501,112,112,1012037045,0,0,56224,0,393569962,0,11245,0,0,0,0,56,5625,112449,0,0,33763,0,1124,28,78715,112449,395852668,25,56617851,28112156,1012038169,28112385,22388510,2575,73024364,11,1135730,1012037045,1,1.12448560525052
Fayette County Sheriff's Office,2020,Alabama,10209,AL03200,2750001,10000,0,0,100000,8,2860009,600,10000,0,8290,7520000,222,2200,0,2,10000,7540714,16000,0,0,16000,0,0,8000000,0,220001,0,0,10,0,0,0,10,0,52038901,923275,707564724,11773124,0,12,0,235580202,623975547,0,0,470925,11784897,11805,588656176,117731,9701,659294917,1169306788,1,117731,12305,11773,35319371,69461431,0,117731,518053880,0,0,530,0,23546247,5,0,117731,1,0,588656178,70638741,882984264,70638743,882984264,0,353193707,21192,70639,5,353194883,3237614,9,117731,400710032,0,0,2179,1,1.17731235192711
Fayette County Sheriff's Office,2020,Alabama,10209,AL03200,2750001,10000,0,0,100000,8,2860009,600,10000,0,8290,7520000,222,2200,0,2,10000,7540714,16000,0,0,16000,0,0,8000000,0,220001,0,0,10,0,0,0,10,0,52038901,923275,707564724,11773124,0,12,0,235580202,623975547,0,0,470925,11784897,11805,588656176,117731,9701,659294917,1169306788,1,117731,12305,11773,35319371,69461431,0,117731,518053880,0,0,530,0,23546247,5,0,117731,1,0,588656178,70638741,882984264,70638743,882984264,0,353193707,21192,70639,5,353194883,3237614,9,117731,400710032,0,0,2179,1,1.17731235192711
Fayette County Sheriff's Office,2019,Alabama,10214,AL03200,0,10000,0,2,110000,23,120025,239500,60000,0,32396,0,1900600,0,150000,10326,0,2093322,515001,1,2,515004,0,22,0,200000,9590002,0,0,10,200004,100,10,196,20800,363509929,1071742341,0,11918355,0,12,0,174366,26,1130932700,0,60,11918355,476734256,1072652421,0,27609,23836710,253860960,1,119184,12307,345632,85812158,473158791,1190643658,476734,345673242,17877532,387,346,214530,23836737,0,14302,0,0,0,1239508913,1138190978,1192,0,0,0,1667377855,12752640,12989815,953518488,595917747,5947433,38138736,119184,36350983,1,62,0,1,1.19183549339627
Fayette County Sheriff's Office,2019,Alabama,10214,AL03200,0,10000,0,2,110000,23,120025,239500,60000,0,32396,0,1900600,0,150000,10326,0,2093322,515001,1,2,515004,0,22,0,200000,9590002,0,0,10,200004,100,10,196,20800,363509929,1071742341,0,11918355,0,12,0,174366,26,1130932700,0,60,11918355,476734256,1072652421,0,27609,23836710,253860960,1,119184,12307,345632,85812158,473158791,1190643658,476734,345673242,17877532,387,346,214530,23836737,0,14302,0,0,0,1239508913,1138190978,1192,0,0,0,1667377855,12752640,12989815,953518488,595917747,5947433,38138736,119184,36350983,1,62,0,1,1.19183549339627
