agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Pitkin County Sheriff's Office,2023,Colorado,6009,CO04900,0,0,0,0,110000,100000,210000,146100,44483,0,0,0,28167,400000,0,281,10000,438448,1420001,7000000,2,8420003,10,0,0,1,5150000,0,230,10,2,81000008,262011580,0,10000000,51500100,0,701500,500000000,30000004,518300000,8262,0,10295000,42575,300000000,100,10100000,10000000,231000001,20000000,8072,500023281,90,0,1000003,501000032,100000100,2121,10000,0,3000,500000000,1700014,1000,0,100000,100000,0,861,600000000,830000000,90000661,830010900,500000,262000000,100000,35275002,200000008,11,461831016,1510000,100000,8000129,3,8014,650000000
Pitkin County Sheriff's Office,2022,Colorado,6226,CO04900,0,0,0,0,100000,0,100000,3624701,0,0,610,3500000,5015620,0,3,156,10000,8526389,457000,0,2,457002,0,0,350,0,1,0,156,0,1,2082443,624698395,3644072,0,0,0,364,208232677,20823270,263934918,65177,0,10411634,97716,520581692,0,104116,26029085,162421488,10411634,57264,364418383,6768,0,0,677,937047150,624699329,10412,0,625,0,313090,1047,520600433,105678,0,364408226,130,489346790,364407184,440,884999288,416465,624727183,104116,65718233,489346790,10411744,130510337,374819,104116,953,0,1045,989105215
Pitkin County Sheriff's Office,2021,Colorado,6212,CO04900,0,1,0,0,100000,1,100002,7300000,1,1000000,11300,0,0,0,0,0,10000,21300,51000,0,269080,320080,0,0,0,0,60,300,0,10,0,4,112579035,2248971,11244856,101,0,0,0,4,112448561,0,0,0,3025,901837455,0,0,11244856,1124486,0,307,337,0,11245163,0,0,112449,337357163,11245,112448583,337,0,115518,3,1124,0,4610391,0,0,0,1124,112,1,302577,112448561,674691,11245,3,0,605153181,1,112449,228270578,1,0,0
Pitkin County Sheriff's Office,2020,Colorado,6570,CO04900,0,4750000,525,0,1845000,32,6595557,1934001,800,0,12020,0,8099250,1000000,1,7992,10000,9129263,250000,0,992503,1242503,0,0,10000,50,2,0,8,100010,100001,644579482,810254165,707564727,11773124,118,0,3592,588656294,11773129,24,7285,0,11773124,637446,626330171,118,0,23546247,213093539,23546247,6108,58898573,1177,23546253,319928753,0,117731,28950,35331144,235462,8241,0,235963,1178490,588658531,117731,0,211916223,117741,1080125300,1177,245,1177,235462,1104329935,6122036,11994519,117731301,882984265,618619090,3590803,117731,66836719,0,1182,353193706
Pitkin County Sheriff's Office,2019,Colorado,6778,CO04900,0,10013,580000,0,100000,10001,700014,220000,13000,0,1040,0,85,0,0,0,20000,21125,2210000,0,3,2210003,0,0,0,0,15,1,0,10,1,320603750,52820,0,11918355,0,0,1196603,0,35755066,893876620,2385,59591775,0,41774,0,119,0,47673420,3575511,0,119,1242,0,14302026,178775330,1191835,0,47689336,11918,0,119184789,0,10249811,2,0,119184,0,0,364,0,1,24439,0,119184,953468395,119184,2395589,2421,965386750,363509984,4767342,119184,37900493,0,2,119183549
Pitkin County Sheriff's Office,2018,Colorado,6804,CO04900,0,2,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,1,32,36,0,5,0,6,9,7,0,1,8,195940,0,0,0,0,0,195940,14561,0,0,0,0,0,0,0,0,0,0,83,158,128541,128782,353845,0,13967,0,17035,72393,7238,0,58,18090,2363,1636,206660,0,0,44654,0,14561,59314,0,10096,339283,0,0,0,0,0,2184,0,14561,0,0,0,16745
Pitkin County Sheriff's Office,2017,Colorado,7009,CO04900,0,0,1,0,0,1,2,3,0,1,0,0,0,1,0,0,0,1,2,5,27,34,1,3,0,9,13,0,0,0,8,0,0,1740,0,0,42,1783,30455,0,0,0,0,0,124,0,0,0,124,12,679,1339561,1340252,1372614,746,6029,0,12068,97298,0,0,0,1224111,6071,539,7552,0,585,75175,0,30455,1245530,5049,1657,1372614,0,0,0,0,0,0,0,4599,0,0,0,4599
Pitkin County Sheriff's Office,2016,Colorado,7087,CO04900,0,0,4,0,0,2,6,8,0,2,0,0,0,0,0,0,0,0,4,7,30,41,3,4,0,13,10,0,0,0,11,0,0,7327,0,0,1727,9053,106769,0,0,0,0,0,0,0,0,0,0,5,995,103626,104626,220449,571,4126,0,13545,15084,0,0,0,71301,5222,2920,9511,636,176,0,0,100422,99407,2152,3,220449,0,0,0,0,102,0,0,54210,7109,0,0,61421
Pitkin County Sheriff's Office,2015,Colorado,7085,CO04900,0,0,4,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,1,3,18,22,0,1,0,7,12,0,0,0,2,0,0,79448,0,0,21222,100670,45638,0,0,0,0,0,0,0,0,0,0,1,391,61113,61505,207813,0,771,0,24705,32650,0,0,0,3380,19798,0,38644,0,437,48466,0,45638,36316,913,17602,207813,0,0,0,0,0,0,0,40495,0,0,0,40495
Pitkin County Sheriff's Office,2014,Colorado,6971,CO04900,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,4,21,26,0,3,0,3,15,0,0,0,5,0,0,7079,0,0,1458,8537,6435,0,0,0,0,0,0,0,0,0,0,39,457,82593,83088,98061,0,3089,0,1982,68255,0,0,0,9763,51,1568,747,1931,17229,36940,0,6435,28199,4402,560,98061,0,0,0,0,0,0,0,0,0,0,0,0
