agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
North Kingstown Police Department,2023,Rhode Island,27943,RI00502,4510069,8120012,3521900,4,170000,6594003,22915988,4917281,651000,28030,22450,6700058,6103925,1200110,51329,21042,60000,14158914,7666504,2,100017,7766523,196,8500004,10,0,1587000,1000960,7,9200013,100013,2000150,6700,3986,1332025,986900390,1458155588,200167245,10276000,6109,515100015,979022029,760500000,195000003,51000733,310017461,4002220,310510100,400167846,802298900,300000,618001160,66000007,697000204,120000005,500200000,1026144799,100220163,42000005,202200007,153700003,234000100,996123177,600016000,20000032,1395004000,500236156,40700651,840382005,510015050,3602100,38,160001000,1138230360,830000007,680000000,907023222,200000058,15880000,878010726,415000,39135005,897712187,230002000,970681476,21759304,1100730,327346054,41,30570309,426010000,1,1
North Kingstown Police Department,2022,Rhode Island,28008,RI00502,7280018,2140001,5014000,5300001,200000,8761014,28695034,782203,809000,21012,47666,6430090,54957,1009400,148224,86677,2136000,9913014,7435006,2000004,120007,9555017,21071,8700003,500010,1100002,7590003,1000519,100002,5900012,200010,3000200,1010300,3640,8078285,1353418000,1361954752,209278942,10520966,8749117,874681376,625956354,798155850,343583919,656870583,335363732,192617335,435108425,104778512,104376630,104116,312357068,63510974,515219403,58359307,416465,603049825,265147,312369842,278214934,238530578,1414942080,449959484,624720936,80169582,380059464,312838390,145981599,652080666,989105378,105845,21,1041,593679781,229055950,52059210,545570868,93864172,73287491,747557326,551817,32854112,848662770,749639720,2165683202,226451475,13848348,147554482,2,35888906,1454515660,1,1.04116338383745
North Kingstown Police Department,2021,Rhode Island,27192,RI00502,7200005,10000,2900000,4400000,3350000,717000,18577005,2075020,200,1,28795,7910008,535900,1490600,10910,2016628,3120000,15112841,8608004,1000003,290008,9898015,5000001,43,100000,0,3421011,83,739,5100161,100010,3000100,8610,1,207614,277748323,679339329,338491083,11411617,5622,6859362,33804282,438549386,109637348,546953397,562245650,2249,33993200,2927210,565054017,112,2474133,247386837,821213312,134938275,112685,1120169580,11346,56224281,76409141,477906517,473521001,483585578,13494,33847017,258638922,326137,64658155,239575062,517263378,33680480,22,0,530869750,595977374,629716438,1373,674691365,2979887,1522565927,281683644,24010019,168262467,595977374,144556509,16817808,116193,288465733,0,507340,1817168738,1,1.12448560525052
North Kingstown Police Department,2020,Rhode Island,26221,RI00502,250052,13282000,2095600,7200000,150002,3582907,26560561,238742,517200,31,74780,6220062,103355,256810,17260,126281,8506250,15304798,2391014,1,40002,2431017,660403,11000006,3210000,0,9270003,5003420,22,5700014,200002,220958,1010830,4097,15007345,77939660,1265794078,353223492,27007545,46975944,765370795,1112328704,1805761803,890048155,117732308,20993464,3669683,13494354,707050014,1191087,471042686,41445201,98658780,370030382,635748690,117911,744266897,1245956,119638489,1295162291,1024262561,1124451581,1165811548,1286942501,34142082,280208295,824249410,69579187,978217065,1318593955,130187,3691,3532,561907955,1153766118,235463649,1235004115,859557901,918315,1336264025,188962753,130334365,876715157,400286206,1119862405,62742218,2181254,140490543,70735,1142746461,1509340337,1,1.17731235192711
North Kingstown Police Department,2019,Rhode Island,26286,RI00502,4100020,8010004,4500013,4020002,3284000,9768004,33682043,3479502,705000,12,21320,495,149357,3750020,11193,107853,50000,4090238,7267004,6500003,31409,13798416,250,2600002,3500000,0,8930002,5012785,1057,7600018,200007,5000150,7510,1871,7097097,1910274549,940590710,238460419,12120967,36594357,195699390,786635,191718657,715101306,771960815,11922278,1363,80448896,1073040209,119581624,120733,998400950,166856982,606763777,228236504,834881031,1240981493,250998,71748529,372152509,1156914756,1028674566,366060914,238387360,159825149,511385549,357825546,37972292,1073537504,1597084614,4672794,72,8939958,536445337,1320672919,858125134,732983007,596754811,58042389,427912016,1061876559,4005794,1655746111,1036899269,1426401516,87483172,85940373,360556647,59606,154973,967210258,1,1.19183549339627
North Kingstown Police Department,2018,Rhode Island,26101,RI00502,11,9,0,6,6,0,32,17,0,5,0,0,0,0,0,0,0,0,44,54,85,183,13,6,0,24,20,1,0,43,76,0,0,0,0,30367,29719,0,14259,2029,0,76375,90329,0,0,0,0,0,0,0,0,0,0,840,6446,256274,263559,520592,29158,2190,0,10979,22942,1213,0,11968,185108,7500,5035,67290,243,3955,91550,0,113456,124224,13407,3604,430263,789,502,62,0,522,3979,0,51814,12861,607,243,71378,1,1.21343405628813
North Kingstown Police Department,2017,Rhode Island,26069,RI00502,15,11,0,7,4,0,37,8,0,5,0,0,0,0,0,0,1,1,65,55,108,228,16,4,0,40,26,0,0,65,77,0,0,6,0,19387,62226,0,6392,9696,0,97701,47610,0,0,0,0,0,0,0,0,6,6,1090,7182,304967,313240,458556,8136,3698,0,44426,19159,0,0,21816,217620,3653,29903,57227,1616,607,35122,0,53825,248433,24204,5581,460172,1430,24,11,0,311,809,0,32693,73251,760,1459,110747,1,1.24307319386626
North Kingstown Police Department,2016,Rhode Island,26120,RI00502,23,9,0,15,8,0,55,10,0,3,0,0,1,1,0,0,0,2,56,51,96,203,15,1,0,28,23,0,0,69,67,0,0,1,0,56104,33544,0,20525,104231,0,214404,114577,0,0,0,0,231,6348,0,0,0,6579,1328,6956,187105,195389,530950,15588,164,0,18758,38041,0,0,13591,109312,6997,2863,45130,0,466,98587,0,237011,106192,24680,9087,531013,2286,1017,3,0,75,13500,0,56164,11651,7866,741,93303,1,1.26955202032162
North Kingstown Police Department,2015,Rhode Island,26218,RI00502,23,18,0,5,2,0,48,6,0,7,0,0,1,0,0,0,0,1,48,59,98,205,19,4,0,36,31,0,0,51,64,0,0,2,0,17342,65870,0,1,3681,0,86894,22433,0,0,0,0,1196,0,0,0,0,1196,1130,7204,175130,183465,293988,8732,1028,0,35970,81887,0,0,20897,34951,8315,766,23426,0,2914,127788,0,21855,66189,24107,18628,293988,2540,132,157,0,1913,19529,0,5785,10206,2853,4100,47215,1,1.28556847539769
North Kingstown Police Department,2014,Rhode Island,26211,RI00502,26,12,0,11,1,0,50,8,0,7,1,0,0,0,1,1,0,3,47,53,153,253,19,3,0,41,37,0,1,67,85,0,0,4,0,20219,40729,0,45,14292,0,75285,76794,0,0,5313,0,0,0,3444,154,0,8912,906,6488,311437,318831,479822,27769,1068,0,35291,70274,0,32,25563,159059,9710,5776,37998,708,3887,83747,515,74008,219173,29916,14610,480047,2210,348,547,0,0,1192,0,57276,13575,967,1315,77429,1,1.28709350845562
