agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Olmsted Township Police Department,2023,Ohio,14471,OH01838,9210000,2000001,0,0,110000,0,11320001,400,0,0,20,1200000,234029,100,200,32340,10100,1476789,30002,0,0,30002,0,23,9500000,0,4000059,400,0,10,2,3579,100,2,10,101000003,779006163,1000000,0,0,2000000,2,100000000,30000000,320100100,3480,0,500010000,43690,200030001,100000,0,0,850100126,43000000,0,2043140,100000000,0,3000000,0,479000000,802000000,10000,2000000,805,0,300000,10008,20000000,100100,10,0,13021,10000013,120001000,800000522,110000000,100000,779000000,604500,12140002,10000000,0,21121103,31003,100000,220800447,0,0,4010000,1,1
Olmsted Township Police Department,2023,Ohio,14471,OH01838,9210000,2000001,0,0,110000,0,11320001,400,0,0,20,1200000,234029,100,200,32340,10100,1476789,30002,0,0,30002,0,23,9500000,0,4000059,400,0,10,2,3579,100,2,10,101000003,779006163,1000000,0,0,2000000,2,100000000,30000000,320100100,3480,0,500010000,43690,200030001,100000,0,0,850100126,43000000,0,2043140,100000000,0,3000000,0,479000000,802000000,10000,2000000,805,0,300000,10008,20000000,100100,10,0,13021,10000013,120001000,800000522,110000000,100000,779000000,604500,12140002,10000000,0,21121103,31003,100000,220800447,0,0,4010000,1,1
Olmsted Township Police Department,2022,Ohio,14486,OH01838,0,1010000,3000000,200000,100000,100008,4410008,10200,0,1010,84970,0,12010,110,0,7720,48000,152810,111002,1,10,111013,1,2,10000,0,2010000,931,0,100010,9,2000100,200,36,2001020,2082540,508098240,209273840,426096115,0,105157502,157,105157710,884988876,208,3960223,0,10411634,24624,106198769,104116,106198667,115483864,125980874,10515854,0,157287428,20823,37233044,923720462,832930988,679046759,543519858,104126750,0,260337701,104116,20823269,469,10513669,105158,0,1041,0,20823269,0,104,21656,322771,916275837,31245,2932963,10438464,322761690,21774,10651143,104116,1009231124,0,0,157215671,1,1.04116338383745
Olmsted Township Police Department,2022,Ohio,14486,OH01838,0,1010000,3000000,200000,100000,100008,4410008,10200,0,1010,84970,0,12010,110,0,7720,48000,152810,111002,1,10,111013,1,2,10000,0,2010000,931,0,100010,9,2000100,200,36,2001020,2082540,508098240,209273840,426096115,0,105157502,157,105157710,884988876,208,3960223,0,10411634,24624,106198769,104116,106198667,115483864,125980874,10515854,0,157287428,20823,37233044,923720462,832930988,679046759,543519858,104126750,0,260337701,104116,20823269,469,10513669,105158,0,1041,0,20823269,0,104,21656,322771,916275837,31245,2932963,10438464,322761690,21774,10651143,104116,1009231124,0,0,157215671,1,1.04116338383745
Olmsted Township Police Department,2021,Ohio,13644,OH01838,1,5000000,0,0,100000,0,5100001,498300,0,4,0,0,0,9830000,10,10000,20000,9860010,30000,0,0,30000,0,0,0,0,0,0,0,0,0,100,0,0,0,1124490,562243207,0,0,0,0,405,0,0,112,5060,0,0,16305,0,0,0,0,680295,0,0,404818096,0,4,1105774167,439,1012037045,1028904329,11245,0,3281,0,55,33,0,112449,0,0,168672841,933323053,11244856,112,0,224897,562242803,112449,674691,112449,0,3507,416060,112449,112,0,0,404814818,1,1.12448560525052
Olmsted Township Police Department,2021,Ohio,13644,OH01838,1,5000000,0,0,100000,0,5100001,498300,0,4,0,0,0,9830000,10,10000,20000,9860010,30000,0,0,30000,0,0,0,0,0,0,0,0,0,100,0,0,0,1124490,562243207,0,0,0,0,405,0,0,112,5060,0,0,16305,0,0,0,0,680295,0,0,404818096,0,4,1105774167,439,1012037045,1028904329,11245,0,3281,0,55,33,0,112449,0,0,168672841,933323053,11244856,112,0,224897,562242803,112449,674691,112449,0,3507,416060,112449,112,0,0,404814818,1,1.12448560525052
Olmsted Township Police Department,2020,Ohio,13478,OH01838,9,0,287,0,5100000,80001,5180297,296500,0,10,31,0,3690,0,0,20496,22300,46517,138540,1,1,138542,10000,0,0,0,3750000,150,6,10,100002,100,0,0,29674,3531938,74321545,118,12027423,0,12,539212172,1060758429,35319371,722869784,271322,0,11773124,36330,117731235,0,118909792,117734,45563285,11773124,235462,760568697,0,11773125,2354625,824118646,0,1059608171,11773,1177312,183661786,105958,23781744,306101222,1071354240,117731,0,0,47,777037925,1177,471,712,129504,74170678,469748,575707,984350859,588656176,47104857,26148107,590422,1766445,12,34,1525796808,1,1.17731235192711
Olmsted Township Police Department,2020,Ohio,13478,OH01838,9,0,287,0,5100000,80001,5180297,296500,0,10,31,0,3690,0,0,20496,22300,46517,138540,1,1,138542,10000,0,0,0,3750000,150,6,10,100002,100,0,0,29674,3531938,74321545,118,12027423,0,12,539212172,1060758429,35319371,722869784,271322,0,11773124,36330,117731235,0,118909792,117734,45563285,11773124,235462,760568697,0,11773125,2354625,824118646,0,1059608171,11773,1177312,183661786,105958,23781744,306101222,1071354240,117731,0,0,47,777037925,1177,471,712,129504,74170678,469748,575707,984350859,588656176,47104857,26148107,590422,1766445,12,34,1525796808,1,1.17731235192711
Olmsted Township Police Department,2019,Ohio,13432,OH01838,3000000,8000017,0,0,100000,0,11100017,0,0,0,20,0,44419,2010,0,442,10000,56891,10000,0,0,10000,0,100002,0,0,8540000,0,157,10,100000,9000100,0,0,8,2383744,15028,1072651944,0,0,58399940,3109,476734197,35755065,250285454,1192,113,11918355,41643,0,59473,119184,11918355,341341807,47673420,0,725894928,0,0,2443150,0,2455,1034513208,11918,0,6994,58,476734,2454,583999392,119184,0,0,810448367,1,0,661469407,13772,1072652,1179917138,238367,23837,5,1179917156,231223205,2156032,119184,5947671,12,0,773501235,1,1.19183549339627
Olmsted Township Police Department,2019,Ohio,13432,OH01838,3000000,8000017,0,0,100000,0,11100017,0,0,0,20,0,44419,2010,0,442,10000,56891,10000,0,0,10000,0,100002,0,0,8540000,0,157,10,100000,9000100,0,0,8,2383744,15028,1072651944,0,0,58399940,3109,476734197,35755065,250285454,1192,113,11918355,41643,0,59473,119184,11918355,341341807,47673420,0,725894928,0,0,2443150,0,2455,1034513208,11918,0,6994,58,476734,2454,583999392,119184,0,0,810448367,1,0,661469407,13772,1072652,1179917138,238367,23837,5,1179917156,231223205,2156032,119184,5947671,12,0,773501235,1,1.19183549339627
