agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Portsmouth Police Department,2023,Virginia,96649,VA12000,8930765,18920814,19997510,6970213,8424028,21751364,84994694,1340920,10116432,12120237,4659024,7493491,16113325,6760244,5295182,10323357,3328436,53973059,9421039,6702202,23598295,39721536,13411889,13900462,14453365,15076268,21973955,16117885,1408694,17702308,4100107,1028447,4551713,1027351,13356174,1494233995,1353904574,124890131,1768183524,1147245435,1579393780,2113666113,1540002280,1449804429,281965713,1325929090,1502354244,181904575,1354429704,638131118,975101244,1981544584,1398007927,1650431177,2454311983,103437216,2292429926,14475829,1146791013,1412809110,928745976,490208366,1018765539,1476364304,1521012134,781149917,823969362,1356980217,1350273208,2841174810,9805105,631729740,506308000,1330607524,1773480224,720037009,476303256,161198764,1735351042,1166251123,422727389,1407802231,1494325962,628033958,1261872367,1796584847,19811030,1041699267,32586049,1005063582,1013471534,1,1
Portsmouth Police Department,2022,Virginia,98003,VA12000,5200417,14620097,16775804,14242733,20649023,9936650,81424724,6411649,12361915,15758554,1078266,9926456,10907455,7400308,454661,8527253,19340547,57634946,2481908,11395278,15109285,28986471,12481084,16300117,17273113,1766726,16447921,10014979,2004856,18400926,1900124,5140163,1632244,52917,15052335,966157216,1459578261,168726920,584124954,1510289590,1079939851,2021949276,1343287029,2240272517,2078812332,1488242292,1304457483,1014912127,675332490,805283969,719028605,1680774362,1370776911,1333525382,2710385799,732804956,1101849621,5148916,1495770092,686885842,2968493975,747338099,1301171477,1353970411,2279115151,1996094256,859308889,1184567443,1658463598,407256292,44293751,545764464,196694504,2588731958,2621036416,499908363,1437443308,230278765,1106731615,1922824359,563641273,1749952247,1476338339,1866850956,2942051696,1365086006,27121495,842137335,128983413,321113652,1800038703,1,1.04116338383745
Portsmouth Police Department,2021,Virginia,94943,VA12000,3910325,23820370,22840252,10370059,13911010,12993501,87845517,975034,9860525,7173649,8009568,9364817,1978516,8259937,1283703,6391520,9441705,44729766,2901534,10033158,3697527,16632219,11130989,19800091,18462762,9215346,25638492,7219956,1303534,14701792,1600090,4014469,8161208,5003564,15494317,608248070,1768562143,180062231,507086787,935919366,1782236111,1719723369,1489884616,3348608106,1093379610,1951806790,801718181,1079694704,490374344,694323083,565167941,2590643148,1092049345,1285139347,2642842701,1015898424,1008523831,3681831,1865100020,1410901772,1949440494,1538620362,1028621811,1286153916,1987754495,2650502609,1602678084,913186794,1530606140,506945194,36540634,664901464,1332747086,964502910,1721981251,179959319,1347435356,293009777,751475198,953553906,378426958,981055391,1286969441,2148922670,2186118317,1208735895,5588457,2015900120,255047524,464543608,1813223317,1,1.12448560525052
Portsmouth Police Department,2020,Virginia,94205,VA12000,10740751,8425027,15128429,15110131,12857061,8678606,70940005,6101172,11756141,12184305,8401312,8163579,18364232,8664476,8517395,5416163,18648904,76176061,4026929,8361200,7093987,19482116,7561370,7900304,15472844,14435063,14500705,5335068,1706678,13802949,3500112,10007154,4478957,12009822,14496109,1284610824,918210178,534706898,687622500,1264587052,2875432708,2762375802,1363478282,2227006626,992988937,1463879381,715853598,398574224,946701322,1088965777,411354706,1572528518,1889134608,1338185526,2989955102,946348114,2533795824,8119371,1049527631,863293562,2370992142,1799475252,1436946635,2096320404,1749371090,3084724165,1785723735,993870485,2157804555,213383555,16989291,1377231276,860150291,2417915009,1741174536,317917907,1288772435,695700282,703309000,1081046656,1009938284,1223712912,2090781577,2167467705,3376829393,1466742805,13924116,1469632092,579988273,611112692,1939512505,1,1.17731235192711
Portsmouth Police Department,2019,Virginia,93991,VA12000,8591020,12901782,22599080,9065045,9621138,14843403,77621468,2247189,11745396,14820210,3304348,696095,5903246,9330565,4953606,7104195,4931511,36223566,3914805,9451116,14239934,27605855,7452337,5700139,16492749,6800466,19112994,9515048,2405934,7503609,17900097,18104054,6403243,5026676,21314877,1276915236,802092724,1031615502,494498865,489469101,1750165975,1544021956,1606071982,1721016881,1207431600,1353024746,1045817309,994721071,1630678449,1156337155,841794877,892204093,1999153076,1139690500,3415957132,722785268,1306389413,11404931,2215574863,1069997228,2295612319,265883667,981818162,1964434514,1578365407,3054788866,266050415,1225103509,1744043478,1169175471,51378979,253364739,287458803,1863306406,2837045740,764065487,2534394944,274897548,920922424,766263520,1384748754,1623360658,2751480404,1593579899,3320293266,995532204,180967026,1699023867,133818258,1960423806,1368073860,1,1.19183549339627
Portsmouth Police Department,2018,Virginia,94218,VA12000,492,277,0,96,96,0,961,369,19,46,4,20,9,79,25,27,39,203,1440,1037,1201,3678,905,71,5,971,193,7,8,579,939,0,0,0,0,313221,804434,0,153684,184336,0,1455676,3860665,534,0,1046,6124,3253,122945,16119,32815,58480,240783,25806,106816,1976919,2109542,11527865,66320,28955,2253,744811,345512,1700,886,78229,840876,162248,67007,334665,177716,143834,605299,0,4011556,1621762,354889,213033,7692009,4316,1847,11092,24777,4547,18369,0,3018696,85594,16521,2718,3188478,1,1.21343405628813
Portsmouth Police Department,2017,Virginia,95100,VA12000,625,340,0,88,108,0,1161,384,17,32,7,23,7,74,30,35,48,224,1816,897,1190,3903,1246,85,4,842,263,4,7,614,838,0,0,303,0,481315,1286274,0,204154,159582,0,2131325,4208485,558,0,56746,6478,9942,62489,38259,57323,50402,281639,30565,101030,1910694,2042288,8664296,83282,23030,1323,627782,496844,367,1797,53662,754908,214246,45095,485266,170572,333287,748085,497,4376518,1528966,448158,314314,8665003,5343,6813,3233,23139,3693,9594,0,3369688,60613,28884,18828,3529828,1,1.24307319386626
Portsmouth Police Department,2016,Virginia,95813,VA12000,727,363,0,135,53,0,1278,460,14,42,3,26,15,79,25,38,50,236,1538,872,1315,3725,752,74,0,1035,381,9,6,604,864,0,0,326,0,640960,1275899,0,49769,116969,0,2083596,4973723,0,127,18108,18017,3755,81396,13098,63743,106512,304629,28905,108234,2123408,2260548,9622623,65477,26331,0,610868,463263,2191,2181,63636,1033924,247318,37205,500861,179280,252607,884449,1650,5053757,1660865,477173,334783,9629947,6354,5397,11870,12831,6090,20267,0,3241046,123011,17858,6272,3450995,1,1.26955202032162
Portsmouth Police Department,2015,Virginia,95877,VA12000,601,398,0,127,72,0,1198,319,27,29,2,30,7,65,34,49,45,232,1344,744,1273,3361,576,94,1,709,440,11,7,683,840,0,0,239,0,686477,1236408,0,299183,43857,0,2265925,3497736,0,0,4258,26201,5462,38696,23994,104608,68738,271957,26467,93798,2521589,2641854,8677472,126749,30869,1,628784,514884,2012,1980,53840,1284469,163644,41638,721546,131940,217134,963000,77,3518078,2140171,444273,337706,8679207,8487,5809,6546,8375,3223,21502,0,2627949,252492,22338,37689,2994412,1,1.28556847539769
Portsmouth Police Department,2014,Virginia,96435,VA12000,706,394,0,58,68,0,1226,319,9,36,0,14,3,74,25,24,35,175,1409,733,1176,3318,550,114,0,621,468,6,4,770,785,0,0,220,0,827229,1573419,0,80887,218376,0,2699912,3243715,0,3927,0,2545,3177,61446,74846,10863,35005,187881,25783,94043,1974314,2094140,8229574,109574,24235,0,434489,563299,1310,480,75453,886168,201439,59953,418081,88817,241432,829108,1416,3448880,1955521,533772,452023,8230443,9418,20225,2896,9044,4009,27775,0,2279516,118317,37651,39115,2547968,1,1.28709350845562
