agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Alliance Police Department,2023,Ohio,21256,OH07601,5280094,13530003,3404006,13910001,190011,3138031,39452146,4567212,609146,47050,66249,2220040,8470375,112950,1887686,124224,1185003,14066527,8622411,950007,22012,9594430,8310241,12300018,9800150,1200002,3080017,5024655,2037,5000029,300006,2000210,3015370,2046,9141785,336203810,2143350813,401565200,11066000,95003102,230200011,913023875,324000200,343300013,881403553,11523782,20111206,190428010,300640593,826396800,900600,1016503290,201000011,316501026,90000008,707150,171268312,260250,129502111,325400749,891000217,1039403231,388286718,66517000,122100011,1752026371,601741401,139402771,650740319,260006910,109280,7382084,315027000,915100140,733200035,240006005,1666012961,260007989,18688000,1383118059,687400000,81762058,357819767,110002016,862383027,116986019,3565860,438844613,277301,125791013,328772880,1,1
Alliance Police Department,2023,Ohio,21256,OH07601,5280094,13530003,3404006,13910001,190011,3138031,39452146,4567212,609146,47050,66249,2220040,8470375,112950,1887686,124224,1185003,14066527,8622411,950007,22012,9594430,8310241,12300018,9800150,1200002,3080017,5024655,2037,5000029,300006,2000210,3015370,2046,9141785,336203810,2143350813,401565200,11066000,95003102,230200011,913023875,324000200,343300013,881403553,11523782,20111206,190428010,300640593,826396800,900600,1016503290,201000011,316501026,90000008,707150,171268312,260250,129502111,325400749,891000217,1039403231,388286718,66517000,122100011,1752026371,601741401,139402771,650740319,260006910,109280,7382084,315027000,915100140,733200035,240006005,1666012961,260007989,18688000,1383118059,687400000,81762058,357819767,110002016,862383027,116986019,3565860,438844613,277301,125791013,328772880,1,1
Alliance Police Department,2022,Ohio,21772,OH07601,3680094,13558004,8736301,8240001,190000,14296219,48700619,800441,1153821,1695110,137353,7050077,2312962,526300,14747,195476,3361600,13598515,3213953,9956004,620215,13790172,8480176,14100013,5390000,100004,11683016,2005209,100052,7700017,400014,1000171,5008110,1000367,1071986,1113838822,1708979523,313395384,10925970,690295568,760361645,1039410336,971405541,1326858638,877499257,211534942,870418952,220585041,1260487,419198304,520686849,202415921,635008703,1835678079,557022423,523025,430440968,1159389,229600482,1271574768,1146320992,129417181,491762001,940430826,353370869,1203613708,625014549,147596444,615599504,1551383871,4169380,1069420,8329,1145593005,495708324,177006110,1355602357,749748013,3654494,350926710,731491200,102836779,265141065,511219572,1445924526,111043215,125596,925633878,53147320,127978830,579001370,1,1.04116338383745
Alliance Police Department,2022,Ohio,21772,OH07601,3680094,13558004,8736301,8240001,190000,14296219,48700619,800441,1153821,1695110,137353,7050077,2312962,526300,14747,195476,3361600,13598515,3213953,9956004,620215,13790172,8480176,14100013,5390000,100004,11683016,2005209,100052,7700017,400014,1000171,5008110,1000367,1071986,1113838822,1708979523,313395384,10925970,690295568,760361645,1039410336,971405541,1326858638,877499257,211534942,870418952,220585041,1260487,419198304,520686849,202415921,635008703,1835678079,557022423,523025,430440968,1159389,229600482,1271574768,1146320992,129417181,491762001,940430826,353370869,1203613708,625014549,147596444,615599504,1551383871,4169380,1069420,8329,1145593005,495708324,177006110,1355602357,749748013,3654494,350926710,731491200,102836779,265141065,511219572,1445924526,111043215,125596,925633878,53147320,127978830,579001370,1,1.04116338383745
Alliance Police Department,2021,Ohio,21291,OH07601,7980080,7713176,1519600,4010001,140003,218910,21581770,1264507,206905,650023,127387,540033,10582106,1014230,4786,57658,10870078,23196278,5003510,2540009,60106,7603625,3190158,4300006,5100015,200012,206033,10001438,383,10400019,600011,4005170,1011320,294,3038946,990111941,1028234000,114150020,11734007,371870777,158664932,719855130,1783434171,248173994,1017323982,689717697,229395,68392339,385058,789085284,1012150056,256497776,1113802998,808283591,1133717635,225234919,58664443,1269988,172878432,1270973625,1266283319,931189848,1058528149,1584412587,49589817,246281342,338427577,147870048,1127602802,1641855248,125110,5752944,50627715,987375101,976885638,967062123,944577244,112536474,4632881,1331419739,566587815,115589266,423526805,517263384,313260121,66730391,119938,1598359996,125425158,539767,1488863924,1,1.12448560525052
Alliance Police Department,2021,Ohio,21291,OH07601,7980080,7713176,1519600,4010001,140003,218910,21581770,1264507,206905,650023,127387,540033,10582106,1014230,4786,57658,10870078,23196278,5003510,2540009,60106,7603625,3190158,4300006,5100015,200012,206033,10001438,383,10400019,600011,4005170,1011320,294,3038946,990111941,1028234000,114150020,11734007,371870777,158664932,719855130,1783434171,248173994,1017323982,689717697,229395,68392339,385058,789085284,1012150056,256497776,1113802998,808283591,1133717635,225234919,58664443,1269988,172878432,1270973625,1266283319,931189848,1058528149,1584412587,49589817,246281342,338427577,147870048,1127602802,1641855248,125110,5752944,50627715,987375101,976885638,967062123,944577244,112536474,4632881,1331419739,566587815,115589266,423526805,517263384,313260121,66730391,119938,1598359996,125425158,539767,1488863924,1,1.12448560525052
Alliance Police Department,2020,Ohio,21322,OH07601,3010111,1896012,3190415,310001,6931002,6309816,21647357,8758652,3561294,20981,72508,4930130,1143053,7227040,3152,96365,14731435,28203683,7074490,8001014,535174,15610678,2900663,8100006,11330310,301804,3889053,9001830,100163,9600021,800011,9002670,6006930,325,1452597,1052873402,1642627336,716062329,36407219,19123,1031208558,2020157447,1897238855,930077972,616914204,514680504,236776416,13171771,118926320,8862454,707682,315642966,550276987,493531421,1076063498,588657558,235761907,882114,771686360,1295515580,810227978,512368611,167650004,57100,135745405,1027919404,472215589,137418470,475164506,1071508022,131753,117,368557632,1302274353,791189405,600441075,882988361,541721594,2318128,427915129,345682500,357055310,887140286,283735852,412654201,115728430,606434,554197436,2218151,429732108,1086106260,1,1.17731235192711
Alliance Police Department,2020,Ohio,21322,OH07601,3010111,1896012,3190415,310001,6931002,6309816,21647357,8758652,3561294,20981,72508,4930130,1143053,7227040,3152,96365,14731435,28203683,7074490,8001014,535174,15610678,2900663,8100006,11330310,301804,3889053,9001830,100163,9600021,800011,9002670,6006930,325,1452597,1052873402,1642627336,716062329,36407219,19123,1031208558,2020157447,1897238855,930077972,616914204,514680504,236776416,13171771,118926320,8862454,707682,315642966,550276987,493531421,1076063498,588657558,235761907,882114,771686360,1295515580,810227978,512368611,167650004,57100,135745405,1027919404,472215589,137418470,475164506,1071508022,131753,117,368557632,1302274353,791189405,600441075,882988361,541721594,2318128,427915129,345682500,357055310,887140286,283735852,412654201,115728430,606434,554197436,2218151,429732108,1086106260,1,1.17731235192711
Alliance Police Department,2019,Ohio,21502,OH07601,4780055,10572019,4167505,510001,340003,4123603,24493186,2118014,988860,8520140,122092,3630542,76042,61020,19770,141854,13758000,17809320,6969565,2500007,28953,9498525,100114,12600007,13190000,2,6478068,1691,7,10500021,400016,9001193,3015841,5002082,5136352,1640937005,1533999813,3952126,215394470,61396369,942265146,1369727280,878978915,1253810958,1793119868,147895197,133753,13810990,1193150407,837678835,596514260,1404455631,181636940,1218537441,272335628,238820,1416312842,1031132,171981874,1707985876,433352375,1208044488,547534830,155923070,436571924,1631637253,954267713,217099078,582062799,1799679763,5553727,127526611,35788436,1004002371,1122291913,1013066130,1918862654,882008721,3358592,1389708310,376292274,363643338,902582279,536336714,1201937611,102812542,16166664,750047646,469738,93786847,969272135,1,1.19183549339627
Alliance Police Department,2019,Ohio,21502,OH07601,4780055,10572019,4167505,510001,340003,4123603,24493186,2118014,988860,8520140,122092,3630542,76042,61020,19770,141854,13758000,17809320,6969565,2500007,28953,9498525,100114,12600007,13190000,2,6478068,1691,7,10500021,400016,9001193,3015841,5002082,5136352,1640937005,1533999813,3952126,215394470,61396369,942265146,1369727280,878978915,1253810958,1793119868,147895197,133753,13810990,1193150407,837678835,596514260,1404455631,181636940,1218537441,272335628,238820,1416312842,1031132,171981874,1707985876,433352375,1208044488,547534830,155923070,436571924,1631637253,954267713,217099078,582062799,1799679763,5553727,127526611,35788436,1004002371,1122291913,1013066130,1918862654,882008721,3358592,1389708310,376292274,363643338,902582279,536336714,1201937611,102812542,16166664,750047646,469738,93786847,969272135,1,1.19183549339627
