agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Chinook Police Department,2023,Montana,1162,MT00301,6,0,0,0,100000,0,100006,2500,0,0,0,0,0,0,0,0,0,0,25001,0,0,25001,1,100000,0,0,22000,0,0,0,100000,1,811006000,0,10000000,0,0,1000000,0,0,0,1811,0,210000,1602,200000000,0,1000060,0,0,200000000,1662,0,2,1,100000,100000000,150000000,10006,200010000,0,0,0,10000000,0,0,0,0,0,0,250220000,0,0,10000,350000,811000000,0,21751001,0,0,220401,10000,0,0,10,2000,0
Chinook Police Department,2022,Montana,1173,MT00301,0,7000000,0,0,0,500000,7500000,500,0,0,1899,0,0,0,99800,0,20000,121699,20001,0,0,20001,0,0,0,0,0,0,0,11,0,520686,2092738,520581692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,1041163,0,0,3016,0,0,2,520582,0,933923555,0,0,3016,0,0,52058198,1,0,0,0,1009928482,52058169,0,0,0,0,1051575,0,0,0,52058169,0,0,104116,52058,0,52058,0
Chinook Police Department,2021,Montana,1233,MT00301,0,0,0,0,0,5000,5000,0,0,0,0,0,19910,500,0,199,0,20609,0,0,0,0,0,1,0,0,9860000,0,0,0,0,0,5622428,0,0,0,0,567865231,112448561,0,0,6,0,11244856,223323,0,0,5622428,0,112,11244856,0,22713,0,0,1124486,0,0,0,1124,0,0,0,5622,0,0,0,0,0,0,0,0,0,0,0,5622428,0,1,0,0,112,0,0,21,11,0,967057621
Chinook Police Department,2020,Montana,1260,MT00301,0,0,0,100000,100000,0,200000,0,0,0,0,0,0,0,0,0,10000,10000,10000,0,10,10010,0,1000000,0,0,0,0,0,0,0,0,17659685,0,11773124,0,0,0,0,0,0,18,0,0,0,118908548,0,17659685,0,0,0,0,636,0,0,118,117731235,17659685,635760443,0,0,117731871,0,0,6,0,0,0,0,470924941,0,0,0,0,12,17659685,0,17661,0,0,24300,11773,117731,0,0,0,0
Chinook Police Department,2019,Montana,1282,MT00301,0,0,0,800000,100000,2,900002,20000,0,0,0,0,4,0,0,0,0,4,200000,0,1,200001,0,8000000,0,1000000,1,0,4,10,0,1191979,11918,119207386,11918355,0,0,0,0,11918355,0,0,0,0,11966,2741222,0,0,0,1191835,0,0,0,0,11918355,119,953468395,0,24349,11918,274,953468395,0,2,0,1192,0,0,0,5,1,0,124,0,0,2384,0,11918,0,11918355,4767342,0,0,11918,0,11918,0
Chinook Police Department,2018,Montana,1256,MT00301,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,3,7,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,6796,0,0,0,0,0,0,0,0,0,0,108,0,3276,3384,16977,49,0,0,0,3276,0,0,0,59,0,24,485,4368,0,1820,0,2428,1054,0,0,10181,0,0,0,0,0,1820,0,0,971,0,0,2791
Chinook Police Department,2017,Montana,1238,MT00301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,8,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,6215,0,0,0,0,0,0,0,0,0,0,73,223,2735,3031,9246,0,0,0,553,2474,0,0,4,0,0,70,0,0,746,0,0,6215,2060,155,0,9246,0,0,0,0,0,0,0,6215,4,124,0,6343
Chinook Police Department,2016,Montana,1233,MT00301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,1,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,311,0,345,345,0,0,0,159,32,1,0,89,65,32,1,127,0,0,0,0,0,184,1,0,345,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Police Department,2015,Montana,1237,MT00301,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,0,0,0,2,1,0,0,2,3,386,130,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,18,276,1376,1670,2185,0,0,0,559,1,0,0,17,1093,45,131,514,0,0,0,0,0,1367,129,0,2185,19,0,0,0,0,0,0,0,386,0,0,405
Chinook Police Department,2014,Montana,1234,MT00301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Police Department,2013,Montana,1257,MT00301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Police Department,2012,Montana,1224,MT00301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
