agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Evart Police Department,2023,Michigan,1782,MI67385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2022,Michigan,1774,MI67385,0,5080000,8000,0,100000,0,5188000,10,81000,10,10000,5000000,12807,0,8513,128,0,5031448,10900,0,0,10900,0,1,0,0,2800000,0,0,10,0,100,0,0,0,2082431,645532751,312349015,10411634,1145,15617455,208233734,0,31234902,78087254,312349661,0,10494927,160875,0,104,208,0,1,10411635,562,15638407,92455,10411634,23946758,44,83293071,88509320,0,0,15617539,0,10411634,0,0,104116,0,0,884988894,0,520581692,18,520581731,104116,645521298,104116,10619867,0,31234902,18220567,1067194,104116,31457,1,32276,15617451
Evart Police Department,2021,Michigan,1883,MI67385,3000000,5000000,0,2100000,100000,0,10200000,2,300,1,0,0,20,200,500,510000,0,510720,0,0,10000,10000,0,0,10000,0,0,0,0,70,0,2000100,0,100,20,1799289,145081301,788264409,11244856,115,0,21365226,224936478,179917697,112,145,0,11379794,22523,44979,112,10120765,11244856,1349495,112,135,112459805,0,11244856,225,112561009,0,5656204,11245,5622428,7,11,22489712,0,0,0,0,0,10120374,1,1124,116,57,0,145058666,22,11391040,17,56224280,3373699,0,112449,16968488,11,57349,0
Evart Police Department,2020,Michigan,1879,MI67385,1,6002500,700000,0,100000,100000,6902501,1050000,75000,11,17206,10000,2760,10010,0,27,0,40003,8000000,0,1,8000001,0,0,0,0,2750000,0,0,10,1,1000100,0,0,84000,382626531,253133941,0,11890855,115376610,9418499,5886689,588697617,0,0,253,370853391,11773124,247,0,0,5886562,8241188,148932485,12208730,0,498026703,115377,2,161291792,235462470,247471062,230763193,11773,0,121263288,436,124,0,8241,117731,0,1177,5886562,11773124,11773124,1153766223,0,117731,253145702,8261201,247237,374385329,1177,244,11908517,118909,1177668,12,1177411,498003125
Evart Police Department,2019,Michigan,1865,MI67385,1,880,750000,0,100000,0,850881,88200,0,12,0,0,2000,0,0,57,0,2057,0,0,80021,80021,1500055,100000,5000000,100000,5,250,4,200010,100000,1250,1000000,2,8800,280081364,290831786,119183788,0,0,2383671,119183552,1072651944,47673420,238486,512,1430,11918355,13450,239558934,0,268,68181334,26220381,11918355,238880,806884615,0,0,0,178775324,0,1049,11918,0,2383672,0,10,29819724,8939,119184,5959,1192,0,955256148,23836710,536,1266,4736354,1009507069,8939,119185,121591063,1192,202159390,4755425,1192,5959299,0,2384,806872629
Evart Police Department,2018,Michigan,1860,MI67385,1,4,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,17,4,5,26,1,3,0,3,2,0,0,13,4,0,0,0,0,133,2160,0,0,0,0,2293,8494,0,0,0,0,0,0,0,0,0,0,217,563,8919,9699,28980,121,391,0,1048,7657,0,0,238,244,339,96,347,0,109,243,0,10654,8699,0,0,20486,11,33,0,0,0,0,0,10654,303,0,0,11001
Evart Police Department,2017,Michigan,1858,MI67385,1,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,18,4,3,25,4,2,0,2,4,0,0,8,5,0,0,1,0,0,62,0,0,0,0,62,11189,0,0,0,0,0,0,0,0,0,0,188,523,1243,1954,13205,126,126,0,188,1243,0,0,134,138,0,189,622,0,0,0,0,11188,1207,0,0,13205,0,91,0,0,0,0,0,11188,290,0,0,11568
Evart Police Department,2016,Michigan,1853,MI67385,2,3,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,20,12,7,39,2,2,0,11,4,0,0,8,12,0,0,0,0,3644,273,0,0,2890,0,6806,0,0,0,0,0,0,0,0,0,0,0,387,1588,2418,4394,11200,159,306,0,1412,844,0,0,215,1459,236,185,3533,0,317,635,0,0,4421,1200,673,11200,0,20,2890,0,0,0,0,0,254,0,0,3164
Evart Police Department,2015,Michigan,1863,MI67385,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,9,10,33,2,4,0,5,2,0,0,5,15,0,0,0,0,3351,4011,0,0,0,0,7362,0,0,0,0,0,0,0,0,0,0,0,415,1257,23788,25461,32823,500,19926,0,2160,179,0,0,224,2472,13,1244,740,900,257,7204,0,0,22216,0,248,32823,13,0,0,0,0,0,0,0,257,0,127,397
Evart Police Department,2014,Michigan,1887,MI67385,1,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,7,2,9,18,1,2,0,2,2,0,1,4,6,0,0,1,0,64,644,0,0,118061,0,118769,3861,0,0,0,0,0,0,0,0,0,0,140,281,14973,15394,138024,0,699,0,776,945,0,193,95,12686,243,122809,434,0,0,322,0,3861,7203,644,2509,138024,50,10,430,0,0,0,0,3861,386,0,515,5253
