agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Minneapolis Police Department,2023,Minnesota,422341,MN02711,11250981,21931971,11767960,15613593,16464639,29533944,106563088,1984163,9209333,14793435,8890107,8396696,8896072,11233041,2691256,9451773,15426707,64985652,8229683,9355072,12183377,29768132,14804347,29901523,21760065,16043135,26876851,16175478,3803319,13412093,15700573,1327332879,1070907894,601266004,1095185195,994353725,2313829152,2057434677,2120164370,1503513780,863098450,1714432553,1075871972,598393365,1262361942,1994785205,1126300988,1784762951,1942958745,815405197,1643919222,316991762,1389644004,11160722,962068025,1334649940,2687525459,610115490,596444601,2338003035,1676736047,2280838442,1162848686,2599129561,437739255,603403098,278297747,1112075027,347595003,3153804756,1048441243,1376790013,2305299085,474610771,1459932435,1341241995,1396909729,931915689,1025210012,2391212205,2248937037,1884082695,95871951,770687989,764529682,1158385695,3428949590
Minneapolis Police Department,2022,Minnesota,421690,MN02711,15701145,15301268,13863257,20600132,12304482,21821953,99592237,3898965,8311582,16917063,7873147,3963659,20632792,8744763,5838331,7403907,22453510,76910109,14727307,14167356,15520280,44414943,16222414,25603077,12981238,8657637,21276797,12184679,902549,16723286,14900763,2064663919,1392366944,1545199057,1378008058,1142469263,1504320921,2064967215,2476046281,3137761269,958371220,1943093346,1198804029,279407800,1797137744,1433441490,346083354,1997556757,1580152102,1771149812,1455237438,228987064,1054253144,11329395,1688817289,1993104692,2818972806,1621387113,683887949,472401930,1126894945,2856535036,176362693,2203361892,576894470,1658599407,287378390,1913433338,541450777,1844639778,1230845058,722912020,1782423761,756203365,1638617039,930504759,1034768723,1478518025,1285432608,1297563887,2713091647,544895316,127547494,2596495174,944910977,1658339388,2120514148
Minneapolis Police Department,2021,Minnesota,438463,MN02711,5430832,8448156,14302806,15740066,15479310,32521170,91922340,2420949,11618134,7245054,9839625,1800025,14422695,14221160,2390740,8947760,23112091,74734096,11999659,1965954,17008104,30973717,12295065,21301956,8440165,4409960,26737003,10108863,6520313,21717577,17400602,1065017128,972028942,411483023,736133544,736535288,1967684053,1381007718,1234152040,2541122000,742759700,1979441956,1029863468,58594510,1117554594,1405041171,422694690,1427013088,1280605539,1625818343,2657439573,585800799,1979384940,124403601,682624642,750092812,1333550646,944964170,1183902170,2120770940,1687199776,2647773520,473365869,2391451685,1696328172,1679305120,121965144,1613077375,1137909718,3577424723,1382861769,1400236484,2112556343,903847965,1573175102,2210571950,1465111999,1246665715,3030116861,2315577175,2531674305,1769388302,35443265,2697494635,1138565221,1523417760,2898739784
Minneapolis Police Department,2020,Minnesota,435116,MN02711,8861670,11156278,10153724,15960242,18650514,26783002,91565430,1465204,11022180,9580673,11387987,3810940,16702855,14945564,4284617,7473246,19428695,78033904,11865554,15793184,12886300,40545038,11503232,27301498,25450087,15869921,22064408,9074986,997,13508858,2600616,1100942260,2460624465,832217146,1623034964,1554452626,1925742646,1539416026,1831015170,2498147197,1784604255,1298848568,1365860148,623981492,1621770840,1114188397,451853965,1414196608,1216727844,1531423865,3044131418,38136333,2174186547,138622856,1435824123,1535415793,2747175457,1079575262,1026396407,1256339513,2996664880,2882850578,986991241,2391901629,2387590820,2216711121,343108756,2619987298,662916335,1789164018,2139766647,770408489,1808511643,1452204448,628916112,1901814183,958572850,2140718170,2890628772,1802071601,2684950994,1073192750,206652721,2786588373,1902129140,1622769647,1623786087
Minneapolis Police Department,2019,Minnesota,431016,MN02711,25721461,17770080,10069021,16230104,13599435,25890783,109280884,1760510,8919383,10780965,7133919,10500063,11242169,7344798,11419236,6131511,16960421,70732117,13198440,13188277,9275864,35662581,7303657,23920859,12910178,9632026,21933994,15254511,7904149,15114277,8900483,2392523584,1535534870,524750901,1747976376,1237861476,1726870516,1975887656,2615800862,1533543626,2122203870,1028314324,1141823219,1571407400,2013220162,1102651049,531918442,2205838593,1731864763,1531223660,1938317438,1219994957,877585515,615568487,1649018055,2144504243,1629567451,1980148501,638151837,1939719477,2537809262,2866566155,1024389019,1193290338,1443641786,1756125079,162253391,2073529682,669836579,2141378344,2202990894,2219297821,1775506760,1386253232,2124768031,546966976,591201378,2298650363,4293974006,1227917388,2611668251,1907033148,330160307,1808724656,711084597,1244962729,3016526981
Minneapolis Police Department,2018,Minnesota,428261,MN02711,774,713,567,225,499,311,3089,2190,31,432,8,12,12,899,62,106,85,1184,3375,2094,6002,11471,107,719,5,3665,171,103,177,817,5707,925603,1079203,1017921,690017,316125,618331,4647199,1286579,0,6563,4908,5020,3360,466727,101794,191191,61634,834634,39546,271241,10631210,10941997,19003551,33701,649220,1095,4171110,173354,54768,104297,215257,5539195,1178945,135405,2295014,93346,161939,1476673,0,1184215,8737545,1574112,879780,17716972,24295,8330,13298,3634,2565,15846,52494,361011,427621,16698,23359,949153
Minneapolis Police Department,2017,Minnesota,418971,MN02711,1218,1336,516,170,430,91,3761,2279,40,513,10,11,17,1300,61,256,120,1775,3716,2487,6954,13157,150,369,6,3890,85,407,0,1036,7214,2096954,2288276,1005993,1014736,545136,332270,7283365,2454728,193,25590,13885,2910,10595,684545,212948,291906,65458,1282247,47192,329705,11754682,12131579,23177701,126091,505082,264,3580226,108592,166430,0,179554,7465339,596327,0,3124692,115436,141413,1858143,0,2670150,13100014,9730,1561797,23177701,32307,0,1830,11823,2377,33886,0,258876,768969,1,99382,1209452
Minneapolis Police Department,2016,Minnesota,416751,MN02711,1090,1291,504,147,288,104,3424,1987,34,452,15,15,17,1363,41,276,117,1844,3519,2297,6367,12183,140,316,536,3152,104,434,1,984,6516,1772194,2089651,1175005,515978,293960,501006,6347793,2992481,0,21190,27307,4436,5580,638856,54616,286708,162630,1180132,47769,314622,13642468,14004859,24546456,143344,334914,3595,3025264,487903,184482,505,178175,9646676,573999,0,3106694,142781,122078,2111448,0,2769952,14268058,19489,1431957,24546456,47386,0,34181,6951,2797,37430,0,132631,1113153,0,51963,1426493
Minneapolis Police Department,2015,Minnesota,413479,MN02711,1221,1284,465,157,334,94,3555,1717,48,407,9,8,12,1400,38,321,108,1896,3672,2240,6157,12069,149,249,28,2897,80,561,0,1232,6873,1500269,2695171,977023,720958,186868,287822,6368111,1875052,5,9014,16952,32342,5730,743573,37217,134075,63078,1032966,47788,309778,10875323,11232890,20518038,149122,299436,3211,2826038,167903,219052,0,178022,7390106,605585,0,2405296,83400,72887,1901202,0,1813042,12242183,5495,1388949,20518038,34730,0,7122,4393,1427,42596,0,190708,585447,257,41943,908622
Minneapolis Police Department,2014,Minnesota,404461,MN02711,1377,1383,603,201,399,149,4112,1531,31,389,8,11,15,1402,32,303,98,1869,3536,2505,7440,13481,178,329,5,3927,71,489,0,1045,7437,2097531,2905720,1080308,626117,251229,402454,7363359,1331214,0,7387,6018,10788,7787,820925,16779,70752,60109,993157,44795,351229,14203484,14599507,24294624,201500,374476,761,4196482,239343,202211,0,152515,9232219,444523,0,2277517,108855,75600,2510001,0,1338737,15739290,26708,1773392,24294624,31535,0,3521,11232,1221,46122,0,169414,616925,64,53454,933489
