agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
State Police: Greene County,2023,New York,0,NY319SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,10000,0,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
State Police: Greene County,2023,New York,0,NY319SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,10000,0,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
State Police: Greene County,2022,New York,0,NY319SF,0,20000,0,0,130000,100000,250000,0,20000,21,40130,30000,0,0,0,10000,100000,180130,120003,1,14,120018,100010,0,100000,300000,300003,0,0,500011,1300014,110,1000010,0,0,9370679,124940,0,10422045,1041,0,0,104,72881438,1041,20823268,2291,10422045,187409,3123698,312557,312349,31234909,11453318,83293074,104116,166586,10412,41646537,11453215,2082327,208337,104116,12494,0,10411635,1041163,83917779,1041163,0,104220,10424,1041,0,10411637,3126,1041,10422045,1145280,10414,832931,52131060,104428687,7289,2603,21010682,104429,1562,10423,2082,10413,1,1.04116338383745
State Police: Greene County,2022,New York,0,NY319SF,0,20000,0,0,130000,100000,250000,0,20000,21,40130,30000,0,0,0,10000,100000,180130,120003,1,14,120018,100010,0,100000,300000,300003,0,0,500011,1300014,110,1000010,0,0,9370679,124940,0,10422045,1041,0,0,104,72881438,1041,20823268,2291,10422045,187409,3123698,312557,312349,31234909,11453318,83293074,104116,166586,10412,41646537,11453215,2082327,208337,104116,12494,0,10411635,1041163,83917779,1041163,0,104220,10424,1041,0,10411637,3126,1041,10422045,1145280,10414,832931,52131060,104428687,7289,2603,21010682,104429,1562,10423,2082,10413,1,1.04116338383745
State Police: Greene County,2021,New York,0,NY319SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.12448560525052
State Police: Greene County,2021,New York,0,NY319SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.12448560525052
State Police: Greene County,2020,New York,0,NY319SF,6900020,7664002,520500,5010000,120000,674003,20888525,1559502,179570,31,172139,9130018,5668050,7710,12301,178297,140300,15308815,442512,700000,60014,1202526,4690040,6,11230050,0,2890005,114356,6245,1100011,200005,1000278,3002910,219,83761,1608397288,830428114,943640574,356337130,235,81352287,955229186,1290334455,660472232,1177551072,949743,130682966,12427709,824676184,119431627,589009,211037709,200378571,292798119,74170759,353429,280354975,521043,23546249,263718630,825296164,613850780,852490871,1191440,392162839,1211458683,318,71592605,60657503,553354054,177774,247237,58870327,1217462279,988942397,835894124,749973422,223731665,191207299,771233542,31924002,58643114,588787054,1177318241,303480162,237679357,120604,310213373,11797,247873701,927738265,1,1.17731235192711
State Police: Greene County,2020,New York,0,NY319SF,6900020,7664002,520500,5010000,120000,674003,20888525,1559502,179570,31,172139,9130018,5668050,7710,12301,178297,140300,15308815,442512,700000,60014,1202526,4690040,6,11230050,0,2890005,114356,6245,1100011,200005,1000278,3002910,219,83761,1608397288,830428114,943640574,356337130,235,81352287,955229186,1290334455,660472232,1177551072,949743,130682966,12427709,824676184,119431627,589009,211037709,200378571,292798119,74170759,353429,280354975,521043,23546249,263718630,825296164,613850780,852490871,1191440,392162839,1211458683,318,71592605,60657503,553354054,177774,247237,58870327,1217462279,988942397,835894124,749973422,223731665,191207299,771233542,31924002,58643114,588787054,1177318241,303480162,237679357,120604,310213373,11797,247873701,927738265,1,1.17731235192711
State Police: Greene County,2019,New York,0,NY319SF,3850013,9011009,259100,5200001,120001,573436,19013560,1214317,415211,10004,162429,940010,4083517,1618120,18634,45957,70000,6938667,1160529,2,385008,1545539,6000040,4000054,36,800014,6099002,5027121,100590,6800011,900010,2280,1007700,1000241,83576,772071550,928483860,120951649,83918329,4195,244326307,470854447,835476681,1011868343,998675311,119236495,240871646,12037538,5476248,366745659,238486,125671599,228832461,633819333,154938620,838158,412946024,26280,95467334,855381207,1787755688,46839843,595073435,610220,107503573,477012129,255053,144450648,39085424,584004171,122235,11931,41717818,431445511,473158698,941557193,62039522,643676149,834285,613814004,858122,79975756,322618443,71518474,1195773952,75427707,122986,479618613,12168669,944014,769937648,1,1.19183549339627
State Police: Greene County,2019,New York,0,NY319SF,3850013,9011009,259100,5200001,120001,573436,19013560,1214317,415211,10004,162429,940010,4083517,1618120,18634,45957,70000,6938667,1160529,2,385008,1545539,6000040,4000054,36,800014,6099002,5027121,100590,6800011,900010,2280,1007700,1000241,83576,772071550,928483860,120951649,83918329,4195,244326307,470854447,835476681,1011868343,998675311,119236495,240871646,12037538,5476248,366745659,238486,125671599,228832461,633819333,154938620,838158,412946024,26280,95467334,855381207,1787755688,46839843,595073435,610220,107503573,477012129,255053,144450648,39085424,584004171,122235,11931,41717818,431445511,473158698,941557193,62039522,643676149,834285,613814004,858122,79975756,322618443,71518474,1195773952,75427707,122986,479618613,12168669,944014,769937648,1,1.19183549339627
