agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Issaquah Police Department,2023,Washington,38978,WA01706,17720236,15638042,13841460,5730065,14330017,9350286,76610106,3511697,2004693,2993523,963499,1863360,9593179,7655783,308714,2815365,11562013,34761913,7379652,6542029,3833901,17755582,12312619,10100251,18241055,130,23592419,7227678,401055,17200166,700024,2000540,3024070,40426,9968026,560603208,1364316980,317998000,712366000,157850495,1194002991,1824014805,843700200,1836900091,1045756725,346363769,362768402,711578504,701575942,914265701,700706,1635846316,1160994383,1236003052,1133722027,201114654,49031139,102574849,988950042,1544061865,1171600251,80827442,638264366,975147000,622504044,848200651,303396503,294099590,2051838982,1250496926,42357080,106548897,282537000,1245095707,476170077,340007007,1381021462,630249627,219251000,1219327525,940903510,383276062,1568889134,776005238,1969608948,494340341,59169100,880150496,1780576,430852099,1045754006
Issaquah Police Department,2022,Washington,38917,WA01706,2730307,15800013,6551126,9500194,5891005,16874338,57346983,8974271,5013424,10586603,744199,9342916,2948565,9594270,8193016,3569881,9951101,44343948,7898762,10810044,4729350,23438156,7574956,14400145,29830321,100082,14353511,9012510,102096,6100613,500051,4009750,5030200,34824,12684929,1451489528,1315360665,437635537,13195747,1250387905,1042018156,1047848229,1256477117,2841543179,959228376,138693076,674622841,116787298,1667671975,545260908,834076976,1128777553,2295296895,890842442,2473082813,968822,99338944,1796713,1011054069,370169276,1677939727,323725371,743119922,1265935982,907310533,551841252,211352164,538058153,1109596032,1281042172,4617986,105150054,663045119,2139865747,479258186,343597456,388369320,333532374,637054582,832118777,981546639,1282059662,2311176758,1119265538,2516166224,655939561,354735,825976881,39915677,933929218,934018302
Issaquah Police Department,2021,Washington,40738,WA01706,8230114,18397888,23701514,6050043,13665011,15360401,85404971,6859440,5857229,5780199,1186883,3825116,6805900,8513997,7256160,5377035,7994255,40959346,9621989,3400039,3324172,16346200,4241785,7300026,9020705,200032,12263305,10006633,578,18700160,1200046,1008130,1017100,1027400,8069660,1240085131,204886576,916188815,507682763,804027741,421910812,1941744373,750762994,2219060270,755897150,823509679,1496938889,42280666,1351186927,374032812,338820,516280602,1834705144,1579407422,1369616757,835921,265429532,114087962,1427986588,1626040452,550324329,1457468008,879361336,1695770397,1059620203,1293266107,1015187196,368143048,868722746,1833248346,6937615,978966,433878273,1341093584,1004750573,337360310,1866787129,821164320,340684403,805499345,249400787,504272233,796136469,528516901,826466797,460986398,2215158,1497582055,25530786,765443265,1348977915
Issaquah Police Department,2020,Washington,40659,WA01706,9000193,14622006,7643949,6240017,10070016,5675930,53252111,4001249,7348326,7194136,411157,8340757,9255379,2682020,2921815,204729,11276000,35091857,8688081,5099918,2999107,16787106,3201203,11000045,6600130,100050,16261231,6002655,149,11800051,800015,4006690,5019970,13881,4687463,2029108391,1061399928,710749710,331024914,14732202,508128182,102815455,650559377,1742186848,1645770410,26716878,501567258,26063341,1661259859,1073331419,1649298,1727108857,540504127,1224907038,1791987163,1061017007,663541422,1962674,1302812748,372762571,1183081809,216405431,122313770,949583646,860528721,489840617,238377581,118765727,362218037,1507101677,3085524,178118587,385209538,1035010092,1383400987,270788913,1922566005,1130818301,48116921,708910718,855794235,548192042,1828633171,565113589,1315693163,409447298,608411,2738041839,74027294,251194026,1210879293
Issaquah Police Department,2019,Washington,40651,WA01706,8600204,14985454,7174959,2230009,3040003,14961525,50992154,1834101,2154814,1437359,539752,6561435,2633355,4633341,6520421,7196090,12813456,40897850,1782509,8890028,3032885,13705422,8000609,3500109,10350641,13049,14214115,2010529,2389,12600141,500018,1008960,1037710,1020325,4435422,1198291156,531825049,729386875,849579682,1490896974,1250716733,1523492787,1688780241,1520186203,1508272013,246438700,631697078,14520156,239867516,14517629,835119,1543203699,1429416007,1498853637,2414837549,119688196,890238195,1671161,1410596940,711748161,1538780457,776638330,530066295,11552461,289861075,1028666184,240744252,267272467,643411633,1275830969,18134611,134379917,881126364,2258277176,1500556809,548250294,1993961497,1001351570,37156663,1711320667,1152181160,490366458,2690876891,1966541858,3138714930,381799913,30950442,1597211673,244185585,988527602,1129407867
Issaquah Police Department,2018,Washington,38606,WA01706,36,22,0,28,47,0,133,90,0,16,2,1,0,0,2,2,0,7,295,256,583,1134,38,31,0,388,117,3,6,372,179,0,0,0,0,74979,79509,0,138021,49007,0,341516,911731,0,0,5647,243,0,0,809,272,0,6971,5646,32154,1422717,1460517,3632466,7245,43805,0,505642,350991,557,8550,174417,369311,138628,23317,150429,3094,15014,148418,0,928338,1219265,79615,14616,2720733,3768,9210,2444,534,1574,174,0,777629,52321,1452,971,850076
Issaquah Police Department,2017,Washington,38592,WA01706,50,21,0,21,23,0,115,103,1,5,0,0,0,1,4,3,0,8,255,219,471,945,56,33,0,316,95,5,0,263,177,0,0,69,0,118592,301817,0,285794,56973,0,763175,879436,0,0,0,0,0,19951,1586,3661,0,25198,5046,27210,910325,942580,2610389,6034,27326,0,335459,194442,4003,0,131240,244325,64778,33584,224549,6019,22808,237038,0,1145693,762349,72114,41705,2610638,3177,11998,1094,0,966,0,0,835606,80601,1485,3990,938918
Issaquah Police Department,2016,Washington,37308,WA01706,37,29,0,50,44,0,160,72,0,12,2,1,1,1,4,2,1,12,246,236,435,917,71,35,2,349,117,0,4,215,124,0,0,45,0,170412,380728,0,69795,193233,0,814169,1005283,0,0,8563,997,1549,825,3472,774,76,16257,4620,29597,1074324,1108541,2944250,12053,46116,603,294641,518099,0,5139,98454,133435,58953,25095,86955,5954,58691,582991,0,1107557,876577,94476,46999,2944250,5839,8754,27,0,653,13593,0,796517,49918,1484,4786,881569
Issaquah Police Department,2015,Washington,34999,WA01706,32,29,0,22,27,0,110,54,0,1,2,0,0,0,2,5,0,9,227,218,473,918,42,36,1,355,81,1,4,228,170,0,0,33,0,265314,143151,0,50088,40828,0,499382,580396,0,0,5163,0,0,0,760,10896,0,16819,4329,28267,658892,691488,1788084,10075,40013,514,266228,112009,819,1228,99673,161379,65876,41251,170200,3471,27226,116003,0,588168,677631,75233,23474,1788534,4940,5676,644,771,2278,58,0,320981,45833,5335,616,387132
Issaquah Police Department,2014,Washington,34372,WA01706,25,12,0,11,22,0,70,93,0,5,4,0,0,1,0,1,2,8,274,197,451,922,67,36,0,291,106,1,1,272,148,0,0,74,0,79989,75540,0,315437,28731,0,499696,822933,0,0,10042,0,0,129,0,19306,574,30051,4294,25860,897063,927217,2279897,32463,22869,0,333628,157270,64,0,99536,282417,56557,19252,51098,8945,22134,193068,0,812928,899315,86283,131345,2280927,8796,4349,322,1158,64,9685,0,703783,128502,6858,6798,870316
