agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Wood River Police Department,2023,Illinois,10309,IL06016,210041,1065001,3000501,4740000,1110000,2400100,12525643,2012603,132000,45032,20104,8110000,7229256,3810330,129,62282,4010000,23242101,2649002,1001001,205,3650208,2000060,9100023,6100000,100000,8530000,1,0,11,600003,3000141,510,1000058,1028528,74601402,456180827,500000100,10000000,103010,417400001,423109834,500028000,255100003,292801000,710001428,5242,10559000,164418,20000,200000,134100336,10004002,6000416,13603001,3,935062482,201000,24000004,33521108,603200000,3001421,501074897,20410000,99200010,810000500,121000,10900374,231821003,780001064,100100,81,194012000,991003710,520030014,390003001,6706,550000000,230000,952061201,10800000,47115024,494544005,540001000,527401354,4755004,102020,11551440,80,352122010,332050000,1,1
Wood River Police Department,2022,Illinois,10350,IL06016,4150058,1640806,73200,2350000,156001,1160613,9530678,704238,483000,70,167213,7540000,2051720,11850,7202567,41351,1096501,18111202,2936484,2002003,106607,5045094,60079,4200002,6300000,2,2307113,1960,6,5000014,1,4000780,1000840,1356,4029031,1097297297,990467476,416465354,10826017,4277223,984003526,894575354,1090098479,574722202,1650140689,21255664,22185110,13362291,104404099,937056520,104116,876036357,114529020,1464504929,336295792,108268,674872505,676756,83293080,1144551922,2082349,749955731,396888179,15617,3435854,711448258,520949244,68404507,659515583,489532473,316191,116660,22907677,506005587,385230457,1052619305,52059978,999527262,17241666,1988655392,640523714,109855254,367469358,990147432,849584019,52588130,110592,113428596,52,366263583,757977355,1,1.04116338383745
Wood River Police Department,2021,Illinois,9942,IL06016,1870023,10121002,7135300,810001,190000,10977102,31103428,417552,941001,24,115305,410010,56975,2871250,1899282,21299,90001,5464122,3624813,3900006,175307,7700126,10126,4100026,20000,5,9910000,100,0,17,100009,180,1001600,1001839,5039237,434502322,847034617,227315890,53259012,54315022,137299788,918034733,787139924,78714022,1049596941,697223013,3603,433517313,225233375,901897728,112561,150344641,34861309,1023960871,112448566,114888,411836637,820651,74002401,322503197,676941375,683126008,762565297,112466552,115259873,247402460,933323,71416126,393753385,708458522,123131,3486030,22490837,420895154,292377520,438553884,32612748,910878837,85230386,923271972,180704862,62036761,397467223,123695707,309664287,121081257,117453,882992823,90027,83874278,965933353,1,1.12448560525052
Wood River Police Department,2020,Illinois,9990,IL06016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.17731235192711
Wood River Police Department,2019,Illinois,10108,IL06016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.19183549339627
Wood River Police Department,2018,Illinois,10210,IL06016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.21343405628813
Wood River Police Department,2017,Illinois,10187,IL06016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.24307319386626
Wood River Police Department,2016,Illinois,10225,IL06016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.26955202032162
Wood River Police Department,2015,Illinois,10284,IL06016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.28556847539769
Wood River Police Department,2014,Illinois,10370,IL06016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.28709350845562
