agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Buffalo County Sheriff's Office,2023,Nebraska,15134,NB01000,4000000,9000000,418400,2310000,420000,100041,16248441,303400,109214,0,20711,10,238620,13310,5964,33216,3460770,3772601,2731001,0,357902,3088903,90012,3000000,0,0,267015,2694,102172,7000010,0,4000145,4600,155,30303,113400115,411043562,801039600,10150000,10001000,400000003,344002126,200000000,20000032,908904100,10002111,2203,45000000,136323,500002102,200200,98041914,216000006,61700324,40200001,545,126083086,59030,30000004,34200210,305400003,832001360,799057176,10000,40200161,400010799,1355,31098030,312064,160011000,1101600,10,0,1799108094,320000001,50000001,692,140084000,400000,161050313,424000,27789002,1210011,740002000,160050618,15780800,101640,278680698,316010,40152000,416010000
Buffalo County Sheriff's Office,2022,Nebraska,14983,NB01000,400016,7268001,5695900,0,100000,1910506,15374423,1245977,51500,0,7530,2000250,9607,5800,316112,514796,8170000,11024095,737250,1,160753,898004,9980002,3500000,6500000,2,3390063,5000046,3,9600090,300003,1000140,30,22,1110424,1212539718,677960956,208,10631840,1052,134205961,16659721,832941119,1020340118,395642653,312566114,157215879,10779166,85596,834065575,104220,110571559,43174447,101068319,260707312,104435281,535257437,12304,32276068,1196739230,903209235,891339973,282219612,520592104,43208280,135356729,1231,520711,3801334,1020341157,105928,70601290,0,751022427,736862562,884989920,235304919,583080779,21520847,1656490944,677068549,119649456,469669908,250922460,302542366,43130200,106865,760050249,11,1833603,1055760494
Buffalo County Sheriff's Office,2021,Nebraska,14962,NB01000,8,3364000,10402200,20000,100000,20001,13906209,166100,400000,100011,10050,0,22660,2020,4048,5031045,5814000,10883823,1611002,2500003,2502,4113507,1,300000,1000001,0,8900022,7,135,6000010,100003,1000100,670,100,4267,613969937,738935768,2406399,11244856,1158,43967389,12651653,1289897438,387722637,39356996,1012489152,0,146378789,23845,28562,112460,42730553,59935084,236818171,34071917,1832,65299886,134151,11694653,324976340,675815972,655575625,520661165,12369,127066880,909709375,247724,11469772,33734586,1000798767,112449,2,14057195,1015412672,1749699604,11244857,550998767,16533,1012037,423957386,246262,40688388,977178096,123693417,308109966,619594,113011,157540994,2,24269775,582483825
Buffalo County Sheriff's Office,2020,Nebraska,14262,NB01000,2950000,7245000,1126100,6910000,110000,4007008,22348108,485922,620175,30,21275,6710004,3368313,12520,5100,31882,60500,10209594,1020001,3840100,32502,4892603,10,3000001,3710000,0,8207004,1000000,65,7700011,100000,9000100,1003920,12,8015143,435606053,94924982,706387411,11947380,118,55451414,659428762,622445158,82411867,307985994,718577397,1295,11843762,171035,951853858,117849,41444096,15305061,215448295,135861860,553,596922895,264926,1152117868,168003026,1060758429,765371530,242635113,824153966,30727872,682842823,235462499,47445785,608887113,1259731280,119792,24,39441141,1136106562,247824255,800572402,15444,883036125,595720,94227128,530433372,16488261,82824401,474458072,540599299,13078177,117851,6311374,317886,1603499,8241186
Buffalo County Sheriff's Office,2019,Nebraska,14358,NB01000,0,8010800,382000,10001,700000,5800000,14902801,95500,367650,10,31355,8530015,60910,14020,2788825,30674,22500,11478299,30002,200000,513601,743603,1,2500000,5000000,100000,3285016,206,396,6000055,100002,1000100,5600,6,8554,281273499,191935611,835703130,12089980,476735389,39449768,834285569,119237182,11918416,315837122,250289221,17877652,11930273,596009849,600729425,238487,174007986,703182943,554561353,55420359,238486,997666034,1329,26220381,617370797,47673425,54943883,92988506,11918,87242489,38142398,1788,119194,149992521,846223462,119899,0,3576,853503225,667904620,1132243721,763,595941583,331330,191908070,302130,7252327,711528177,440981519,1929999469,32133794,122580,434269791,0,299889647,2141742566
Buffalo County Sheriff's Office,2018,Nebraska,15883,NB01000,7,5,0,5,3,0,20,8,0,4,0,0,0,0,0,0,0,0,30,19,46,95,2,1,0,16,13,0,0,12,51,0,0,0,0,8493,6107,0,2724,14782,0,32106,32684,0,0,0,0,0,0,0,0,0,0,659,2134,82623,85416,182890,4065,61,0,8580,4411,0,0,368,67932,1980,12788,4224,2002,425,0,0,38375,87833,910,1668,150206,269,431,303,425,0,0,0,14804,12615,0,12,28859
Buffalo County Sheriff's Office,2017,Nebraska,15962,NB01000,11,7,0,9,13,0,40,11,0,5,0,1,0,0,0,0,1,2,19,10,29,58,2,1,0,4,9,0,0,6,36,0,0,9,0,4208,5860,0,22992,10575,0,43634,98576,0,0,0,24861,0,0,0,0,1,24863,541,1147,66472,68160,235233,2995,124,0,7160,8596,0,0,271,49014,839,4090,10390,2300,1696,3538,0,126793,81492,1678,2418,235233,12,7,10,2051,0,0,0,101497,2798,0,0,106376
Buffalo County Sheriff's Office,2016,Nebraska,15871,NB01000,5,1,0,4,7,0,17,9,0,3,0,0,0,0,0,0,0,0,31,20,33,84,4,2,2,13,27,0,0,5,31,0,0,6,0,2488,11382,0,8931,18469,0,41271,68048,0,0,0,0,0,0,0,0,0,0,788,2552,70604,73944,183262,7540,140,851,4056,52907,0,0,138,8312,962,1546,24153,12105,5046,13180,0,75411,46318,235,4304,183262,328,190,508,0,1270,3,0,57003,444,0,0,59745
Buffalo County Sheriff's Office,2015,Nebraska,15897,NB01000,10,5,0,13,10,0,38,9,0,5,0,0,0,0,0,0,0,0,22,17,44,83,9,2,0,21,17,0,0,7,27,0,0,3,0,1928,22621,0,33516,12451,0,70516,78420,0,0,0,0,0,0,0,0,0,0,388,1928,119145,121462,270397,971,662,0,22446,15594,0,0,100,81689,2296,5394,16044,4982,2687,7212,964,104002,120061,4705,2050,270397,321,2405,0,2603,257,6428,0,72636,13513,3265,0,101429
Buffalo County Sheriff's Office,2014,Nebraska,15897,NB01000,12,11,0,12,6,0,41,3,1,4,0,0,0,0,1,0,0,1,34,24,31,89,16,1,0,17,22,0,0,7,26,0,0,1,0,4564,9461,0,21489,70201,0,105715,23811,0,0,0,0,0,0,232,0,0,232,879,2794,43595,47269,177027,7273,64,0,4398,27702,0,0,205,7626,650,7143,2888,3958,887,10276,0,37326,104540,2703,6656,177027,129,41,162,1512,0,521,0,18341,2983,0,798,24488
