agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Long Beach Township Police,2023,New Jersey,3160,NJ01517,2000000,9000006,300000,0,100000,600000,12000006,3800000,6000,0,43030,6000000,73,0,0,10000,0,6053103,10000,0,1,10001,0,0,0,100000,0,0,0,40,100001,100,0,0,380006,98000129,60060886,0,440100000,0,0,852,500000000,50000002,163000000,29064,10000000,500000,99933,549000,100,10000000,30000002,3000000,0,110,850000003,10000,10000000,54900000,1270000000,550100000,10048484,10000,10000000,35,0,380,100000000,1000,102600,0,0,100000137,11200000,110000000,234,500000000,1000000,60000000,200000,89060003,13,730000000,138301941,10800043,101600,13638300,0,1380,863500000
Long Beach Township Police,2022,New Jersey,3143,NJ01517,0,3170002,0,0,3300000,3300,6473302,0,700,0,20,8600030,0,0,0,0,0,8600050,0,0,0,0,0,0,0,300000,6000,0,0,10,300000,135,0,0,11,328174706,744507252,208232677,0,0,104116,1187,93704705,124939609,935069147,10419680,2082,562228,196381,0,208337,0,72881438,2082328,0,0,141598227,0,0,0,530993326,650727115,6,10412,0,0,0,780873,510170,374818818,106886,0,0,80,67779809,145762874,260291443,989105215,1874094,921429595,208233,143357786,406117,395642086,148056003,1214101,0,136829901,0,0,213178203
Long Beach Township Police,2021,New Jersey,3211,NJ01517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Beach Township Police,2020,New Jersey,3075,NJ01517,5000000,9300003,2,20000,100000,5,14420010,4822201,426500,20000,21885,9030000,8014240,0,4,42,20000,17086171,232000,2,10000,242002,0,0,480,1,4230000,0,0,10,1,100,0,0,2348,522726689,830127464,5651335,600429299,0,0,15787,570996491,105958114,620326114,5316,0,12503057,158632,1065526544,118,23663978,94184989,49800328,4,0,470962316,194257,11773124,9418500,706387411,376739953,1018387552,11773,0,2196,261363,236595,1153784,4297,122181,0,565109929,279,270781841,835891770,450,1094901665,824119,947736443,129869326,64181184,82411916,482698182,103240106,15799532,118909,52155306,0,2,531768443
Long Beach Township Police,2019,New Jersey,3060,NJ01517,2400000,3400000,1250000,0,100000,110000,7260000,0,10,0,800,3900020,33,0,0,0,10000,3910853,10000,0,0,10000,4500000,0,0,0,0,0,0,10,100000,100,1000000,1000100,0,243730892,518510596,595917747,0,0,0,2328,29795887,166856979,863961549,11268,1192,2318120,270895,1073843780,119184,0,238367101,1191838,0,250,1132244681,119,0,0,774693071,238367099,953468395,250285,0,119184504,1597,119184,10,202612,135452,11930,2384,92,2860406,1072654447,315,286040518,2383671,1412348896,476734,166302766,2336020,512490456,95696637,3539751,120375,24135148,11918,477926,1194862756
Long Beach Township Police,2018,New Jersey,3029,NJ01517,0,0,4,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,4,18,31,53,0,31,0,2,7,0,0,2,11,0,1,2,1,0,0,29826,485,0,0,30312,84940,0,0,0,0,0,0,0,0,0,0,98,2540,35639,38277,238469,0,16505,0,746,9328,0,0,200,11497,0,0,2745,0,0,29614,0,84940,36230,0,0,153529,0,0,124,0,0,0,0,84940,851,0,0,85915
Long Beach Township Police,2017,New Jersey,3067,NJ01517,0,1,4,3,0,2,10,1,0,1,0,0,0,0,0,0,0,0,5,27,55,87,0,44,0,9,11,0,0,2,21,1,0,1,0,497,0,0,0,0,0,497,3729,0,0,0,0,0,0,0,0,0,0,57,5079,93008,98144,102371,0,17990,0,12857,36599,0,0,296,30403,634,0,22432,0,0,3978,0,4724,70603,0,0,102371,0,0,0,0,0,0,0,3729,25073,0,0,28802
Long Beach Township Police,2016,New Jersey,3015,NJ01517,0,1,8,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,6,14,39,59,0,22,0,1,15,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2525,18627,21321,21321,0,6490,0,635,5123,0,0,924,8149,0,0,1397,0,0,1270,0,2730,15925,0,0,21321,0,0,127,0,0,0,0,0,0,0,0,127
Long Beach Township Police,2015,New Jersey,3062,NJ01517,4,7,8,4,7,2,32,0,0,0,0,0,0,0,0,0,0,0,0,9,62,71,0,26,1,0,6,0,0,1,37,0,0,0,0,4615,1170,4757,2192,4994,1683,19411,0,0,0,0,0,0,0,0,0,0,0,0,1971,59527,61498,80909,0,16323,129,0,1244,0,0,129,43673,5884,0,10168,0,0,2957,0,0,61900,0,0,80909,0,0,0,0,0,0,0,0,18641,0,0,18641
Long Beach Township Police,2014,New Jersey,3064,NJ01517,4,2,7,1,14,4,32,1,0,0,0,0,0,0,0,0,0,0,0,13,66,79,0,35,0,0,4,0,0,0,40,0,0,0,0,2626,2265,14924,2572,721,811,23918,0,0,0,0,0,0,0,0,0,0,0,0,2430,62006,64436,88354,0,13009,0,0,30890,0,0,0,20537,251,0,8344,0,0,32821,0,0,46938,0,0,88354,13,0,6,0,0,474,0,0,747,0,0,1239
