agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
City Of Coal Run Village Police Department,2023,Kentucky,1589,KY09805,0,0,0,0,0,0,0,0,0,20,10,0,0,0,10,1200,6000,7220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14351,0,0,0,0,14351,1000000,0,0,500000,0,10000000,100000,0,0,0,0,24,5217000,0,785000600,0,0,2100000,0,0,0,10000,2,570000000,0,200000,160000000,910000000,400000,4,1000,103417,0,1,200,0,1188000,0,400000,1,0,0,116000000,9387000,0,419,0,0,568010000
City Of Coal Run Village Police Department,2022,Kentucky,1627,KY09805,12,0,0,0,0,1,13,80000,55000,0,36600,0,15840,3100,3400000,158,10000,3465698,810000,0,1,810001,1,7500001,9560000,0,5840006,50,0,10,1,52058170,833223022,105157502,10411634,1041163,0,0,416465354,208232677,0,1874,3,10411634,1874,0,0,104116463,0,160651614,10411635,0,34106,0,10411635,203026862,0,937151162,624720178,10412,10,2711,0,10515759,27,0,0,0,0,0,0,0,57264090,90,8433423,832930707,78931,1884506,0,0,105,10412,104116,157861207,0,0,1020340116
City Of Coal Run Village Police Department,2021,Kentucky,1475,KY09805,0,2000001,0,0,100000,0,2100001,574600,0,3000000,141732,10000,0,1,4010249,10760,63800,4236542,4256000,0,3,4256003,2,0,0,0,0,0,0,10,1,29124177,11272,1012037045,11244856,1124,3373,0,2248971,0,112,6049733,0,11244856,11245,0,0,0,11244856,0,674691367,1,7997,0,115,1124485610,27999692,112449,823129699,0,11,1948,27,64,19,0,0,0,0,359835394,517263378,0,0,1,34859054,551013689,0,16,517263381,550997947,2,0,112449,2801656,0,11,0
City Of Coal Run Village Police Department,2020,Kentucky,1501,KY09805,0,106,0,0,0,0,106,55600,0,0,0,0,0,0,0,6360,31800,38160,450000,1,1,450002,20,1000000,0,0,0,0,0,10,2,176596853,2366574,0,11773124,24,117731235,0,1177312,0,0,3743856,0,11773124,0,0,0,2354625,11773124,1177312,0,0,3744,11773,15516977,0,117731235,2472356,12326,11773,0,0,124795,6,0,0,0,0,0,117731,659294918,0,118,37439,0,2354861,0,2356,659294935,0,135,11773,0,17659685,0,6,0
City Of Coal Run Village Police Department,2019,Kentucky,1486,KY09805,0,0,0,7,100001,7000000,7100008,344700,5000000,10,10010,0,364,10000,720,3250,0,24344,320001,0,3,320004,2,3000000,0,100001,0,0,11,8400010,100003,272334417,16513,595917747,0,1192,0,4295,0,0,0,0,0,0,98,0,238367,119183561,15493861,4,0,0,719868638,95347,0,684113573,977305105,0,95350264,684125492,4,286040614,0,357591,433828121,762778291,119184,20201612,0,953711589,581854088,0,477,0,0,238379017,238367,21417284,810448144,238367099,9773158,3861547,119184,29977278,0,29,719868638
City Of Coal Run Village Police Department,2018,Kentucky,1502,KY09805,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,4,7,10,21,0,0,0,2,0,0,0,13,6,363,2251,0,0,0,0,2614,0,0,0,1165,0,0,0,0,0,0,1165,87,982,22296,23365,27143,0,0,0,153,0,0,0,3609,19603,2657,123,2057,0,302,0,0,0,22004,0,0,27143,2170,0,880,0,0,0,0,0,2221,0,0,5270
City Of Coal Run Village Police Department,2017,Kentucky,1538,KY09805,0,0,0,1,4,0,5,0,0,0,0,1,0,0,0,0,0,1,8,6,11,25,1,0,0,3,0,0,0,14,7,0,0,0,7330,0,0,7330,0,0,0,0,56,0,0,0,0,0,56,174,978,50381,51533,58919,0,0,0,1742,0,0,0,4271,45520,1747,1662,5028,0,0,0,0,0,43167,6445,870,58919,1747,9,0,0,0,0,0,0,6607,0,0,8362
City Of Coal Run Village Police Department,2016,Kentucky,1582,KY09805,5,2,0,0,1,0,8,0,0,1,0,0,0,0,1,0,0,1,8,11,7,26,2,0,0,0,0,0,0,19,5,2220,18174,0,76,0,0,20470,0,0,0,0,0,0,0,324,0,0,324,176,1190,15320,16686,37480,4842,0,0,0,0,0,0,10106,1738,621,113,4492,1333,6,12696,0,0,17141,0,1078,37480,621,108,0,0,0,0,0,0,9722,0,0,10451
City Of Coal Run Village Police Department,2015,Kentucky,1615,KY09805,2,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,12,8,19,39,0,0,0,0,0,0,1,26,12,0,2700,0,1054,707,0,4461,0,0,0,0,0,0,0,0,0,0,0,387,1270,52054,53711,58172,0,0,0,0,0,0,391,5872,47448,1382,165,7436,0,1543,36298,0,0,10062,0,1287,58172,1111,46,0,0,0,0,0,0,3731,0,0,4888
City Of Coal Run Village Police Department,2014,Kentucky,1644,KY09805,2,1,0,1,1,0,5,0,0,0,1,0,0,0,0,0,0,1,19,19,11,49,2,0,0,0,3,0,0,34,10,297,1480,0,322,86,0,2185,0,0,0,15188,0,0,0,0,0,0,15188,623,2165,8793,11581,28954,681,0,0,0,3812,0,0,3623,3465,1476,103,18453,0,64,469,0,0,8387,0,3,28954,1342,67,15188,0,64,82,0,0,2743,0,0,19487
