agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Shenango Township Police West Middlesex,2023,Pennsylvania,4255,PA04311,0,9000000,0,0,0,20000,9020000,55001,0,0,2120,10000,522280,0,0,1322,33000,568722,15990,1,72900,88891,0,0,5,0,1,0,0,0,0,0,0,0,502,0,73000,50000,10221000,0,0,221,801000000,0,0,300000,0,10000000,0,730000,0,0,0,222800000,20000000,0,221023391,0,10000000,2,0,0,869010073,0,100000,10002869,50000,21000010,0,210001000,100000,0,5000000,0,500000000,0,0,7690,0,500,10000,0,0,100,0,20221000,100000,222,0,0,501000770
Shenango Township Police West Middlesex,2022,Pennsylvania,3487,PA04311,5200000,1010000,2000000,0,500000,0,8710000,0,137084,0,215031,4150000,5195,10,30,5002934,14413,9387613,4000,0,113990,117990,0,0,0,0,1190000,0,4,10,10000,100,0,0,0,16658762,1478462745,0,10536573,0,0,551817031,209273840,32276065,696017722,755385,0,10411634,59742,416465354,208,0,210419121,492678513,10411635,0,437310999,0,761093,157528020,0,104241,64554368,10412,0,10412701,0,312349,0,20823,104116,11,0,194,10411634,41646538,610,41653823,312349,541404960,124940,5747222,2,520581692,193698374,21281381,105678,1562166,10,0,437288621
Shenango Township Police West Middlesex,2021,Pennsylvania,3615,PA04311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenango Township Police West Middlesex,2020,Pennsylvania,3648,PA04311,500001,8000000,0,0,110000,1,8610002,0,0,44000,0,5000000,0,10,174,10000,10000,5020184,0,0,10000,10000,1,2500000,0,0,0,8500,0,10,0,10,0,44,0,236639783,48940,1059581117,11773124,1177,0,824,105958,1,0,0,20485235,0,11779,943027,0,471,23546248,2354625,0,0,1059583476,0,23546248,117734,117731235,824,56546431,1189085,51801743,2411,0,11890855,1177,1177,118320,0,0,0,0,588656176,1177,23593,0,294328088,117731,0,101,1165540406,588756,2,119780,107123769,11773,0,1059581117
Shenango Township Police West Middlesex,2019,Pennsylvania,3675,PA04311,1000000,0,0,0,5500000,39900,6539900,1267901,0,0,10,10,2131074,0,0,1310,0,2132404,599000,1,2,599003,260010,13,0,1,1000001,0,0,10,1,0,0,0,107290,20380387,84400,119183549,0,0,0,60426,24,35755066,248259369,0,25028545,268162986,161851,953527988,119184,238367,11918356,2383731,11918355,0,834298325,0,0,1191835,0,0,12632,11918,0,0,96205,119358,0,0,120149,0,23836710,60641,941550040,95346839,213,321804534,0,120018,95585207,8962603,1179917143,7,95442189,0,2384,13730494,0,6,834284845
Shenango Township Police West Middlesex,2018,Pennsylvania,3720,PA04311,3,0,1,0,1,0,5,0,0,3,0,1,0,0,0,0,0,1,5,5,13,23,2,0,1,2,2,0,0,2,14,0,0,0,0,0,243,2124,194,0,0,2560,0,0,0,0,50,0,0,0,0,0,50,136,751,32322,33209,35819,4613,0,49,2973,16380,0,0,18,9176,0,1287,2921,3129,115,18019,0,849,5009,1031,3457,35819,0,0,0,0,0,0,0,0,15,0,0,15
Shenango Township Police West Middlesex,2017,Pennsylvania,3761,PA04311,6,1,0,1,5,2,15,0,0,0,0,0,0,0,0,1,0,1,2,10,14,26,1,0,0,4,3,0,0,1,17,0,0,0,0,12,12166,0,435,373,0,12986,0,0,0,0,0,0,0,0,454,0,454,39,1150,18465,19653,33093,124,0,0,1247,926,0,0,1,17355,768,1,2378,7554,301,2118,0,6340,9251,870,3512,33093,443,1,16,0,12,0,0,1243,958,0,4,2678
Shenango Township Police West Middlesex,2016,Pennsylvania,3810,PA04311,4,1,1,0,1,1,8,1,0,1,0,0,0,0,0,1,1,2,9,8,22,39,2,3,0,10,5,0,0,4,15,0,0,0,0,5745,1742,13,1270,0,825,9594,1270,0,0,0,0,0,0,0,146,2752,2898,331,816,47868,49016,62778,1371,324,0,1953,19758,0,0,39,25571,2003,33,6123,3586,18,10412,0,5078,31173,813,3540,62778,0,6,0,0,0,0,0,0,749,0,150,905
Shenango Township Police West Middlesex,2015,Pennsylvania,3840,PA04311,3,1,2,1,1,2,10,0,0,1,0,0,0,0,0,0,0,0,2,1,9,12,0,0,0,2,4,0,0,1,5,0,0,0,0,543,2695,386,103,1928,643,6297,0,0,0,0,0,0,0,0,0,0,0,53,129,37571,37752,44049,0,0,0,514,27063,0,0,51,10124,386,111,16134,0,0,321,0,643,23341,1157,1957,44049,0,0,0,0,0,0,0,643,1440,0,0,2083
Shenango Township Police West Middlesex,2014,Pennsylvania,,PA04311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenango Township Police West Middlesex,2013,Pennsylvania,,PA04311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenango Township Police West Middlesex,2012,Pennsylvania,,PA04311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenango Township Police West Middlesex,2011,Pennsylvania,,PA04311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenango Township Police West Middlesex,2010,Pennsylvania,,PA04311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenango Township Police West Middlesex,2009,Pennsylvania,,PA04311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenango Township Police West Middlesex,2008,Pennsylvania,,PA04311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenango Township Police West Middlesex,2007,Pennsylvania,,PA04311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
