agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Lisbon Police Department,2023,Ohio,2527,OH01505,1,0,0,0,100000,0,100001,100,0,10,0,0,0,0,1,0,0,1,1001,0,10000,11001,0,0,2850000,0,5,0,0,10,0,100,10428,601000000,0,1000,2000000,2,0,0,100,100000000,1000,0,10100,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,10000,0,2000000,0,100000,0,0,100000,10,0,0,10000001,0,200,0,0,10,42850,10000,2000000,10000000,0,1,0,85710100,0,10000,2000000
Lisbon Police Department,2022,Ohio,2566,OH01505,0,0,0,0,100000,0,100000,5000,0,0,0,0,0,0,0,0,0,0,50000,1,0,50001,0,0,0,0,56000,0,0,1,0,0,0,0,0,0,0,0,0,1,104,0,2082,0,20828,624698030,0,0,0,0,0,0,0,0,0,0,0,0,0,10412,0,0,52058,0,520602515,0,562,0,0,0,520581693,583052536,104,1,0,0,0,10412,583051,0,583051,0,0,0,0,0,0
Lisbon Police Department,2021,Ohio,2606,OH01505,0,0,0,0,100000,0,100000,0,0,10,10,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0,3000,0,0,100000,0,0,0,0,11244856,0,1124486,1,0,0,112,0,1124,0,11245,337345682,0,0,0,0,0,0,1124486,0,0,112,0,0,11245,11245,0,1124486,0,11244856,1158220,0,1236934,11,0,0,2,33735693,225,0,0,0,0,0,1158220,0,33735,2,0,225,0,0,1135730
Lisbon Police Department,2020,Ohio,2620,OH01505,0,1000000,100000,600000,0,268000,1968000,0,259000,10,0,0,2680,900,0,10026,0,13606,0,0,10000,10000,0,6000000,0,0,0,0,0,10,0,11773124,11785,0,11773124,0,1177312,1059581118,941849882,0,0,0,20,11773124,0,118,0,235462470,1,10242735,2,118,1212662,0,0,118,706387411,235462470,1189085,3532,1177312,707564745,0,0,0,0,117731,0,0,0,0,0,0,214,0,0,0,0,1,0,0,1178,118909,1177430,0,1177312,1177312
Lisbon Police Department,2019,Ohio,2648,OH01505,0,1010000,0,0,20000,0,1030000,0,0,10,0,0,0,0,110,20000,0,20110,0,0,0,0,0,0,0,0,0,80,0,10,0,119,11930,0,0,1192,2383671,2,0,0,0,0,0,11918355,0,0,119184,14,0,119,0,0,2395589,0,2145304,1191839,0,1,716293132,11918,1191835,2383672,1,0,0,0,119184,12,0,1072651944,1,0,119,0,0,0,0,1072652,2385816,119183549,0,1,119184,1191955,0,119184,2383671
Lisbon Police Department,2018,Ohio,2653,OH01505,2,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,10,3,3,16,0,0,0,0,1,0,0,8,7,0,182,0,0,0,0,182,1820,0,0,1,0,0,0,0,0,0,1,133,453,6053,6639,10462,0,0,0,0,24,0,0,346,6269,21,301,4907,0,848,0,0,1820,138,607,0,8642,0,0,90,0,0,0,0,1820,1,607,0,2518
Lisbon Police Department,2017,Ohio,2680,OH01505,2,3,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,13,3,3,19,4,0,0,2,0,0,0,8,5,249,186,0,199,0,0,634,1057,0,0,0,0,0,0,0,0,0,0,93,472,2799,3365,5056,0,0,0,149,0,0,0,1221,1995,0,106,323,0,224,0,0,1057,2538,0,808,5056,0,6,0,0,0,0,0,0,372,0,622,999
Lisbon Police Department,2016,Ohio,2709,OH01505,2,1,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,25,2,6,33,5,0,0,4,1,0,1,16,6,0,508,0,0,0,0,508,9522,0,0,0,0,0,0,0,0,0,0,361,140,3656,4157,14186,0,0,0,154,381,0,36,2430,1157,48,99,170,0,0,0,0,9522,4347,0,0,14186,0,22,0,0,0,0,0,0,992,0,0,1013
Lisbon Police Department,2015,Ohio,2737,OH01505,1,1,0,1,1,0,4,1,0,0,0,0,1,0,1,0,1,3,9,7,4,20,1,1,0,3,3,0,0,3,9,231,257,0,0,399,0,887,3857,0,0,0,0,39,0,643,0,297,978,86,976,1967,3029,8751,0,1,0,400,284,0,0,28,2315,193,36,2004,360,33,64,0,3857,1522,129,553,8751,9,1,14,0,0,0,0,0,604,0,0,629
Lisbon Police Department,2014,Ohio,2755,OH01505,2,3,0,2,1,0,8,2,0,1,0,0,0,0,0,0,0,0,10,6,9,25,3,2,0,1,3,0,1,3,12,1140,14,0,0,450,0,1605,11584,0,0,0,0,0,0,0,0,0,0,13,781,30417,31211,44400,64,386,0,129,645,0,1,109,29876,0,6,16614,0,3,0,0,11584,13865,1426,902,44400,0,0,0,0,0,0,0,0,0,0,0,0
