agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Monroe County Sheriff's Office,2023,New York,251227,NY02700,11810131,9735346,18420218,8120045,5720020,13818758,67624518,2127632,2051980,7634010,2130132,255009,8179716,3339570,7547502,9419931,9746675,40618535,11115455,7418235,3777591,22311281,18003394,13200561,6094382,400244,20660647,7258753,630486,11504792,4500045,8016461,3020890,5022629,13098669,832413148,1220954189,682297001,583450242,435572703,1387901254,1140211823,1864300425,1931001213,1456305958,201789356,367657223,433194002,757379873,53698204,181601109,1972011672,608876199,962050534,2534786874,201924918,713730794,2388930,1233745656,1443419709,1448639785,711389891,917170806,1602574001,305207551,1389011003,207076792,380231908,2285143307,1060710033,89649010,891302107,917230000,1834248723,728460053,1001025011,1328025805,120861960,189908571,839555022,1177606781,516536207,2511087917,1135026263,1066733894,830172100,568107498,2072103011,264380594,522814579,1030600819
Monroe County Sheriff's Office,2022,New York,252369,NY02700,4810331,7708879,13364448,12760048,21565015,19140614,79349335,4977417,8246306,10272469,1944342,3832776,7846713,224630,9188314,4707211,14574912,42318898,1197643,13748251,4750962,19696856,15402553,16200359,18762044,1501619,29281595,12989976,504575,11303979,2800245,3117600,3025435,2045285,22640554,796070943,1768333251,872974410,847392789,1086525877,1559039811,888153195,771675525,2974605126,1227231409,687942519,611757629,208072399,778257343,165884502,1251375939,996017569,702184200,771702943,1368076336,522356718,100039983,6177073,1262259165,1180547881,1207057272,1136459310,739304541,2127341467,1658280726,1876587051,217225286,1514044264,688028478,979301361,149418055,244049754,968475603,2223820901,789847541,461292652,1660958882,625302453,796922477,1698242754,760489798,1331282653,2238014119,1686701610,2589938493,970285212,80114754,1628454958,46754979,505753440,1378668571
Monroe County Sheriff's Office,2021,New York,260533,NY02700,5420062,14029129,15454743,8020028,18400003,4883876,66207841,3898975,11935280,11817335,3881946,3791322,12257588,884070,1217613,2591093,4296061,28919693,1536303,13357926,3328501,18222730,1411062,13000329,13001025,100013,13619250,7123358,103376,7302246,6600045,11075411,7041976,9026541,9062987,910952746,2394782719,476829014,237708409,731046357,970206622,2042964695,2137939775,2089295535,1237287701,198057592,1090795784,713798611,2102643495,960457792,788827230,2188485649,2395791418,1597285869,2766009863,564503011,839632036,22008238,1168175378,1392376853,1657651738,1458593246,539660008,806327023,1292599808,1695994908,1354409830,536330780,2756114241,1912093120,21375628,59023749,330644872,1077610875,1407396128,134966392,1414693116,900037452,191692580,1962755362,1293596482,601430389,2574712514,1868912203,3448835958,918631507,345857248,1428296774,161605048,91051535,1256207875
Monroe County Sheriff's Office,2020,New York,236185,NY02700,900385,25647839,6517846,3160027,18220011,15062867,69508975,694224,9469859,6639566,3213397,4962396,9910584,6191572,8501111,1019878,11579127,45378065,7733828,9070140,2487881,19291849,14121739,14200431,15610383,10700151,24573284,13190210,211622,7800059,11200061,4001711,2018297,2029379,8201649,2335453262,468296665,256327523,1487847336,232003422,1229470820,1680725953,1437718334,1727470587,1615779659,1583752349,1942521991,292022940,2278202949,38574640,237820875,1192062737,1504952727,1766217478,2783909703,472345606,1220153731,2124647979,1943813632,1082254426,2499629812,784707091,1540614434,2272754403,1498981072,2067600477,719189037,1778440976,610188847,1330476268,136737271,98175966,1193414453,984409184,2958915641,741744472,2631619903,365375392,306939106,1043495039,1163752955,178241585,2815402123,671100027,4459820998,938866000,10768958,769267730,1191737,900899141,1531096245
Monroe County Sheriff's Office,2019,New York,237054,NY02700,8900360,17164078,11362720,7890041,1824007,9676298,56817504,4769994,8169476,8523674,1779614,5750564,5910226,8712160,3575277,9363619,15894632,50986092,5669625,7800048,1337386,14807059,7021545,26600237,19160610,6100136,5188175,13330135,412919,12805423,2700061,3035730,5076340,1018798,17651726,1263281138,2342237243,371883681,570191262,981802745,1614954473,739527671,2845293068,1405175571,2708127934,649156787,1472258964,776153086,158828083,706274571,241230007,2199674143,1458803313,817014613,3656685003,241484594,506477402,4151634,1714872688,1206429571,1107975941,1164335688,897827492,1095261063,1244471672,1086189375,1200998785,795814862,2083071173,1573588826,37897222,912558614,700819531,2266582222,2341850175,691294405,2436319739,327038756,296035195,1358911579,658515584,2309717847,2477656865,840273934,3390795395,1613567089,10790032,2271662889,859606388,956610078,441195721
Monroe County Sheriff's Office,2018,New York,228701,NY02700,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,2,5,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,109,73978,74182,74087,0,0,0,0,880,0,0,95,73208,28,52,73693,0,0,0,0,0,0,880,0,74087,0,0,0,0,0,0,0,0,0,0,0,0
Monroe County Sheriff's Office,2017,New York,243615,NY02700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe County Sheriff's Office,2016,New York,237407,NY02700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe County Sheriff's Office,2015,New York,240366,NY02700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe County Sheriff's Office,2014,New York,242949,NY02700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe County Sheriff's Office,2013,New York,241865,NY02700,308,160,3,104,61,0,636,100,2,16,1,2,10,4,16,13,10,56,640,744,1485,2869,93,63,4,512,362,6,9,982,838,73,0,73,0,631382,1257840,6605,418621,241759,0,2556207,629450,0,0,4316,118,9402,3270,3661,5745,13194,39705,106933,12793,3818854,3938580,7163942,115681,39488,1733,437261,987516,1809,6180,321540,2027373,158763,77564,1873309,30282,50184,1481112,3924,1016289,1831892,427194,213429,7163942,54289,24834,19150,5066,7280,15894,0,550209,184547,27140,22126,910536
Monroe County Sheriff's Office,2012,New York,240044,NY02700,366,194,0,100,74,0,734,111,2,27,7,4,3,6,21,10,5,56,779,742,1546,3067,105,68,4,743,366,2,6,905,868,91,0,91,0,508210,1169141,0,92862,215504,0,1985717,890472,0,0,20928,1127,1062,942,11433,19774,8932,64197,107494,14914,5768974,5891382,8831768,60882,41353,1046,522245,723006,2191,1088,492358,4047212,130010,84821,3509653,52550,63590,1274274,0,1103337,1823134,506459,283940,8831768,33813,12648,803272,3002,3464,98686,0,731896,191444,24130,12212,1914567
Monroe County Sheriff's Office,2011,New York,239249,NY02700,298,141,0,64,71,0,574,109,3,16,5,2,1,10,19,12,11,60,760,802,1393,2955,113,43,3,681,349,3,12,817,934,63,0,63,0,349159,1169524,0,96129,165838,0,1780650,987449,0,0,7483,318,1780,2131,13035,2652,27967,55366,14890,116919,4097213,4229021,7052486,93659,27183,504,454995,791871,377,1191,331651,2527591,116587,121713,1677893,99286,31355,1475561,0,1073643,1715114,438111,303222,7052486,31997,14490,39430,1844,2110,22443,0,635047,108414,19678,12958,888410
Monroe County Sheriff's Office,2010,New York,238180,NY02700,329,165,0,81,96,0,671,89,1,18,2,2,0,6,8,13,10,41,816,808,1563,3187,104,55,3,854,326,2,7,851,985,68,0,68,0,702227,749618,0,289481,310784,0,2052110,804425,0,559,10399,279,0,1063,9040,3186,22715,46683,17566,126205,4699770,4843542,7747319,105660,24127,1389,607778,348624,464,1695,279098,3474707,125228,71339,2836159,26785,26726,884828,0,1087214,1925112,473913,290015,7747319,48417,16096,40676,2227,3657,34805,0,620929,69243,20125,15743,871918
Monroe County Sheriff's Office,2009,New York,238819,NY02700,264,143,0,91,97,0,595,120,1,28,3,1,6,3,14,13,7,47,892,856,1781,3529,110,63,3,1127,299,3,10,924,990,108,0,108,0,351316,808591,0,159709,236410,0,1556027,1342589,0,0,5015,169,4035,899,25012,28579,39549,103258,20030,135699,9158082,9313811,12315685,80294,52708,1496,791474,825505,1140,8526,302798,7249870,169837,126654,5135494,48238,41536,928684,1,1734993,3236053,550318,343877,12315685,47297,18204,72661,5271,882,24020,0,1043942,79807,41459,14950,1348492
Monroe County Sheriff's Office,2008,New York,237277,NY02700,252,150,0,91,95,0,588,137,3,16,3,2,3,3,21,12,7,51,819,728,1507,3054,145,74,9,649,295,3,4,775,1100,125,0,125,0,290972,976177,0,297588,297561,0,1862298,1404137,0,7076,12284,1519,1019,58,31057,18139,17621,81697,15959,109923,5210999,5336882,8692090,142343,26207,2587,585953,410104,3380,374,325035,3840899,132369,70205,2900983,47703,31794,721778,0,1726970,1951180,422896,686212,8692090,38021,21380,75376,7903,1986,42955,0,1314500,109486,25900,12457,1649963
Monroe County Sheriff's Office,2007,New York,234942,NY02700,273,170,0,84,78,0,605,161,1,20,1,2,4,2,15,15,5,44,855,733,1499,3087,163,75,7,797,343,3,5,780,914,169,0,169,0,304085,569337,0,194577,232979,0,1300979,1364297,0,29,1763,586,601,588,34839,2857,10944,52178,19040,114135,6361476,6494650,9212134,267255,119991,2028,770389,436414,37,1952,266675,4629910,161593,94066,3779228,32803,66358,500500,0,1914623,1986505,432364,244092,9212134,47665,17967,51486,5399,4886,49261,0,1705501,109363,19025,11279,2021832
Monroe County Sheriff's Office,2006,New York,234291,NY02700,348,171,0,80,76,0,675,193,1,19,7,6,3,4,15,23,10,68,906,728,1446,3080,207,51,3,735,414,2,5,783,880,198,0,198,0,241593,1152716,0,134375,204000,0,1732684,1529898,0,0,9394,12950,9491,1685,6957,6694,14348,61520,18880,116086,5343597,5478563,8802665,227206,19156,381,871570,683244,2152,1483,225686,3447684,122783,83812,2985681,31236,68994,947876,0,1943102,1782141,465118,371922,8802665,43302,18773,117611,2907,3786,45222,0,1374004,103616,18786,22383,1750391
Monroe County Sheriff's Office,2005,New York,233687,NY02700,65,75,180,52,34,196,602,179,2,27,6,5,14,3,10,9,6,53,1112,719,1477,3308,284,72,7,674,689,3,10,837,732,159,8,167,27,82069,276148,363186,136510,136341,348272,1342526,1268029,0,187,10763,3665,20675,243,20115,8149,1726,65335,33659,125637,3927704,4087000,6763077,264462,36279,2704,725871,1267354,476,1674,221995,1566185,148157,57095,1426952,41236,76431,657183,5773,1581313,2476301,35505,257130,6763077,48019,12348,42852,6569,17197,63207,0,1449717,137986,95,17336,1795326
Monroe County Sheriff's Office,2004,New York,232279,NY02700,36,108,179,94,33,359,809,301,4,15,6,2,6,0,8,21,4,47,1365,985,1775,4125,482,95,14,763,836,3,1,1079,852,294,11,305,62,54138,341230,479540,135265,56403,1154447,2221022,2830621,0,226,8455,1726,6921,0,2794,72891,198209,290996,35041,169227,6836144,7040412,12383276,469600,47764,1152,710448,1363969,924,66,274427,4172062,195328,152190,3025721,30694,222610,817097,1613,4202535,3330285,41139,364067,12383279,83303,28800,266180,7490,18679,80299,1613,3409524,207211,1774,49937,4154811
Monroe County Sheriff's Office,2003,New York,231751,NY02700,118,100,125,107,80,242,772,323,4,28,6,3,5,11,17,20,8,70,1464,1050,1720,4234,419,84,17,941,876,4,2,1129,762,264,7,271,74,79931,494174,346266,226673,122205,574918,1844167,3953670,0,0,19182,4222,1463,44766,23650,7351,1961,102595,40424,194820,4050797,4286040,10186472,250396,43917,2297,854938,936934,855,152,249104,1947448,218598,113807,1355459,21819,131909,553921,2319,4800879,2361462,59697,566602,10186472,63738,29177,154585,2682,33066,54960,663,3908097,127865,12489,66347,4453667
Monroe County Sheriff's Office,2002,New York,229470,NY02700,233,110,21,127,182,19,692,297,0,30,7,7,1,24,10,4,10,63,1411,1059,1554,4024,438,118,3,819,829,7,1,1124,685,280,0,280,61,277229,774837,82359,733637,336458,50700,2255220,3981396,0,0,276717,977,2329,45236,28110,1016,60087,414472,44556,231885,887220,1163661,7814749,160181,37581,490,283076,235347,1137,0,216939,228910,140697,105475,699788,28716,70916,427077,730,4125526,1313805,240224,661794,7814749,66090,32265,22575,308,7774,36386,730,3530820,74490,14724,74080,3860243
Monroe County Sheriff's Office,2001,New York,227720,NY02700,223,121,0,130,196,1,671,338,1,14,7,2,5,12,14,4,10,54,1503,1087,1710,4300,394,129,19,948,827,6,0,1200,777,269,0,269,70,179842,600984,0,493804,308965,12132,1595727,3699376,0,0,35193,3163,2404,5693,21646,3743,3022,74863,57192,265199,2652342,2974733,8344699,187946,41802,11034,410521,411208,349,0,1391021,520852,1284353,141765,721530,30522,65772,328491,0,3792473,1026313,334369,619110,8344699,69090,36057,28915,9943,11320,47006,0,2812182,223605,72752,140564,3451432
Monroe County Sheriff's Office,2000,New York,227301,NY02700,213,72,18,203,191,34,731,223,2,24,5,7,1,22,22,4,11,72,1644,1142,1668,4454,349,135,27,904,999,5,2,1326,707,277,23,300,58,104520,590466,12836,395118,561951,105501,1770392,5104157,0,0,8847,41048,62,10760,36669,35,6970,104391,76883,361427,4899102,5337413,12316353,311533,67769,4625,1328734,1763877,5508,1378,323454,1530533,286223,136328,1411306,31872,158823,775365,0,5104157,3063106,613174,735999,12316353,86948,40512,267115,9661,41857,93865,0,3593424,157312,3964,57985,4352643
Monroe County Sheriff's Office,1999,New York,221147,NY02700,243,114,19,120,186,19,701,242,3,16,11,1,3,13,7,0,1,36,1567,1160,1697,4424,146,158,37,1226,586,2,11,1316,942,319,6,325,38,263760,693728,72091,469922,395601,40888,1935991,5311440,0,0,40669,0,3294,1558,2982,0,1893,50397,80129,383801,4768648,5232577,12530405,145329,85609,3379,1118445,1105940,2,2672,510487,2260715,223301,124934,2248170,52273,64780,698727,0,5311440,2830140,428208,548430,12530405,132391,42498,214487,17054,10315,48277,0,3605157,171858,25064,31111,4298212
Monroe County Sheriff's Office,1998,New York,212628,NY02700,227,126,11,154,180,16,714,283,1,20,7,5,5,16,20,6,10,69,1671,1184,1827,4682,112,87,15,1483,815,4,6,1262,898,410,0,410,0,305314,761431,21797,390828,272243,60612,1812226,6002810,0,0,15556,2120,1680,6780,43574,518,3525,73753,87606,411707,5570382,6069695,13958483,162121,41348,2714,1448225,1961554,664,2047,230344,2220679,293616,88611,2826456,50167,107949,840212,116,6002810,2464177,699213,585156,13958483,69889,30921,317118,7449,12122,61986,116,4975902,178645,21418,26930,5702496
Monroe County Sheriff's Office,1997,New York,211914,NY02700,240,120,5,145,163,3,676,255,3,20,4,8,2,9,19,3,7,52,1719,1122,1767,4608,123,161,13,1220,1133,10,20,1417,511,355,38,393,0,199343,612020,16276,294209,350532,5647,1478027,4786906,0,0,21441,2001,285,621,24421,2847,4292,55907,76612,378026,7142540,7597178,13918018,312105,70655,9195,1252746,3043812,12189,7868,285105,2603502,177625,70845,3993986,54516,83960,726179,1025,4328927,3139279,724298,617377,13918018,75520,29981,125463,9833,13138,123717,0,4242676,765561,56264,43721,5485874
Monroe County Sheriff's Office,1996,New York,212475,NY02700,257,88,16,129,127,1,618,359,1,9,2,6,5,10,10,5,8,46,1928,1321,1899,5148,149,221,23,1146,1189,8,12,1578,822,310,6,316,0,335490,775450,9152,297114,345534,0,1762739,4767415,0,0,0,214,3168,12532,30371,0,40756,87041,93864,428950,5909210,6432024,13049220,148133,131151,2613,988669,3036193,5265,2304,431915,1685782,249148,103086,2508810,48723,281944,772959,19523,4885372,2898764,483146,797572,13049047,83900,18018,71015,6100,150167,99867,0,2441069,367814,14201,41862,3294012
Monroe County Sheriff's Office,1995,New York,211903,NY02700,250,112,9,197,31,38,637,290,3,18,0,1,5,8,7,13,7,41,1881,1195,1679,4755,308,216,9,1006,746,29,21,1460,960,254,13,267,4,157254,581076,6929,50381,862870,96447,1754957,4694023,0,0,0,336,1466,2322,890,1638,1578,8228,96649,392884,5742945,6232479,12689688,208086,102866,150,885079,2355217,6805,7684,544300,2122293,234106,244126,2141183,25715,133869,1132514,4575,4152411,2941102,668279,1011808,12689688,84450,21161,388659,2939,7716,36552,368,2118208,141226,431642,71011,3303932
Monroe County Sheriff's Office,1994,New York,213676,NY02700,90,71,122,23,53,164,523,314,3,11,1,4,3,8,15,22,5,58,1445,1142,1668,4255,119,198,5,354,1289,0,0,1206,1084,136,67,203,25,114974,561389,367572,150450,57197,446917,1698499,3767487,0,0,0,448,497,9320,4317,52753,3651,70986,74031,259884,4064599,4398514,9935486,95889,106239,5709,470530,2248294,0,0,467613,1004240,683029,133791,1477646,75063,118199,873561,2056,3393963,1937238,391724,849215,9935486,216941,21622,44277,4288,3676,37643,0,2181293,102541,15294,40784,2668359
Monroe County Sheriff's Office,1993,New York,208853,NY02700,205,112,139,37,103,122,718,457,0,17,4,0,2,0,5,47,0,58,1645,1132,2024,4801,214,176,14,762,1123,26,26,1252,1208,183,34,217,15,280843,549456,228259,272731,73721,158077,1563087,4111532,0,0,18338,0,378,0,3858,500502,0,523076,85643,284072,4639168,5008883,11206577,168349,99619,6767,847433,1876961,7344,54691,411620,1536099,239693,73504,2498978,62034,188826,810278,0,4111532,2006110,352497,863126,11206577,40131,18028,34991,2700,875,24891,0,2236393,110969,8642,17929,2495549
Monroe County Sheriff's Office,1992,New York,202981,NY02700,119,90,239,11,102,198,759,352,3,22,8,8,2,5,12,18,4,57,1471,1038,2107,4616,159,190,23,1078,127,4,2,1212,1821,103,159,262,92,234870,279949,893595,262436,8302,487087,2166238,5369184,0,2139,16113,2740,949,274,21548,17494,3692,62809,96952,262924,3893083,4252959,11853330,144103,95547,1798,1014686,200777,999,135,428317,2366599,345948,125818,1112161,155838,163147,805735,0,5369184,2304198,444751,1026551,11853330,96147,37359,81593,36868,8360,71346,0,4294835,269793,79078,83704,5059083
