agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Lago Vista Police Department,2023,Texas,10066,TX22721,15,3010001,500000,0,100000,130051,3740067,4871684,0,0,2117,74,86310,3130,0,12773,94550,198954,2480000,300100,710002,3490102,0,0,0,1,110001,7416,460450,10,100000,100,1000000,210,486640,560700214,35062552,304822900,10000000,100,35200000,30285,102059000,160000020,784000000,5943746,0,10086000,714160,100,0,150951,50000002,181100200,20000000,100,285049110,800,35941001,52100002,111000006,946000385,294093804,11000,100000,100002294,10,30100486,9,0,100100,5284002,1000,170004400,640000000,1000,150,83150,200000,260482540,100000,13696001,30000231,230000052,50000813,25002,101000,230276430,0,0,285000000
Lago Vista Police Department,2022,Texas,9637,TX22721,5800000,8000000,0,10000,100000,36000,13946000,728700,0,0,3038,0,26361,3610,4,110265,30000,173278,807000,2,50002,857004,0,100002,7000000,100001,2000000,0,5,5000010,200003,100,0,0,73113,245298322,123976149,1041163,10412,1041,21864436,635135016,624698030,20823269,41646535,416465477,208,10530326,31394,0,104116,15825683,20823269,44770259,20824309,104116,366535507,108,0,1041167,208232677,15617472,955795433,11453,6455213,4079,140557,416540,1054,312349078,105158,1,0,119734376,907894471,312350056,10412084,312377252,0,582010332,312460420,10561562,333172307,510170072,224163645,25550152,105158,39050759,0,52133,365458759
Lago Vista Police Department,2021,Texas,8158,TX22721,10,7000000,38000,2500000,100000,3,9638013,0,0,380,25427,3900000,20251,2520,7020,10217,30000,3995435,50000,0,543200,593200,0,0,4000000,0,250026,0,206,2900010,0,100,30,0,32,126392214,310387725,450918728,11497865,0,119195474,3858,562287670,1,20241078,31796,1124,236230811,85576,1014622237,0,7985927,23312838,22947516,194086215,112876,484692173,147432,56224281,200748921,1911625529,123693648,547703619,11245,1124486,16317,3373,34071915,854763,1124,119240,0,0,865865162,579110092,899588484,338,8837,1393789,355340279,67918931,36598636,618491,44979425,90847247,37990747,112449,698351140,1911626,1124,484664541
Lago Vista Police Department,2020,Texas,7740,TX22721,500084,7050000,2005001,2010000,100000,102512,11767597,2540240,80000,1675000,145078,2320496,6000710,830000,0,6010007,2060000,17366291,9219001,6,20004,9239011,1240008,5000000,10010,3,12000,0,22,8500010,7,1000100,1002700,0,83530,1902891805,41501656,590152540,11831989,1177312,2119162,52979115,7887993,121263176,175186079,1221,118909,12008586,166185,471166408,117731,42271857,578060368,472102254,119,0,941871425,117735,82411883,481638610,1094900487,5237980,938482275,510612140,11773124,11070,633547,153062749,354453,588656294,121145,0,70639918,594591920,23546249,753479905,273,518033270,117731,865324579,591022586,24747108,1047855227,623979108,41960137,15104917,121028,139582448,24,88569257,941849883
Lago Vista Police Department,2019,Texas,7255,TX22721,1,6000000,0,0,100000,100004,6200005,4198903,0,34,286,2000054,89972,0,0,101169,10000,2201481,1972002,4,750002,2722008,100000,1,0,1,4900000,0,4,3000011,100002,100,5700,100,19893,221323852,58436250,834284845,305229070,0,71629313,410,333714057,23836710,860505345,1250,0,12067334,812458,238367,0,3466,35755065,299150733,35755065,0,410028637,334,35755112,54466882,989223460,106192542,400495153,11918,238367,154939016,512,24194760,322033954,166858161,119184,1,0,429061221,1065500931,238367100,682,11918,119184,380195761,119184,13192427,755623724,321795583,90818126,59597,119184,21775536,0,83428507,1482643354
Lago Vista Police Department,2018,Texas,6923,TX22721,1,2,9,1,4,1,18,6,0,2,0,0,0,0,0,0,1,1,9,10,26,45,0,0,0,5,5,0,0,3,32,3,2,6,1,0,2761,4988,4611,546,121,13027,155441,0,0,0,0,0,0,0,0,0,0,181,1352,80426,81959,405868,0,0,0,285,7275,0,0,53,74346,186,87,397,303,9438,2761,25,155441,76832,3762,1195,250427,0,0,0,0,0,0,0,154227,17321,3774,0,175322
Lago Vista Police Department,2017,Texas,6718,TX22721,2,4,1,3,1,4,15,3,0,3,0,0,0,0,0,0,0,0,14,8,26,48,0,1,0,15,6,0,0,0,26,4,0,4,0,74785,1492,3023,87,5254,5527,90168,14544,0,0,0,0,0,0,0,0,0,0,358,853,59773,60984,165695,0,186,0,4033,3505,0,0,0,53259,438,600,6546,5294,3318,32743,0,74211,33651,8390,505,165695,70,0,24,311,0,0,0,61159,2380,6986,0,70930
Lago Vista Police Department,2016,Texas,6643,TX22721,1,4,7,1,4,1,18,5,0,6,1,0,0,0,0,0,1,2,6,16,23,45,5,1,0,8,2,0,0,3,26,5,1,6,0,16314,0,17354,48268,0,1460,83396,46720,0,0,4115,0,0,0,0,0,343,4457,118,2340,47513,49971,184543,7465,292,0,2151,7617,0,0,176,32269,404,1285,4752,3872,22254,7871,0,88615,34622,12822,8046,184543,0,136,0,0,5078,1016,0,85441,18866,2285,317,113139
Lago Vista Police Department,2015,Texas,6574,TX22721,1,0,5,0,1,2,9,3,0,5,0,0,0,0,0,0,1,1,18,12,34,64,1,0,0,14,3,0,1,7,38,3,1,4,0,0,3,16732,643,0,19523,36900,35353,0,0,0,0,0,0,0,0,1028,1028,510,1444,196263,198217,271498,334,0,0,10738,25133,0,400,432,161179,120,1664,56920,2905,206,42266,0,51694,106238,2634,6852,271498,0,17,0,0,0,0,0,12534,2608,770,334,16264
Lago Vista Police Department,2014,Texas,6539,TX22721,5,3,10,0,3,6,27,5,0,0,0,0,0,0,0,0,0,0,12,19,25,56,2,1,0,15,3,1,0,1,33,3,2,5,0,1756,1797,1824,1763,0,3108,10248,121759,0,0,0,0,0,0,0,0,0,0,252,2454,35839,38546,170553,1911,4151,0,5114,1333,296,0,33,25707,154,1305,2237,386,3837,7028,0,121759,29399,1711,2738,170553,51,19,3,0,448,0,0,103997,2505,0,355,107378
