agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Pulaski County Sheriff's Office,2023,Indiana,12479,IN06600,3810008,7000000,9000000,500000,100000,0,20410008,1060511,381,0,10,500000,299662,5002000,1,12996,0,5814669,104002,0,16000,120002,7,9000079,500000,100001,9450000,4000000,13,400011,100000,822900045,31230,900060200,10010000,22001907,500000000,410,500000100,30000000,120500000,0,191,10000000,153218,601000100,200100,600000000,30000000,628000822,60000002,300000,910072996,0,1,1212300100,822800000,100100,47022853,317510000,47000000,47,22,300206,32001000,100000000,100000,2280000,100000000,25,60000000,860000002,516,860000470,6000,810000017,100000,2300001,79,810000000,40860179,90000,100000,82090399,330000,47000000,860000000
Pulaski County Sheriff's Office,2022,Indiana,12203,IN06600,0,3020700,0,0,100001,170000,3290701,685001,10722,300000,3975,3210000,5000040,0,61800,0,0,8275815,1150000,1100001,2,2250003,1,0,0,0,1,0,0,0,1,1046466,0,0,10411634,104,0,0,0,20823268,317971297,0,0,10411634,21318,417610633,104,0,0,96828299,5,0,10412,0,11452797,1041296,0,0,96840376,0,0,0,156175,123,0,1041,0,0,52058169,49,520581692,562228227,49,562228227,1561745,10412,0,0,11453,0,49496907,0,104116,0,0,7,208
Pulaski County Sheriff's Office,2021,Indiana,12339,IN06600,4000002,4076101,70400,0,100000,600007,8846510,762672,140000,300,57156,3010000,3046307,1900000,10000,18851,50000,8092314,2975000,0,440004,3415004,0,100023,500028,200001,3900000,0,139,100010,400003,780955555,679317477,1495566,11694650,16867284,422,3981,566223819,33734588,250767155,1127245,8433642,11744128,1789645,3412814,0,11253177,342294549,1181835139,246824591,112449,612930328,214104,50601852,1940862282,562242932,510966371,218212127,562293404,1124486,3172,899588524,56224396,31,449795929,116384,112449,31485597,213689831,534130664,337347931,281125566,12482,607222,735426772,24725752,36219698,730921358,692685382,907798001,50843632,112739,431353528,281121,56242,612855900
Pulaski County Sheriff's Office,2020,Indiana,12239,IN06600,15,1010221,8000425,0,0,1000000,10010661,2716500,10000,7,6901,10000,0,1010000,0,24000,80000,1130901,5551007,3,8,5551018,0,0,0,11,0,0,0,0,7,1,0,58866,11773124,118,0,0,0,59,0,0,0,0,117731235,118,0,186,0,1177312,58865618,7,8712,11773,2354634,70638754,941849882,117731,472150249,0,6,941858594,300215,23546566,87,0,0,0,0,27111,765253029,0,0,0,0,4778,0,5,211918578,0,0,0,117731,9610,0,221,589
Pulaski County Sheriff's Office,2019,Indiana,12390,IN06600,100002,5010000,0,2200002,100000,1,7410005,1941235,418100,600000,16370,5010000,84667,255610,1,23834,80200,5470682,8015301,431000,210005,8656306,0,100005,3100000,0,12275005,5000040,23,3100010,100010,476973073,835642870,239559053,11918355,0,19069368,1688,715101296,1275263982,1064906060,3207,25,12126926,1072767203,599676677,0,34564621,731131494,1668689926,54824436,119184,127660299,192005,36946900,791378903,965506063,823558564,327813132,11918,1191835,262217726,834284857,36142762,138,190695109,120971,59592,131103096,1166814346,182887161,597114350,595919459,11921,609147,1622183397,369469,26148872,911755361,23840285,1588898568,4673191,122878,40547069,3575508,852782166,187144001
Pulaski County Sheriff's Office,2018,Indiana,12421,IN06600,7,10,0,2,1,0,20,9,1,1,1,0,0,0,0,0,0,1,12,9,32,53,0,0,0,0,0,0,0,0,53,13310,6868,0,8043,135,0,28356,32826,0,0,0,0,0,0,0,0,0,0,73,1098,211517,212688,306695,0,0,0,0,0,0,0,0,212688,1820,239,16071,1457,6716,0,0,38889,199773,1068,7836,273870,140,0,7402,0,3640,0,0,5462,155451,425,41,172560
Pulaski County Sheriff's Office,2017,Indiana,12564,IN06600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski County Sheriff's Office,2016,Indiana,12771,IN06600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski County Sheriff's Office,2015,Indiana,12864,IN06600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski County Sheriff's Office,2014,Indiana,12934,IN06600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
