agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
North Carolina Central University Police Department,2023,North Carolina,0,NC03202,2630009,4000000,0,4000000,100000,30000,10760009,1507001,0,2,10879,10054,3013610,7660020,36000,1453,2381000,13113016,5505002,2,12,5505016,11,6300001,0,0,3810002,291,1,10,200005,100,5010,8,120701,151900082,80025305,200030000,10100000,30,550100010,3275,601000000,30000020,60000025,100080,261,10080000,30116,401025100,100000,100200257,61000000,192500103,20000000,100080,412030861,135000,10000001,2000100,600000000,103155,644041956,4010000,100010,100000669,100110,21300180,165003006,1030041000,100000,3,30000000,440000009,711830000,800000000,866,800020250,100010,100020040,800100000,11010002,1170100007,20001009,11650348,21660002,100000,8020446,0,135001131,1012000000
North Carolina Central University Police Department,2022,North Carolina,0,NC03202,8,0,0,3300001,100000,178401,3578410,142045,100809,0,10,10,46100,1301000,0,471,90000,1437591,185000,3,100001,285004,0,15,2300000,0,6200000,100,0,10,100004,100,10,10,6417,0,200955278,11557,10411634,23,104127,0,0,20823269,146595919,10411835,22,479136114,32655,209273840,104325,104117779,14,117,10411635,208233,33808,0,31234903,960369316,728824780,200944533,62898,10412,833,2082,1405571,42063015,406075,874577242,105678,1041163,0,200944541,247630300,499758424,13229,614286396,1155795,200945552,2082327,11525679,208232678,1041,1067733978,1051982,105158,2082818,0,1041170,0
North Carolina Central University Police Department,2021,North Carolina,0,NC03202,0,5000001,19200,10000,458001,0,5487202,9690,110505,1890002,52115,5800000,1233,201300,0,12,10000,6064660,75001,1,0,75002,9200000,200002,0,1,1230000,5000000,19,500000,200002,100,2000,0,950,901837455,1025536494,2361,11244856,1462063,5622428,6,337345682,22489712,272125741,810,899588597,11492246,45637,899588484,112,112876,3,12369601,1,0,905244902,337,11244856,585744552,1012037056,360172739,241776275,11245,224897132,112448802,84336,12045490,1215569,281123819,112449,0,2249,9,1068261328,652202776,459,562242803,224897,1025530872,0,22748344,1068261325,2250,9648536,4301159,1236934,216017,0,2248971,905210912
North Carolina Central University Police Department,2020,North Carolina,0,NC03202,0,0,60,2610000,100001,4004,2714065,433901,0,0,171036,9010000,2020090,560021,6910000,13700,10000,18694847,1346051,1,160005,1506057,100000,2,6100000,1,70010,0,0,0,6,1000100,2530,10,1022376,5886562,70646568,41206,12005056,423832586,1177312,1884696,824118646,64752179,3532290,71,0,11843762,113979,1177312,0,121251,1883700,660119118,52979058,0,996042040,13657,58865618,356255191,706399184,71227629,659405896,11773,47,117731471,1242065,59101155,222160018,576885407,117731,0,24749460,319,482698067,353193706,505,706387411,188370,70638741,472879279,11879082,141277482,0,401816823,12548976,117731,494,0,98894263,1078418114
North Carolina Central University Police Department,2019,North Carolina,0,NC03202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Carolina Central University Police Department,2018,North Carolina,0,NC03202,3,2,0,2,0,0,7,1,0,4,0,0,0,0,0,0,1,1,3,6,12,21,0,2,0,2,1,0,0,0,16,0,0,0,0,0,2730,0,0,510,0,3240,2184,0,0,0,0,0,0,0,0,1317,1317,24,704,8103,8831,17756,0,1311,0,516,909,0,0,0,6096,1517,121,504,0,0,0,0,2184,5678,5217,352,15572,0,0,0,0,0,0,0,0,97,0,109,206
North Carolina Central University Police Department,2017,North Carolina,0,NC03202,22,18,0,5,4,0,49,0,0,2,0,0,0,1,0,1,0,2,31,16,54,101,2,0,0,27,2,0,0,0,70,0,0,0,0,14412,13746,0,1236,2269,0,31662,0,0,0,0,0,0,394,0,661,0,1055,745,2280,47919,50944,83661,873,0,0,13301,3757,0,0,0,33014,9321,261,2894,0,0,6394,0,2,33125,24111,7553,83661,321,0,0,0,0,124,0,0,527,2548,1181,4701
North Carolina Central University Police Department,2016,North Carolina,0,NC03202,10,8,0,10,3,0,31,2,0,7,0,0,0,1,0,0,1,2,30,16,54,100,0,0,9,21,0,0,0,0,70,0,0,0,0,4658,4515,0,89,11337,0,20598,14981,0,0,0,0,0,0,0,0,813,813,482,2000,61159,63641,100033,0,0,797,4641,0,0,0,0,58203,823,414,4129,0,6,0,0,15615,43709,30256,5081,100033,76,5,11,0,6,0,0,16631,11109,2234,2600,32673
North Carolina Central University Police Department,2015,North Carolina,0,NC03202,5,7,0,4,0,0,16,2,0,4,0,0,0,2,0,2,1,5,34,21,59,114,2,0,2,24,2,0,0,0,84,0,0,0,0,7940,4016,0,0,2558,0,14514,9642,0,0,0,0,0,1144,0,643,546,2333,495,2732,78197,81424,107913,418,0,21,6939,1084,0,0,0,72962,4859,66,1441,0,0,1408,0,18801,39362,37378,4598,107913,300,0,39,0,0,0,0,12213,17875,2038,0,32463
North Carolina Central University Police Department,2014,North Carolina,0,NC03202,10,6,0,7,1,0,24,1,0,2,0,0,0,1,0,0,0,1,17,27,65,109,3,0,0,15,1,0,1,0,89,0,0,0,0,3379,4357,0,5045,11462,0,24242,5946,0,0,0,0,0,1673,0,0,0,1673,328,4148,87163,91640,123502,77,0,0,6351,1931,0,1287,0,81994,2277,27,1475,0,0,1686,0,32534,39099,40969,5434,123502,263,0,51,0,0,0,0,17376,2061,3588,0,23339
