agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Hawkins County Sheriff's Office,2023,Tennessee,36723,TN03700,600000,3020351,6071044,2,500002,5355038,15546437,9296397,251484,2790010,118430,120075,9264258,20,2710101,23379,196400,12432663,385354,1350004,220013,1955371,5000061,1200020,0,1,8630133,37011,1893,10000060,400011,2003655,2002525,125,1356621,1167700269,406524867,901075100,10344000,215001000,122100010,25110256,305450100,80000062,247606000,2664179,312100100,390010001,830253,628750000,400400,167413780,1201800016,1876500109,702800004,403158,816151907,273803,58500010,1655600020,501015090,999102220,873090322,368035000,730002229,2004974,801255985,21001412,20013043,1490053500,6102500,23326000,488685000,635052956,867250001,910007005,500003878,800047553,28060000,916040230,128557000,11872016,1462107986,80003020,1844262220,99360002,2103180,1306811515,27310010,30003338,646030501
Hawkins County Sheriff's Office,2022,Tennessee,36135,TN03700,7750061,13061941,11718125,7840000,4300000,93515,44763642,5184721,278742,7050001,129080,350160,2844142,3000060,10011,40899,298980,6673332,1090085,3550004,720017,5360106,1000004,3000016,12300000,200005,4580077,5000000,587,9200210,400019,1000110,1000040,158,2327692,1308534751,1030990822,847554263,291546571,97869462,234366711,2386840,845735038,437288649,405430000,20129171,291525833,322781472,993499,324294283,713947,521110243,654662726,1342657551,575617615,842288,695759646,549359,116775856,1313219787,959952976,625299703,757151425,200434363,113799164,312380675,348528,149959441,296734819,140557,107229,41652,135875986,900791674,450979952,406061018,1665865023,833011337,19026220,1499655226,992500240,159688484,1405697843,812118957,2355675060,188631755,104325,1761339770,62480215,306109366,1195308094
Hawkins County Sheriff's Office,2021,Tennessee,36094,TN03700,1860018,4155209,7367001,3050001,350000,6043047,22825276,8246912,5666213,8400000,209132,2770485,2684930,3900040,3802,29321,1361850,10959560,2361704,6500007,348772,9210483,9500025,5600012,8500160,3200030,840099,7918,620,5800928,1280016,10003050,1003220,95,6433920,1520982234,746949413,115507501,11627181,39357000,562254,15027273,57995795,978302495,1257175244,1013324451,202407534,12110711,661022,150224642,338169,141247798,444677845,1595958647,971218262,1129960,1007787719,226884,232599869,1648229747,1261561161,715175296,1028074123,716870818,240977265,31171,621203,82819544,114196045,1731948416,340494,2299574,253012635,1006778978,569304582,427313535,910836727,258812546,8605407,825566930,120985936,112031422,1641889366,562251848,1672294200,128884075,8551466,1515265418,14460895,7206004,782710636
Hawkins County Sheriff's Office,2020,Tennessee,35776,TN03700,9500025,7460499,10732670,30000,7110001,4497862,39331057,9304259,6444018,700008,869773,6710236,7206468,7401020,621905,66461,234800,23110663,8710307,6752505,499284,15962096,3050016,5300019,2500000,400008,6162048,9000560,1218,11700010,1400014,2007698,2008013,407,4281924,1135548813,884917386,595902651,98710577,41205962,589009370,17809935,429990026,726872659,697114286,710427117,76526610,409068950,821543,146538891,1296222,87533717,532077667,1753850145,812286695,830360,370013025,605073,266243328,2286504664,668714063,279730945,1095226358,1348271056,46150644,11830702,235973656,163326775,236911984,553510930,7470918,10254405,670838465,1159721397,377552351,306107116,306117080,706687590,11236575,472375427,298737123,149384625,512443998,347317804,1976096679,253027653,717984,2303242310,9722248,318715056,1899134923
Hawkins County Sheriff's Office,2019,Tennessee,35550,TN03700,7910029,12551405,6522057,3520024,1000000,9162014,40665529,5366282,9635600,4260001,238190,1640382,631902,183750,2223003,40399,4284900,9242526,2183049,5200009,904125,8287183,13720014,200018,10500030,1000017,13930038,2001863,2556,6100090,2000017,6001650,7017776,5,1926149,1714580268,1051767649,1082783738,704499928,1407915286,274730009,722509707,429454679,1750329660,583288600,8320502,858121711,24426671,728647,389270277,1670615,793421019,1311710347,1400537810,422803683,2146993,1595109568,686569,234791629,660551487,102510033,245643102,928941935,116215879,1211501,238392124,359451940,134704675,96903533,977354327,5470108,358212117,449039516,1311290141,1006672071,1060758030,1692418003,882164036,118212203,598614737,955689976,305245887,190871837,893892174,2757351582,345898193,135881,3093967506,24283661,538726034,1427868388
Hawkins County Sheriff's Office,2018,Tennessee,35447,TN03700,88,81,0,8,15,0,192,89,0,6,0,0,0,0,0,1,1,2,52,58,261,371,13,3,1,53,163,0,0,1,137,0,0,0,0,209795,167198,0,42835,8238,0,428067,526325,0,0,0,0,0,0,0,5885,1,5886,888,7444,583078,591411,2078013,8563,2791,6,36149,287268,0,0,150,256482,38091,21060,209651,74278,53505,92312,6674,502550,485689,27027,41410,1552247,286,49,0,1116,24,0,0,108543,8611,0,1141,119770
Hawkins County Sheriff's Office,2017,Tennessee,35416,TN03700,79,77,0,18,13,0,187,66,1,11,1,0,0,0,0,1,5,7,48,72,221,341,9,2,0,45,151,0,0,3,131,0,0,2,0,226696,346294,0,29967,20802,0,623758,376191,0,0,1865,0,0,0,0,0,20420,22285,847,10730,512334,523911,1546144,27534,311,0,30154,257842,0,0,90,208216,19026,11162,241640,70578,52940,106240,44688,401267,528428,22984,47427,1546381,0,0,0,559,0,0,0,6217,1119,0,0,7895
Hawkins County Sheriff's Office,2016,Tennessee,35203,TN03700,71,79,0,7,19,0,176,60,2,6,0,0,0,0,0,1,0,1,38,54,248,340,10,0,0,40,162,0,0,6,122,0,0,0,0,194442,140319,0,26967,12348,0,374075,385757,0,0,0,0,0,0,0,160,0,160,565,7801,611138,619505,1379496,1433,0,0,22004,342203,0,0,175,253725,20487,4267,69849,32686,97904,108054,25734,431594,526413,22329,40214,1379532,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2015,Tennessee,35398,TN03700,107,67,0,10,13,0,197,63,1,6,0,0,0,0,0,0,1,1,46,73,310,429,17,3,1,69,202,0,0,4,133,0,0,0,0,145006,205431,0,15860,19237,0,385534,420215,0,0,0,0,0,0,0,0,964,964,491,10126,915228,925846,1732559,1172,341,707,46052,547168,0,0,908,329743,14153,1359,236993,46071,129651,143781,82302,433383,560786,32992,51334,1732804,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2014,Tennessee,35531,TN03700,95,66,0,11,6,0,178,45,2,9,0,0,0,0,1,0,6,7,55,81,301,437,27,4,1,65,204,0,0,0,136,0,0,1,0,70374,179337,0,6742,4144,0,260598,210874,0,0,0,0,0,0,1914,0,20366,22280,826,12189,608553,621568,1115319,30251,1731,129,74982,319446,0,0,0,196535,20856,2769,118554,55676,42024,102288,13915,209554,458633,30939,61618,1116825,0,0,0,0,0,0,0,5148,0,0,0,5148
Hawkins County Sheriff's Office,2013,Tennessee,35367,TN03700,102,52,0,18,7,0,179,44,1,7,0,0,0,2,1,0,3,6,66,82,362,510,33,1,1,88,211,0,0,2,174,0,0,0,0,83302,268277,0,18312,52915,0,422806,194539,0,0,0,0,0,611,131,0,422,1164,1358,12146,1191159,1204663,1823172,33253,105,39,53555,779438,0,0,67,338435,10997,6954,115051,80620,92956,270422,97967,198960,859449,31351,58673,1823401,0,0,0,0,0,0,0,0,0,0,1308,1308
Hawkins County Sheriff's Office,2012,Tennessee,35765,TN03700,154,99,0,12,8,0,273,56,1,8,0,0,0,1,0,1,5,7,88,102,343,533,35,1,1,58,50,0,0,3,385,0,0,0,0,171191,334679,0,6632,10076,0,522577,426710,0,0,0,0,0,40,0,1,5297,5338,1514,14560,575175,591250,1545875,23993,398,398,46520,57632,0,0,1943,465364,12180,9896,60792,63223,66647,251535,3185,421037,513450,76017,72910,1550874,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2011,Tennessee,35913,TN03700,248,153,0,14,5,0,420,54,1,1,0,3,0,1,0,0,2,6,92,106,405,603,41,0,0,41,24,0,0,1,496,0,0,0,0,275699,490495,0,4457,42819,0,813470,257140,0,0,0,4427,0,745,0,0,1096,6268,1673,15083,920519,937276,2014153,36718,0,0,40352,44333,0,0,23,817207,12614,7075,170148,121557,28415,186697,0,259135,1045585,111934,72349,2015511,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2010,Tennessee,35592,TN03700,301,212,0,36,9,0,558,100,3,5,0,1,0,0,1,3,4,9,107,122,415,644,38,4,0,96,148,0,0,4,354,0,0,0,0,330845,760300,0,19306,86149,0,1196600,633105,0,0,0,1027,0,0,279,840,819,2965,2265,18435,1062161,1082862,2915531,37135,1098,0,84304,412057,0,0,109,548403,17260,14127,365971,127419,76828,463351,16629,611547,950282,111853,160509,2915776,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2009,Tennessee,36364,TN03700,255,166,0,40,14,0,475,72,5,3,0,0,0,0,0,2,8,10,136,143,426,705,37,4,1,133,193,1,0,3,333,0,0,0,0,391455,574713,0,53151,70412,0,1089730,488170,0,0,0,0,0,0,0,3167,4781,7948,2552,21568,790237,814357,2400205,13325,783,57,117903,243884,568,0,98,437882,26764,2877,115700,175079,68598,311580,21588,506276,897148,122499,152239,2400347,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2008,Tennessee,36006,TN03700,233,155,0,18,9,0,415,100,0,3,0,0,1,1,2,1,7,12,117,109,367,593,42,6,0,67,151,0,1,0,326,0,0,0,0,275994,565603,0,13353,21790,0,876741,570213,0,0,0,0,442,570,1995,658,7536,11202,2791,16158,851427,870375,2328530,25948,2441,0,43248,243524,0,149,0,556481,10686,20239,242176,83115,33336,247380,1911,524129,923403,96119,147451,2329945,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2007,Tennessee,36693,TN03700,135,87,0,99,60,0,381,109,1,12,0,0,0,0,0,6,0,6,126,151,337,614,46,6,0,87,182,0,0,3,290,0,0,0,0,118460,237266,0,199069,359417,0,914212,651972,0,0,0,0,0,0,0,2392,0,2392,3426,22155,722393,747974,2316550,44056,799,0,64386,219020,0,0,84,419629,15521,10118,133718,170072,59504,178379,10360,535338,1042935,58582,102023,2316550,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2006,Tennessee,35977,TN03700,4,4,0,185,152,0,345,66,1,6,0,0,0,0,0,6,0,6,121,141,279,541,30,1,0,78,139,0,0,1,292,0,0,0,0,9205,9141,0,320078,445360,0,783785,564409,0,0,0,0,0,0,0,2470,0,2470,3348,21202,1263256,1287806,2638470,28050,151,0,59324,159827,0,0,63,1040390,10059,8117,55666,101892,42643,178803,3476,586416,1503848,75624,71925,2638470,0,0,45,0,0,0,0,0,60,0,0,106
Hawkins County Sheriff's Office,2005,Tennessee,35797,TN03700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2004,Tennessee,35300,TN03700,101,93,0,79,67,0,340,89,1,5,0,0,0,0,0,1,1,2,125,102,279,506,17,4,3,76,100,0,0,4,302,0,0,0,0,178449,223381,0,160612,185679,0,748122,518143,0,0,0,0,0,0,0,468,807,1274,3192,16009,739569,758771,2026310,11989,1581,150,81391,184045,0,0,653,478961,16203,8869,93951,95319,47971,122666,9260,526508,937717,54225,113622,2026310,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County Sheriff's Office,2003,Tennessee,35111,TN03700,4,6,0,190,108,0,308,69,3,6,0,0,0,0,0,4,0,4,114,121,231,466,230,5,0,65,9,0,0,0,157,0,0,1,0,7232,4717,0,213851,410397,0,636197,566360,0,0,0,0,0,0,0,3066,0,3066,3569,19061,507632,530263,1735886,295328,3200,0,58471,18949,0,0,0,154315,9898,14200,198530,81206,72355,126740,13698,593060,515505,28135,82558,1735886,0,0,0,0,0,0,0,4141,0,0,0,4141
Hawkins County Sheriff's Office,2002,Tennessee,34870,TN03700,25,128,0,21,113,0,287,70,0,9,0,0,0,0,0,2,1,3,70,76,218,364,38,5,0,48,6,2,0,0,265,0,0,0,0,232418,57090,0,449146,44543,0,783197,913825,0,0,0,0,0,0,0,593,678,1270,1933,12208,522262,536404,2234696,45508,1779,0,55259,33625,8555,0,0,391678,10623,36751,111488,145591,78031,100467,16923,914894,649454,65008,105468,2234696,0,0,0,0,0,0,0,0,0,0,0,0
