agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Mcintosh Police Department,2023,Alabama,197,AL06501,0,7100000,1510000,5200000,120000,28000,13958000,217100,0,10,2966,30000,11300,13000,31144,10113,10001,108524,2170000,0,212,2170212,12,2000000,0,100000,1,1500,110,10,100001,4400100,200026154,400000000,10000000,2001000,24000010,200000024,101000100,1,110300000,201,100,10100000,10010,401000000,0,800000030,11000000,101000202,10000000,100,224030424,100,100,26500200,703000000,100100,327022204,11000,15100000,24000326,0,10000021,0,0,101100,0,2000,1,700030000,1000,0,10001,10,200002500,2950000,10200000,200000015,440000001,1050115,24001,100000,15440111,0,440019,25000002
Mcintosh Police Department,2022,Alabama,198,AL06501,6000000,2,0,0,100000,4000,6104002,261500,20000,0,10,20000,0,0,10,0,0,20020,2615001,1,1,2615003,0,1,0,0,0,200000,200000,740,2,676756202,286332456,0,10411634,0,0,1354,20823,676756199,124939606,2369,0,0,2664,0,0,469,10411634,1041164,26029085,0,989105215,10412,20823268,832931,236,286427004,23473,10412,2,874577245,520680602,20927411,1041,0,104116,0,0,0,156174508,0,104,0,624698,286319932,208233,0,208232753,1041,1018674437,1520099,104116,76005136,0,26,989105215
Mcintosh Police Department,2021,Alabama,207,AL06501,0,10014,0,1700000,1200000,0,2910014,8448502,10000,0,85,10000,0,500000,3,3503,0,513591,4010000,2500006,3,6510009,0,0,150,100000,2,0,0,0,100001,236,109077015,1686728,11256101,0,0,110199589,0,0,289555043,109,0,11353931,1987,565054017,0,19,0,239515434,0,112449,3,0,28112140,281,1547292193,0,236226727,11245,0,0,151806,22490999,0,0,0,11,337345682,0,1154565599,0,337,11245,0,109686262,0,11376421,393598074,0,536098765,337346,112449,84,11,1,0
Mcintosh Police Department,2020,Alabama,213,AL06501,2,6400250,0,0,0,10000,6410252,505601,10000,0,21845,10000,4564700,62000,0,3674,10000,4672219,20002,0,0,20002,0,6,0,0,4700000,0,0,12,0,16482867,12421,53097,11784897,24,9418499,640,118,0,0,0,0,11773124,0,0,0,12303,1,1187908928,23546247,235462,639317497,235462,11773124,680486541,11773124,117731,306113049,11773,12,1012,12,19661228,80057242,506244311,117731,0,52979056,824,659294917,0,118,0,2354625,530,1295044,11773,1,470926118,294328088,2984488,119379,590304724,11773,0,1227936783
Mcintosh Police Department,2019,Alabama,218,AL06501,200005,0,0,0,3110000,5167502,8477507,456010,110000,0,0,3600000,4001133,0,0,11,10000,7611144,220005,2,33361,253368,1950005,0,0,200000,15,0,0,17,200001,69722376,47865373,597109582,11918355,0,13,0,59592,11918355,125738645,48,0,11918355,12906,119183549,0,47675207,11918355,1191835,1,0,12527,0,23836711,5959177,1114366186,47673420,595959031,1192,0,596,119184,11918409,357550654,0,0,1,0,39,773918378,429060778,39,429060778,0,941550040,119184,47675,357550654,893876620,98576839,11918,119184,245220510,0,52,596
Mcintosh Police Department,2018,Alabama,221,AL06501,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,1,0,0,0,0,0,0,1,6,121,0,0,0,364,0,485,0,0,0,0,0,0,0,0,0,0,0,0,182,4232,4414,4900,485,0,0,0,0,0,0,0,3929,182,0,0,667,0,0,0,1213,2473,0,364,4900,0,0,0,0,0,0,0,0,1,0,0,1
Mcintosh Police Department,2017,Alabama,223,AL06501,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,10,3,6,19,0,0,0,3,0,0,0,7,9,0,0,0,0,3729,0,3729,0,0,0,0,0,0,0,0,0,0,0,139,477,4476,5093,8822,0,0,0,497,0,0,0,219,4377,0,143,3729,559,70,0,0,0,2083,0,2238,8822,0,0,0,0,0,0,0,7458,0,0,0,7458
Mcintosh Police Department,2016,Alabama,224,AL06501,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,1,5,9,0,0,0,0,0,0,0,2,7,508,1233,0,0,0,0,1741,2793,0,0,0,0,0,0,0,0,0,0,13,89,3514,3616,8149,0,0,0,0,0,0,0,13,3603,0,13,89,1483,0,0,0,2793,2304,0,1741,8422,0,825,0,0,0,0,0,0,0,0,0,825
Mcintosh Police Department,2015,Alabama,225,AL06501,1,1,0,2,0,0,4,3,0,0,0,0,0,0,0,0,1,1,9,2,4,15,0,0,0,1,0,0,0,8,6,579,3342,0,0,13,0,3934,47823,0,0,0,0,0,0,0,0,75,75,90,180,2131,2401,54233,0,0,0,643,0,0,0,116,1643,8,19,396,0,0,0,0,47823,5280,0,900,54426,0,0,0,0,0,0,0,0,0,0,0,0
Mcintosh Police Department,2014,Alabama,227,AL06501,4,1,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,5,1,7,13,0,0,0,0,0,2,0,4,7,0,8235,0,77,0,0,8312,0,0,0,0,0,0,0,0,0,0,0,84,64,9705,9853,18165,0,0,0,0,0,7002,0,84,2767,13,0,2960,0,0,0,0,6744,5229,0,3218,18165,0,0,0,0,0,0,0,0,9,0,0,9
