agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Pennington County Sheriff's Office,2023,Minnesota,4893,MN05700,0,5040001,0,2900000,100000,1700002,9740003,29400,215000,0,41,2910000,29095,0,31,16290,30000,2985457,259002,0,250011,509013,2,8000000,0,0,4479000,900,0,12,1,1000110,3700,12,5002860,524000203,442040614,100000000,10010000,12501002,852000029,627000052,601000200,20000000,1213000100,103001642,0,10100000,32083,1000100,100000,15102624,20000100,254000000,20000002,100000,52043290,10000,115503000,265101205,200000000,15100002,8030514,100100000,1200000,1,2,22190002,660300001,510000000,100100,2,0,652000045,860000000,590001000,65,290030126,100010,442000000,300000000,2990001,231002562,220000000,55610261,21003,100000,81410347,10,220000,52000001
Pennington County Sheriff's Office,2022,Minnesota,5019,MN05700,3000000,3000000,2000000,0,100000,94000,8194000,6200,129950,0,1000003,5810084,1279,110,0,10012,1,6821489,62000,1001,10100,73101,0,0,0,0,567000,1415,0,100010,1,1000100,0,0,620,236968804,843387814,104116547,10411634,0,104129,520583160,886030040,52058170,661242969,18647,0,10411634,92133,832930811,104429,10411634,42687701,3227712,1043,104231,324874223,4217,104,1041163,313390179,832931030,3123490,11453,2186443,16,728880170,7236086,11453,0,104710,0,2082,1041236,645521299,83293071,706,520600038,635110,1634626514,208233,17670629,645521536,791284174,71924864,1093222,104116,246245761,0,4165,323812225
Pennington County Sheriff's Office,2021,Minnesota,5205,MN05700,1,6000000,0,10001,100000,10000,6120002,75101,10000,0,896,10000,5210,500100,0,10152,2010500,2536858,1010,1,0,1011,0,0,0,1000000,5301001,0,0,10,100000,100,0,0,516,136400989,91141380,562242803,0,0,224897,1687,113573046,0,18217005,112507124,0,11334815,36000,337345794,112449,337346,11244856,494886230,11244856,0,563390455,0,0,789388895,54,89958848,996294246,11245,1125273,11245422,56224,5633681,33735,562242814,1799289,0,0,1124486,575174389,33735693,225,22490,224897,91083896,33847017,13077768,13,44980549,1720816,34859,112561,13550958,0,44979,788264409
Pennington County Sheriff's Office,2020,Minnesota,5235,MN05700,0,0,0,10000,100000,1,110001,0,0,0,11760,10000,10000,0,0,0,10000,41760,10000,0,0,10000,0,0,200000,0,17,0,100000,10,0,100,20,48,5000002,226043999,43572888,588656176,11773124,0,0,235,118,1,20602966,11800245,1177312,0,38915,588753422,235462,0,1,236639783,0,235462,235464236,58866,23546247,200378563,250767531,43560675,883008010,11773,0,1852,15,9830558,0,17660,118614,0,0,588656176,0,882984264,118,21074,235462,43560557,117731,57349239,1,353193706,2060559,259892,119262,32317342,0,0,235474244
Pennington County Sheriff's Office,2019,Minnesota,5352,MN05700,1,0,198,1000000,5100000,0,6100199,345100,0,10000,1000,10000,0,0,0,45,10000,21045,466001,0,43501,509502,0,0,100000,0,0,0,0,10,800002,100,1001600,1000000,19910,662660725,834308735,357670,11918355,1191835,0,0,1728161,669811547,893876620,71510,0,11918355,71969,4183343,536326,0,11918359,413566932,0,238367,610220065,71510,1,561354637,11918,119184,595932032,1203754,0,238,1191835,238408,0,1192,119184,0,8343,1800,637631989,1192,1147,26220,4926452,834286038,0,72392089,1084570316,476738966,681730574,5911504,119184,5244092,23837,476757,610221203
Pennington County Sheriff's Office,2018,Minnesota,5399,MN05700,3,1,8,0,0,6,18,8,0,1,0,0,0,0,0,0,0,0,11,10,21,42,0,0,0,6,10,0,0,1,25,2,1,3,0,182,6898,12996,0,0,4429,24505,60059,0,12,0,0,0,0,0,0,0,0,248,1166,46269,47683,192318,0,0,0,2281,9774,0,0,214,35414,182,6,2524,4825,0,3640,0,63760,55624,0,1699,132259,0,0,0,0,0,0,0,12620,121,0,0,12741
Pennington County Sheriff's Office,2017,Minnesota,5510,MN05700,2,3,8,2,3,6,24,7,0,0,0,0,0,0,0,0,0,0,10,14,24,48,0,0,0,11,10,0,0,0,27,1,1,2,0,4487,25,5220,6228,1927,4823,22710,45248,0,0,0,0,0,0,0,0,0,0,296,1857,40573,42726,110683,0,0,0,3885,11338,0,0,0,27503,336,206,2939,5499,8043,0,0,45869,45989,311,1492,110683,0,0,0,0,0,0,0,13052,0,0,0,13052
Pennington County Sheriff's Office,2016,Minnesota,5478,MN05700,0,0,2,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
Pennington County Sheriff's Office,2015,Minnesota,5408,MN05700,4,2,2,0,0,4,12,11,0,2,0,0,1,0,0,0,0,1,5,7,17,29,0,0,0,10,4,0,0,1,14,4,3,7,0,10824,8240,10651,0,0,4195,33911,94105,0,26,0,0,17194,0,0,0,0,17194,159,746,38566,39471,184707,0,0,0,7098,3277,0,0,33,29063,0,514,44806,7971,0,7071,0,94105,28879,0,1361,184707,0,0,0,643,0,0,0,78421,1157,0,0,80221
Pennington County Sheriff's Office,2014,Minnesota,5444,MN05700,3,0,7,0,0,2,12,6,0,0,0,0,0,0,0,0,0,0,5,7,14,26,0,0,0,4,6,0,0,1,15,3,1,4,0,0,39072,6774,0,0,645,46491,47751,0,0,0,0,0,0,0,0,0,0,95,772,12783,13651,107893,0,0,0,2716,1043,0,0,50,9842,13,413,1721,2368,1246,0,0,44533,57161,0,438,107893,13,0,0,386,0,0,0,25228,16089,0,0,41716
