agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Hagerstown Community College Police,2023,Maryland,0,MD02211,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,200000,0,1,200001,0,0,0,0,0,0,0,10,1,131800000,131,800000000,0,0,0,0,0,0,0,0,0,0,0,0,100000,10,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,2,13,0,0,0,0,180000000,0,0,0,0,0,0,0,13180000,0,0,0,0,0,13180000,0,2,0
Hagerstown Community College Police,2022,Maryland,0,MD02211,0,0,0,0,100000,0,100000,60,0,0,10100,6000000,16,0,0,0,0,6010116,11060,0,0,11060,0,0,0,0,0,0,0,0,0,2082327,0,0,0,0,0,0,0,20823268,0,0,0,0,20996,0,0,0,0,0,0,0,0,104116,0,0,0,0,104116338,0,0,104,0,0,1,0,0,0,0,17,0,624698030,17,624698030,0,0,0,0,0,0,17283312,0,104116,0,0,0,0
Hagerstown Community College Police,2021,Maryland,0,MD02211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112448561,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown Community College Police,2020,Maryland,0,MD02211,10,0,385000,0,100000,0,485010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100000,0,0,0,0,0,10,100000,45326643,23591,588656176,11773124,0,0,0,0,0,0,0,0,0,0,176597,235462,235462470,11773124,0,0,235,0,0,11773128,0,23546247,17660,58895,0,12,0,24,0,0,1177,0,0,0,0,0,0,0,0,0,412059323,0,0,4,1000715499,4,0,0,4532653,0,588656,0
Hagerstown Community College Police,2019,Maryland,0,MD02211,0,0,0,0,100000,0,100000,15,150,10,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,23000,0,0,0,200000,0,0,0,77469,0,0,77,0,4,24790178,0,2384,0,35800,119183549,119,0,0,0,0,0,77469307,0,0,0,0,0,0,0,0,77469307,0,0,77469307,0,120971,0,0,4,0,965386750,2,369469003,0,0,0,0,2753140,0,4540893,11918355,0,119,0,0,77469307
Hagerstown Community College Police,2018,Maryland,0,MD02211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown Community College Police,2017,Maryland,0,MD02211,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,124,525,692,692,0,0,0,0,692,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown Community College Police,2016,Maryland,0,MD02211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown Community College Police,2015,Maryland,0,MD02211,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857,0,0,3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857,0,0,3857,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown Community College Police,2014,Maryland,0,MD02211,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,2574,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960,0,0,2960,0,0,0,0,0,0,0,0,0,0,0,0
