cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,001540,Webber International University,Private,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Accounting and Related Services.,Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Accounting and Related Services.,Master's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Accounting and Related Services.,Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Accounting and Related Services.,Master's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Agricultural and Domestic Animal Services.,Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Agricultural and Domestic Animal Services.,Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,"Biology, General.",Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,"Biology, General.",Bachelor's Degree,18,NA,25919
2015_2016,001540,Webber International University,Private,"Business Administration, Management and Operations.",Associate's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,13,NA,25434
2015_2016,001540,Webber International University,Private,"Business Administration, Management and Operations.",Master's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,"Business Administration, Management and Operations.",Associate's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,37,26994,25314
2016_2017,001540,Webber International University,Private,"Business Administration, Management and Operations.",Master's Degree,14,NA,26973
2015_2016,001540,Webber International University,Private,"Business/Commerce, General.",Bachelor's Degree,17,NA,22711
2015_2016,001540,Webber International University,Private,"Business/Commerce, General.",Master's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,"Business/Commerce, General.",Bachelor's Degree,16,NA,20680
2016_2017,001540,Webber International University,Private,"Business/Commerce, General.",Master's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Business/Corporate Communications.,Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Business/Corporate Communications.,Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Chemistry.,Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,"Clinical, Counseling and Applied Psychology.",Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,"Clinical, Counseling and Applied Psychology.",Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Communication and Media Studies.,Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Communication and Media Studies.,Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Criminal Justice and Corrections.,Associate's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Criminal Justice and Corrections.,Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Criminal Justice and Corrections.,Master's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Criminal Justice and Corrections.,Associate's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Criminal Justice and Corrections.,Bachelor's Degree,17,NA,23450
2016_2017,001540,Webber International University,Private,Criminal Justice and Corrections.,Master's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Design and Applied Arts.,Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Design and Applied Arts.,Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,"English Language and Literature, General.",Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,"English Language and Literature, General.",Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Finance and Financial Management Services.,Associate's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Finance and Financial Management Services.,Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Finance and Financial Management Services.,Master's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Finance and Financial Management Services.,Associate's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Finance and Financial Management Services.,Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Finance and Financial Management Services.,Master's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Health and Physical Education/Fitness.,Associate's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Health and Physical Education/Fitness.,Bachelor's Degree,23,23500,22126
2015_2016,001540,Webber International University,Private,Health and Physical Education/Fitness.,Master's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Health and Physical Education/Fitness.,Associate's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Health and Physical Education/Fitness.,Bachelor's Degree,35,28750,27976
2016_2017,001540,Webber International University,Private,Health and Physical Education/Fitness.,Master's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,History.,Bachelor's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,History.,Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Hospitality Administration/Management.,Associate's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Hospitality Administration/Management.,Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,Hospitality Administration/Management.,Master's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Hospitality Administration/Management.,Associate's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,Hospitality Administration/Management.,Bachelor's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,International Business.,Master's Degree,NA,NA,NA
2016_2017,001540,Webber International University,Private,International Business.,Master's Degree,NA,NA,NA
2015_2016,001540,Webber International University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,NA,NA,NA
