cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,007912,Thaddeus Stevens College of Technology,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,NA,NA,NA
2016_2017,007912,Thaddeus Stevens College of Technology,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,NA,NA,NA
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Architectural Sciences and Technology.,Associate's Degree,19,NA,8403
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Architectural Sciences and Technology.,Associate's Degree,23,5798,6771
2016_2017,007912,Thaddeus Stevens College of Technology,Public,"Building/Construction Finishing, Management, and Inspection.",Associate's Degree,NA,NA,NA
2015_2016,007912,Thaddeus Stevens College of Technology,Public,"Business Administration, Management and Operations.",Associate's Degree,14,NA,8139
2016_2017,007912,Thaddeus Stevens College of Technology,Public,"Business Administration, Management and Operations.",Associate's Degree,16,NA,6725
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Carpenters.,Associate's Degree,36,6276,7780
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Carpenters.,Associate's Degree,35,6500,7953
2015_2016,007912,Thaddeus Stevens College of Technology,Public,"Computer and Information Sciences and Support Services, Other.",Associate's Degree,28,7101,8340
2016_2017,007912,Thaddeus Stevens College of Technology,Public,"Computer and Information Sciences and Support Services, Other.",Associate's Degree,28,7864,8276
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,20,7116,8182
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,24,10726,9634
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Electrical and Power Transmission Installers.,Undergraduate Certificate or Diploma,24,5500,6224
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Electrical and Power Transmission Installers.,Undergraduate Certificate or Diploma,17,NA,5346
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,54,10637,9239
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,60,10250,9295
2015_2016,007912,Thaddeus Stevens College of Technology,Public,"Engineering Technologies/Technicians, Other.",Associate's Degree,14,NA,9409
2016_2017,007912,Thaddeus Stevens College of Technology,Public,"Engineering Technologies/Technicians, Other.",Associate's Degree,10,NA,11222
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Environmental Control Technologies/Technicians.,Associate's Degree,NA,NA,NA
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Environmental Control Technologies/Technicians.,Associate's Degree,NA,NA,10170
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Graphic Communications.,Associate's Degree,16,NA,7156
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Graphic Communications.,Associate's Degree,22,5678,7069
2015_2016,007912,Thaddeus Stevens College of Technology,Public,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,35,8243,8831
2016_2017,007912,Thaddeus Stevens College of Technology,Public,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,45,6902,7971
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Mason/Masonry.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Mason/Masonry.,Associate's Degree,NA,NA,NA
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Mason/Masonry.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Mason/Masonry.,Associate's Degree,NA,NA,NA
2015_2016,007912,Thaddeus Stevens College of Technology,Public,"Mechatronics, Robotics, and Automation Engineering.",Associate's Degree,NA,NA,11266
2016_2017,007912,Thaddeus Stevens College of Technology,Public,"Mechatronics, Robotics, and Automation Engineering.",Associate's Degree,25,8704,8947
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Plumbing and Related Water Supply Services.,Associate's Degree,14,NA,10717
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Plumbing and Related Water Supply Services.,Associate's Degree,16,NA,10108
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Precision Metal Working.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Precision Metal Working.,Associate's Degree,56,11551,9706
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Precision Metal Working.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Precision Metal Working.,Associate's Degree,64,11815,10347
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Vehicle Maintenance and Repair Technologies.,Associate's Degree,29,5593,6875
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Vehicle Maintenance and Repair Technologies.,Associate's Degree,30,5560,7154
2015_2016,007912,Thaddeus Stevens College of Technology,Public,Woodworking.,Associate's Degree,15,NA,11938
2016_2017,007912,Thaddeus Stevens College of Technology,Public,Woodworking.,Associate's Degree,18,NA,10816
