cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,023269,Sunstate Academy,Private,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,311,8975,8854
2015_2016,025240,Sunstate Academy,Private,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,140,9200,8647
2016_2017,023269,Sunstate Academy,Private,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,292,9367,9129
2016_2017,025240,Sunstate Academy,Private,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,145,9167,8871
2015_2016,025240,Sunstate Academy,Private,Ground Transportation.,Undergraduate Certificate or Diploma,,,
2016_2017,025240,Sunstate Academy,Private,Ground Transportation.,Undergraduate Certificate or Diploma,,,
2015_2016,025240,Sunstate Academy,Private,Mechanical Engineering Related Technologies/Technicians.,Associate's Degree,,,
2016_2017,025240,Sunstate Academy,Private,Mechanical Engineering Related Technologies/Technicians.,Associate's Degree,,,
2015_2016,023269,Sunstate Academy,Private,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,24,6031,5937
2015_2016,025240,Sunstate Academy,Private,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,74,5955,5912
2016_2017,023269,Sunstate Academy,Private,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,42,6014,6199
2016_2017,025240,Sunstate Academy,Private,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,76,6221,6694
2015_2016,025240,Sunstate Academy,Private,Vehicle Maintenance and Repair Technologies.,Associate's Degree,,14674,15190
2016_2017,025240,Sunstate Academy,Private,Vehicle Maintenance and Repair Technologies.,Associate's Degree,59,14300,14801
