cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003923,University of Wisconsin - River Falls,Public,Accounting and Related Services.,Bachelor's Degree,37,28000,27208
2016_2017,003923,University of Wisconsin - River Falls,Public,Accounting and Related Services.,Bachelor's Degree,42,19500,21767
2015_2016,003923,University of Wisconsin - River Falls,Public,Agricultural Business and Management.,Bachelor's Degree,47,15000,16955
2016_2017,003923,University of Wisconsin - River Falls,Public,Agricultural Business and Management.,Bachelor's Degree,52,17125,17099
2015_2016,003923,University of Wisconsin - River Falls,Public,Agricultural Engineering.,Bachelor's Degree,,25250,21702
2016_2017,003923,University of Wisconsin - River Falls,Public,Agricultural Engineering.,Bachelor's Degree,,24500,21309
2015_2016,003923,University of Wisconsin - River Falls,Public,Agricultural Mechanization.,Bachelor's Degree,,,
2016_2017,003923,University of Wisconsin - River Falls,Public,Agricultural Mechanization.,Bachelor's Degree,,,
2015_2016,003923,University of Wisconsin - River Falls,Public,"Agriculture, General.",Bachelor's Degree,13,,19903
2016_2017,003923,University of Wisconsin - River Falls,Public,"Agriculture, General.",Bachelor's Degree,,,
2015_2016,003923,University of Wisconsin - River Falls,Public,Animal Sciences.,Bachelor's Degree,166,19000,19093
2016_2017,003923,University of Wisconsin - River Falls,Public,Animal Sciences.,Bachelor's Degree,192,19500,19360
2015_2016,003923,University of Wisconsin - River Falls,Public,Biological and Physical Sciences.,Bachelor's Degree,,,
2016_2017,003923,University of Wisconsin - River Falls,Public,Biological and Physical Sciences.,Bachelor's Degree,,,29386
2015_2016,003923,University of Wisconsin - River Falls,Public,"Biology, General.",Bachelor's Degree,136,21908,21825
2016_2017,003923,University of Wisconsin - River Falls,Public,"Biology, General.",Bachelor's Degree,135,20994,21228
2015_2016,003923,University of Wisconsin - River Falls,Public,Biotechnology.,Bachelor's Degree,,,21615
2016_2017,003923,University of Wisconsin - River Falls,Public,Biotechnology.,Bachelor's Degree,14,,18542
2015_2016,003923,University of Wisconsin - River Falls,Public,"Business Administration, Management and Operations.",Bachelor's Degree,176,22687,22092
2015_2016,003923,University of Wisconsin - River Falls,Public,"Business Administration, Management and Operations.",Master's Degree,27,29083,29199
2016_2017,003923,University of Wisconsin - River Falls,Public,"Business Administration, Management and Operations.",Bachelor's Degree,189,20168,20389
2016_2017,003923,University of Wisconsin - River Falls,Public,"Business Administration, Management and Operations.",Master's Degree,28,27764,31060
2015_2016,003923,University of Wisconsin - River Falls,Public,Business/Corporate Communications.,Bachelor's Degree,,20000,20522
2016_2017,003923,University of Wisconsin - River Falls,Public,Business/Corporate Communications.,Bachelor's Degree,,20433,19918
