cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003580,Kilgore College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,Accounting and Related Services.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,Accounting and Related Services.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"Aerospace, Aeronautical and Astronautical Engineering.",Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"Agriculture, General.",Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,"Agriculture, General.",Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,20,9125,14378
2015_2016,003580,Kilgore College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,10,,15057
2016_2017,003580,Kilgore College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,26,12842,18002
2015_2016,003580,Kilgore College,Public,Architecture.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Architecture.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Biological and Physical Sciences.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Biological and Physical Sciences.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"Biology, General.",Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,"Biology, General.",Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,10,,16681
2015_2016,003580,Kilgore College,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,18388
2016_2017,003580,Kilgore College,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,18616
2015_2016,003580,Kilgore College,Public,"Business/Commerce, General.",Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,"Business/Commerce, General.",Associate's Degree,15,,17901
2016_2017,003580,Kilgore College,Public,"Business/Commerce, General.",Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,"Business/Commerce, General.",Associate's Degree,25,13000,16876
2015_2016,003580,Kilgore College,Public,Chemical Engineering.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Chemical Engineering.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Chemistry.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Chemistry.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Civil Engineering.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Civil Engineering.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Communication and Media Studies.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Communication and Media Studies.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,"Computer and Information Sciences, General.",Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,"Computer and Information Sciences, General.",Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,Computer/Information Technology Administration and Management.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,12,,9367
2016_2017,003580,Kilgore College,Public,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,33,9500,10846
2015_2016,003580,Kilgore College,Public,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,Criminal Justice and Corrections.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,Criminal Justice and Corrections.,Associate's Degree,11,,11817
2015_2016,003580,Kilgore College,Public,Culinary Arts and Related Services.,Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,Culinary Arts and Related Services.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Culinary Arts and Related Services.,Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,Culinary Arts and Related Services.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Dance.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Dance.,Associate's Degree,16,,10154
2015_2016,003580,Kilgore College,Public,Design and Applied Arts.,Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,Design and Applied Arts.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Design and Applied Arts.,Undergraduate Certificate or Diploma,,,15444
2016_2017,003580,Kilgore College,Public,Design and Applied Arts.,Associate's Degree,11,,18144
2015_2016,003580,Kilgore College,Public,Drafting/Design Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Drafting/Design Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Drama/Theatre Arts and Stagecraft.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Drama/Theatre Arts and Stagecraft.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"Electrical, Electronics and Communications Engineering.",Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,"Electrical, Electronics and Communications Engineering.",Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"English Language and Literature, General.",Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,"English Language and Literature, General.",Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Fine and Studio Arts.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Fine and Studio Arts.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Fire Protection.,Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,Fire Protection.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Fire Protection.,Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,Fire Protection.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Forestry.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Forestry.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Geological and Earth Sciences/Geosciences.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Geological and Earth Sciences/Geosciences.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"Health Services/Allied Health/Health Sciences, General.",Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,"Health Services/Allied Health/Health Sciences, General.",Associate's Degree,14,,18026
2015_2016,003580,Kilgore College,Public,Health/Medical Preparatory Programs.,Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,Health/Medical Preparatory Programs.,Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,"Human Development, Family Studies, and Related Services.",Undergraduate Certificate or Diploma,,,
2015_2016,003580,Kilgore College,Public,"Human Development, Family Studies, and Related Services.",Associate's Degree,,,
2016_2017,003580,Kilgore College,Public,"Human Development, Family Studies, and Related Services.",Undergraduate Certificate or Diploma,,,
2016_2017,003580,Kilgore College,Public,"Human Development, Family Studies, and Related Services.",Associate's Degree,,,
2015_2016,003580,Kilgore College,Public,Industrial Production Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
