cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003746,University of Mary Washington,Public,Anthropology.,Bachelor's Degree,13,,22850
2016_2017,003746,University of Mary Washington,Public,Anthropology.,Bachelor's Degree,14,,21700
2015_2016,003746,University of Mary Washington,Public,Area Studies.,Bachelor's Degree,,,
2016_2017,003746,University of Mary Washington,Public,Area Studies.,Bachelor's Degree,,,
2015_2016,003746,University of Mary Washington,Public,"Biology, General.",Bachelor's Degree,91,22750,20505
2016_2017,003746,University of Mary Washington,Public,"Biology, General.",Bachelor's Degree,92,19500,19518
2016_2017,003746,University of Mary Washington,Public,"Biology, General.",Post-baccalaureate Certificate,,,
2015_2016,003746,University of Mary Washington,Public,"Business Administration, Management and Operations.",Bachelor's Degree,140,21270,20867
2015_2016,003746,University of Mary Washington,Public,"Business Administration, Management and Operations.",Master's Degree,13,,28141
2016_2017,003746,University of Mary Washington,Public,"Business Administration, Management and Operations.",Bachelor's Degree,150,19500,19725
2016_2017,003746,University of Mary Washington,Public,"Business Administration, Management and Operations.",Master's Degree,14,,35853
2015_2016,003746,University of Mary Washington,Public,Chemistry.,Bachelor's Degree,,,
2016_2017,003746,University of Mary Washington,Public,Chemistry.,Bachelor's Degree,10,,26994
2015_2016,003746,University of Mary Washington,Public,"Classics and Classical Languages, Literatures, and Linguistics.",Bachelor's Degree,13,,24933
2016_2017,003746,University of Mary Washington,Public,"Classics and Classical Languages, Literatures, and Linguistics.",Bachelor's Degree,13,,26965
2015_2016,003746,University of Mary Washington,Public,"Computer and Information Sciences, General.",Bachelor's Degree,40,23125,21182
2016_2017,003746,University of Mary Washington,Public,"Computer and Information Sciences, General.",Bachelor's Degree,54,23250,21145
2016_2017,003746,University of Mary Washington,Public,"Computer and Information Sciences, General.",Post-baccalaureate Certificate,,,
2015_2016,003746,University of Mary Washington,Public,Economics.,Bachelor's Degree,26,21731,19795
2016_2017,003746,University of Mary Washington,Public,Economics.,Bachelor's Degree,19,,22445
2015_2016,003746,University of Mary Washington,Public,"Education, General.",Master's Degree,57,20260,25390
2016_2017,003746,University of Mary Washington,Public,"Education, General.",Master's Degree,80,20320,25280
2015_2016,003746,University of Mary Washington,Public,"English Language and Literature, General.",Bachelor's Degree,134,20910,19749
2016_2017,003746,University of Mary Washington,Public,"English Language and Literature, General.",Bachelor's Degree,128,20951,20083
