cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003631,Tarleton State University,Public,Accounting and Related Services.,Bachelor's Degree,73,19000,20376
2015_2016,003631,Tarleton State University,Public,Accounting and Related Services.,Master's Degree,,,
2016_2017,003631,Tarleton State University,Public,Accounting and Related Services.,Bachelor's Degree,74,18598,21267
2016_2017,003631,Tarleton State University,Public,Accounting and Related Services.,Master's Degree,,,
2015_2016,003631,Tarleton State University,Public,Agricultural Business and Management.,Bachelor's Degree,104,19557,20009
2016_2017,003631,Tarleton State University,Public,Agricultural Business and Management.,Bachelor's Degree,,18292,18336
2015_2016,003631,Tarleton State University,Public,Agricultural Mechanization.,Bachelor's Degree,,,
2015_2016,003631,Tarleton State University,Public,Agricultural Mechanization.,Master's Degree,,,
2016_2017,003631,Tarleton State University,Public,Agricultural Mechanization.,Bachelor's Degree,,,
2016_2017,003631,Tarleton State University,Public,Agricultural Mechanization.,Master's Degree,,,
2015_2016,003631,Tarleton State University,Public,Agricultural Production Operations.,Bachelor's Degree,34,24893,24410
2016_2017,003631,Tarleton State University,Public,Agricultural Production Operations.,Bachelor's Degree,28,21950,21587
2015_2016,003631,Tarleton State University,Public,Agricultural Public Services.,Master's Degree,,22027,25860
2016_2017,003631,Tarleton State University,Public,Agricultural Public Services.,Master's Degree,39,21575,26701
2015_2016,003631,Tarleton State University,Public,"Agriculture, General.",Bachelor's Degree,,,
2015_2016,003631,Tarleton State University,Public,"Agriculture, General.",Master's Degree,,,
2016_2017,003631,Tarleton State University,Public,"Agriculture, General.",Bachelor's Degree,,,
2016_2017,003631,Tarleton State University,Public,"Agriculture, General.",Master's Degree,,,
2015_2016,003631,Tarleton State University,Public,Allied Health and Medical Assisting Services.,Bachelor's Degree,,,
2016_2017,003631,Tarleton State University,Public,Allied Health and Medical Assisting Services.,Bachelor's Degree,,,
2015_2016,003631,Tarleton State University,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Master's Degree,,,
2016_2017,003631,Tarleton State University,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Master's Degree,,,
2015_2016,003631,Tarleton State University,Public,Animal Sciences.,Bachelor's Degree,55,19500,19107
2016_2017,003631,Tarleton State University,Public,Animal Sciences.,Bachelor's Degree,66,19617,18324
2015_2016,003631,Tarleton State University,Public,Applied Horticulture and Horticultural Business Services.,Bachelor's Degree,,,
2016_2017,003631,Tarleton State University,Public,Applied Horticulture and Horticultural Business Services.,Bachelor's Degree,,,
2015_2016,003631,Tarleton State University,Public,"Biology, General.",Bachelor's Degree,44,25750,25834
2015_2016,003631,Tarleton State University,Public,"Biology, General.",Master's Degree,,,44234
2016_2017,003631,Tarleton State University,Public,"Biology, General.",Bachelor's Degree,39,25000,22986
