cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,002409,Itawamba Community College,Public,Accounting and Related Services.,Associate's Degree,,,
2016_2017,002409,Itawamba Community College,Public,Accounting and Related Services.,Associate's Degree,,,
2015_2016,002409,Itawamba Community College,Public,Agricultural Business and Management.,Associate's Degree,,,
2016_2017,002409,Itawamba Community College,Public,Agricultural Business and Management.,Associate's Degree,,,
2015_2016,002409,Itawamba Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,19,,9915
2016_2017,002409,Itawamba Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,19,,8605
2015_2016,002409,Itawamba Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,,,
2015_2016,002409,Itawamba Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,19,,12094
2016_2017,002409,Itawamba Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,,,
2016_2017,002409,Itawamba Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,29,6500,8044
2015_2016,002409,Itawamba Community College,Public,American Sign Language.,Associate's Degree,,,
2016_2017,002409,Itawamba Community College,Public,American Sign Language.,Associate's Degree,,,
2015_2016,002409,Itawamba Community College,Public,Architecture.,Associate's Degree,,,
2016_2017,002409,Itawamba Community College,Public,Architecture.,Associate's Degree,,,
2015_2016,002409,Itawamba Community College,Public,"Biology, General.",Associate's Degree,,,
2016_2017,002409,Itawamba Community College,Public,"Biology, General.",Associate's Degree,,,
2015_2016,002409,Itawamba Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2016_2017,002409,Itawamba Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2015_2016,002409,Itawamba Community College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2015_2016,002409,Itawamba Community College,Public,Business Operations Support and Assistant Services.,Associate's Degree,16,,16533
2016_2017,002409,Itawamba Community College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2016_2017,002409,Itawamba Community College,Public,Business Operations Support and Assistant Services.,Associate's Degree,11,,19875
2015_2016,002409,Itawamba Community College,Public,"Business/Commerce, General.",Associate's Degree,23,3985,7289
