cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Accounting and Related Services.,Bachelor's Degree,15,NA,14540
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Accounting and Related Services.,Bachelor's Degree,18,NA,15518
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Allied Health and Medical Assisting Services.,Associate's Degree,11,NA,7708
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Allied Health and Medical Assisting Services.,Associate's Degree,12,NA,6362
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,NA,NA,NA
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,13,NA,11666
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,11,NA,5554
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,NA,NA,NA
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,"Biology, General.",Bachelor's Degree,23,7000,11500
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,"Biology, General.",Bachelor's Degree,19,NA,11266
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Biotechnology.,Bachelor's Degree,20,16505,16736
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Biotechnology.,Bachelor's Degree,17,NA,16006
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,"Business Administration, Management and Operations.",Associate's Degree,12,NA,10720
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,"Business Administration, Management and Operations.",Bachelor's Degree,19,NA,16784
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,"Business Administration, Management and Operations.",Associate's Degree,NA,NA,NA
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,"Business Administration, Management and Operations.",Bachelor's Degree,16,NA,15535
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Chemistry.,Bachelor's Degree,NA,NA,NA
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Chemistry.,Bachelor's Degree,NA,NA,NA
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Computer Systems Networking and Telecommunications.,Bachelor's Degree,10,NA,14459
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Computer Systems Networking and Telecommunications.,Master's Degree,NA,NA,NA
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Computer Systems Networking and Telecommunications.,Bachelor's Degree,NA,NA,NA
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Computer Systems Networking and Telecommunications.,Master's Degree,NA,NA,NA
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Criminal Justice and Corrections.,Associate's Degree,NA,NA,NA
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Criminal Justice and Corrections.,Bachelor's Degree,34,15125,15075
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Criminal Justice and Corrections.,Associate's Degree,NA,NA,NA
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Criminal Justice and Corrections.,Bachelor's Degree,37,9500,13107
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,NA,NA,NA
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,NA,NA,NA
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Entrepreneurial and Small Business Operations.,Bachelor's Degree,15,NA,12380
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Entrepreneurial and Small Business Operations.,Bachelor's Degree,14,NA,16500
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Environmental Control Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,022827,Inter American University of Puerto Rico - Guayama,Private,Environmental Control Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,022827,Inter American University of Puerto Rico - Guayama,Private,Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,17,NA,6264
