cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,010879,Richland Community College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Agricultural Business and Management.,Associate's Degree,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Agricultural Business and Management.,Associate's Degree,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,010879,Richland Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,010879,Richland Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,14,NA,7241
2016_2017,010879,Richland Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,11,NA,8796
2015_2016,010879,Richland Community College,Public,American Sign Language.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,010879,Richland Community College,Public,American Sign Language.,Associate's Degree,NA,NA,NA
2016_2017,010879,Richland Community College,Public,American Sign Language.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,American Sign Language.,Associate's Degree,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Biological and Physical Sciences.,Associate's Degree,15,NA,7965
2016_2017,010879,Richland Community College,Public,Biological and Physical Sciences.,Associate's Degree,20,4920,6243
2015_2016,010879,Richland Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,010879,Richland Community College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Business Operations Support and Assistant Services.,Associate's Degree,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Business Operations Support and Assistant Services.,Associate's Degree,NA,NA,NA
2015_2016,010879,Richland Community College,Public,"Business/Commerce, General.",Associate's Degree,NA,NA,NA
2016_2017,010879,Richland Community College,Public,"Business/Commerce, General.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,"Business/Commerce, General.",Associate's Degree,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Computer Programming.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Computer Programming.,Associate's Degree,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Computer Programming.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Computer Programming.,Associate's Degree,NA,NA,NA
2015_2016,010879,Richland Community College,Public,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,010879,Richland Community College,Public,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,NA,NA,NA
