cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003854,Lakeland University,Private,Accounting and Related Services.,Bachelor's Degree,157,24090,25149
2016_2017,003854,Lakeland University,Private,Accounting and Related Services.,Bachelor's Degree,165,24188,24858
2015_2016,003854,Lakeland University,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,"Biology, General.",Associate's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,"Biology, General.",Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,"Biology, General.",Associate's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,"Biology, General.",Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,207,27000,29205
2015_2016,003854,Lakeland University,Private,"Business Administration, Management and Operations.",Master's Degree,123,41000,38231
2016_2017,003854,Lakeland University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,194,26431,28747
2016_2017,003854,Lakeland University,Private,"Business Administration, Management and Operations.",Master's Degree,128,38986,36084
2015_2016,003854,Lakeland University,Private,"Business/Commerce, General.",Master's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Business/Managerial Economics.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Chemistry.,Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,Chemistry.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Communication and Media Studies.,Bachelor's Degree,20,22575,22222
2016_2017,003854,Lakeland University,Private,Communication and Media Studies.,Bachelor's Degree,21,22250,23766
2015_2016,003854,Lakeland University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,59,27000,27963
2016_2017,003854,Lakeland University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,63,23559,25325
2015_2016,003854,Lakeland University,Private,Criminology.,Bachelor's Degree,38,27000,27674
2016_2017,003854,Lakeland University,Private,Criminology.,Bachelor's Degree,38,27000,25866
2015_2016,003854,Lakeland University,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,"Education, General.",Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,"Education, General.",Master's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,"Education, General.",Master's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,"English Language and Literature, General.",Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,"English Language and Literature, General.",Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Fine and Studio Arts.,Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,Fine and Studio Arts.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,"Germanic Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,"Germanic Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Health and Medical Administrative Services.,Bachelor's Degree,13,NA,28405
2016_2017,003854,Lakeland University,Private,Health and Medical Administrative Services.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Health and Physical Education/Fitness.,Bachelor's Degree,31,26960,25251
2016_2017,003854,Lakeland University,Private,Health and Physical Education/Fitness.,Bachelor's Degree,23,26551,24298
2015_2016,003854,Lakeland University,Private,Health/Medical Preparatory Programs.,Associate's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,Health/Medical Preparatory Programs.,Associate's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,History.,Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,History.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Hospitality Administration/Management.,Bachelor's Degree,11,NA,26880
2016_2017,003854,Lakeland University,Private,Hospitality Administration/Management.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,International Business.,Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,International Business.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Management Information Systems and Services.,Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,Management Information Systems and Services.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Marketing.,Bachelor's Degree,38,28396,30317
2016_2017,003854,Lakeland University,Private,Marketing.,Bachelor's Degree,34,25000,30501
2015_2016,003854,Lakeland University,Private,Mathematics.,Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,Mathematics.,Bachelor's Degree,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Mental and Social Health Services and Allied Professions.,Master's Degree,117,48189,46728
2015_2016,003854,Lakeland University,Private,Mental and Social Health Services and Allied Professions.,Graduate/Professional Certificate,NA,NA,NA
2016_2017,003854,Lakeland University,Private,Mental and Social Health Services and Allied Professions.,Master's Degree,103,52964,50299
2016_2017,003854,Lakeland University,Private,Mental and Social Health Services and Allied Professions.,Graduate/Professional Certificate,NA,NA,NA
2015_2016,003854,Lakeland University,Private,Music.,Bachelor's Degree,NA,NA,NA
2016_2017,003854,Lakeland University,Private,Music.,Bachelor's Degree,NA,NA,NA
