cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,001860,Drake University,Private,Accounting and Related Services.,Bachelor's Degree,65,23000,21562
2015_2016,001860,Drake University,Private,Accounting and Related Services.,Master's Degree,13,,24835
2016_2017,001860,Drake University,Private,Accounting and Related Services.,Bachelor's Degree,50,23885,21453
2016_2017,001860,Drake University,Private,Accounting and Related Services.,Master's Degree,10,,20990
2015_2016,001860,Drake University,Private,Anthropology.,Bachelor's Degree,,,
2016_2017,001860,Drake University,Private,Anthropology.,Bachelor's Degree,,,
2015_2016,001860,Drake University,Private,Astronomy and Astrophysics.,Bachelor's Degree,,,
2016_2017,001860,Drake University,Private,Astronomy and Astrophysics.,Bachelor's Degree,,,
2015_2016,001860,Drake University,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,27,26302,23829
2016_2017,001860,Drake University,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,26,24981,20361
2015_2016,001860,Drake University,Private,"Biology, General.",Bachelor's Degree,32,23219,22274
2016_2017,001860,Drake University,Private,"Biology, General.",Bachelor's Degree,31,23600,22539
2015_2016,001860,Drake University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,44,19969,20440
2015_2016,001860,Drake University,Private,"Business Administration, Management and Operations.",Master's Degree,42,49156,56693
2016_2017,001860,Drake University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,28,19500,19876
2016_2017,001860,Drake University,Private,"Business Administration, Management and Operations.",Master's Degree,37,62860,63595
2015_2016,001860,Drake University,Private,"Business, Management, Marketing, and Related Support Services, Other.",Bachelor's Degree,,,
2015_2016,001860,Drake University,Private,"Business, Management, Marketing, and Related Support Services, Other.",Master's Degree,,,
2016_2017,001860,Drake University,Private,"Business, Management, Marketing, and Related Support Services, Other.",Bachelor's Degree,,,
2015_2016,001860,Drake University,Private,Chemistry.,Bachelor's Degree,,,
2016_2017,001860,Drake University,Private,Chemistry.,Bachelor's Degree,,,
2015_2016,001860,Drake University,Private,Communication and Media Studies.,Master's Degree,,,
2016_2017,001860,Drake University,Private,Communication and Media Studies.,Master's Degree,,,
2015_2016,001860,Drake University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,28,26000,22615
2016_2017,001860,Drake University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,22,23739,20182
2015_2016,001860,Drake University,Private,Curriculum and Instruction.,Master's Degree,36,14567,18028
2016_2017,001860,Drake University,Private,Curriculum and Instruction.,Master's Degree,33,13518,16090
2015_2016,001860,Drake University,Private,Design and Applied Arts.,Bachelor's Degree,20,24952,21417
2016_2017,001860,Drake University,Private,Design and Applied Arts.,Bachelor's Degree,14,,22682
2015_2016,001860,Drake University,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,,26247,21859
