cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,001169,Claremont Graduate University,Private,Applied Mathematics.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Applied Mathematics.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Applied Mathematics.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Applied Mathematics.,Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Area Studies.,Post-baccalaureate Certificate,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Area Studies.,Post-baccalaureate Certificate,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Arts, Entertainment,and Media Management.",Master's Degree,NA,72660,74478
2016_2017,001169,Claremont Graduate University,Private,"Arts, Entertainment,and Media Management.",Master's Degree,NA,89000,84688
2015_2016,001169,Claremont Graduate University,Private,"Biomathematics, Bioinformatics, and Computational Biology.",Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Biomathematics, Bioinformatics, and Computational Biology.",Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Botany/Plant Biology.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Botany/Plant Biology.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Botany/Plant Biology.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Botany/Plant Biology.,Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Business Administration, Management and Operations.",Post-baccalaureate Certificate,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Business Administration, Management and Operations.",Master's Degree,54,81768,96308
2015_2016,001169,Claremont Graduate University,Private,"Business Administration, Management and Operations.",Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Business Administration, Management and Operations.",Graduate/Professional Certificate,NA,NA,92010
2016_2017,001169,Claremont Graduate University,Private,"Business Administration, Management and Operations.",Post-baccalaureate Certificate,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Business Administration, Management and Operations.",Master's Degree,42,94920,113298
2016_2017,001169,Claremont Graduate University,Private,"Business Administration, Management and Operations.",Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Business Administration, Management and Operations.",Graduate/Professional Certificate,NA,NA,98198
2015_2016,001169,Claremont Graduate University,Private,Demography and Population Studies.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Demography and Population Studies.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Economics.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Economics.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Economics.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Economics.,Doctoral Degree,10,NA,109985
2015_2016,001169,Claremont Graduate University,Private,"Education, General.",Post-baccalaureate Certificate,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Education, General.",Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Education, General.",Doctoral Degree,49,100000,108716
2015_2016,001169,Claremont Graduate University,Private,"Education, General.",Graduate/Professional Certificate,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Education, General.",Post-baccalaureate Certificate,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Education, General.",Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Education, General.",Doctoral Degree,71,107076,118756
2016_2017,001169,Claremont Graduate University,Private,"Education, General.",Graduate/Professional Certificate,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Educational Administration and Supervision.,Post-baccalaureate Certificate,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Educational Administration and Supervision.,Post-baccalaureate Certificate,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Educational Assessment, Evaluation, and Research.",Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Educational Assessment, Evaluation, and Research.",Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"English Language and Literature, General.",Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"English Language and Literature, General.",Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"English Language and Literature, General.",Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"English Language and Literature, General.",Doctoral Degree,13,NA,134859
2015_2016,001169,Claremont Graduate University,Private,"English Language and Literature/Letters, Other.",Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"English Language and Literature/Letters, Other.",Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Post-baccalaureate Certificate,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Master's Degree,16,NA,116543
2015_2016,001169,Claremont Graduate University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Graduate/Professional Certificate,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Post-baccalaureate Certificate,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Master's Degree,NA,NA,180435
2016_2017,001169,Claremont Graduate University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Graduate/Professional Certificate,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Finance and Financial Management Services.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Finance and Financial Management Services.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Finance and Financial Management Services.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Finance and Financial Management Services.,Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Fine and Studio Arts.,Master's Degree,20,82500,86788
2016_2017,001169,Claremont Graduate University,Private,Fine and Studio Arts.,Master's Degree,28,114900,104111
2015_2016,001169,Claremont Graduate University,Private,History.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,History.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,History.,Master's Degree,NA,NA,66359
2016_2017,001169,Claremont Graduate University,Private,History.,Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Human Resources Management and Services.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Human Resources Management and Services.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Information Science/Studies.,Post-baccalaureate Certificate,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Information Science/Studies.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Information Science/Studies.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Information Science/Studies.,Post-baccalaureate Certificate,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Information Science/Studies.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Information Science/Studies.,Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,International Relations and National Security Studies.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,International Relations and National Security Studies.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Management Sciences and Quantitative Methods.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Mathematics.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Mathematics.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Mathematics.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Mathematics.,Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,"Multi/Interdisciplinary Studies, Other.",Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Multi/Interdisciplinary Studies, Other.",Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Music.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Music.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Music.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Music.,Doctoral Degree,NA,NA,80439
2015_2016,001169,Claremont Graduate University,Private,"Philosophy and Religious Studies, Other.",Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Philosophy and Religious Studies, Other.",Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Philosophy.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Philosophy.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Philosophy.,Master's Degree,NA,NA,135535
2016_2017,001169,Claremont Graduate University,Private,Philosophy.,Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Political Science and Government.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Political Science and Government.,Doctoral Degree,13,NA,134447
2016_2017,001169,Claremont Graduate University,Private,Political Science and Government.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Political Science and Government.,Doctoral Degree,17,NA,140316
2015_2016,001169,Claremont Graduate University,Private,"Psychology, General.",Master's Degree,49,68481,81520
2015_2016,001169,Claremont Graduate University,Private,"Psychology, General.",Doctoral Degree,24,160804,162222
2016_2017,001169,Claremont Graduate University,Private,"Psychology, General.",Master's Degree,45,89111,84888
2016_2017,001169,Claremont Graduate University,Private,"Psychology, General.",Doctoral Degree,33,159358,158485
2015_2016,001169,Claremont Graduate University,Private,"Psychology, Other.",Post-baccalaureate Certificate,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,"Psychology, Other.",Post-baccalaureate Certificate,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Public Health.,Master's Degree,26,91197,95768
2015_2016,001169,Claremont Graduate University,Private,Public Health.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Public Health.,Master's Degree,33,94446,102842
2016_2017,001169,Claremont Graduate University,Private,Public Health.,Doctoral Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Public Policy Analysis.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Public Policy Analysis.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Religion/Religious Studies.,Master's Degree,NA,NA,NA
2015_2016,001169,Claremont Graduate University,Private,Religion/Religious Studies.,Doctoral Degree,23,96428,118013
2016_2017,001169,Claremont Graduate University,Private,Religion/Religious Studies.,Master's Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Religion/Religious Studies.,Doctoral Degree,28,88762,122499
2015_2016,001169,Claremont Graduate University,Private,Religious/Sacred Music.,Doctoral Degree,NA,NA,NA
2016_2017,001169,Claremont Graduate University,Private,Religious/Sacred Music.,Doctoral Degree,NA,NA,NA
