cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,012989,Oceanside College of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,28,8527,8826
2016_2017,012989,Oceanside College of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,NA,NA
