cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003634,Texas State Technical College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,,,
2015_2016,003634,Texas State Technical College,Public,Accounting and Related Services.,Associate's Degree,15,,14013
2016_2017,003634,Texas State Technical College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,,,
2016_2017,003634,Texas State Technical College,Public,Accounting and Related Services.,Associate's Degree,17,,15109
2015_2016,003634,Texas State Technical College,Public,Agricultural Business and Management.,Associate's Degree,,,
2016_2017,003634,Texas State Technical College,Public,Agricultural Business and Management.,Undergraduate Certificate or Diploma,,,
2016_2017,003634,Texas State Technical College,Public,Agricultural Business and Management.,Associate's Degree,,,
2015_2016,003634,Texas State Technical College,Public,Air Transportation.,Undergraduate Certificate or Diploma,,,
2015_2016,003634,Texas State Technical College,Public,Air Transportation.,Associate's Degree,26,12917,12391
2016_2017,003634,Texas State Technical College,Public,Air Transportation.,Undergraduate Certificate or Diploma,,,
2016_2017,003634,Texas State Technical College,Public,Air Transportation.,Associate's Degree,28,9534,11022
2015_2016,003634,Texas State Technical College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,17,,11568
2015_2016,003634,Texas State Technical College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2016_2017,003634,Texas State Technical College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,31,12667,12436
2016_2017,003634,Texas State Technical College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,12,,5802
2015_2016,003634,Texas State Technical College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,,,
2015_2016,003634,Texas State Technical College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,16,,7979
2016_2017,003634,Texas State Technical College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,14,,6517
2016_2017,003634,Texas State Technical College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,18,,12216
2015_2016,003634,Texas State Technical College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,,,
2015_2016,003634,Texas State Technical College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,15,,13064
2016_2017,003634,Texas State Technical College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,,,
2016_2017,003634,Texas State Technical College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,12,,14274
2015_2016,003634,Texas State Technical College,Public,Architectural Sciences and Technology.,Associate's Degree,,,
2016_2017,003634,Texas State Technical College,Public,Architectural Sciences and Technology.,Associate's Degree,,,
2015_2016,003634,Texas State Technical College,Public,"Biology, General.",Associate's Degree,23,6834,9780
2016_2017,003634,Texas State Technical College,Public,"Biology, General.",Associate's Degree,30,10417,10270
2016_2017,003634,Texas State Technical College,Public,"Building/Construction Finishing, Management, and Inspection.",Associate's Degree,,,
2015_2016,003634,Texas State Technical College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2015_2016,003634,Texas State Technical College,Public,"Business Administration, Management and Operations.",Associate's Degree,14,,13226
2016_2017,003634,Texas State Technical College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2016_2017,003634,Texas State Technical College,Public,"Business Administration, Management and Operations.",Associate's Degree,31,10500,12303
2015_2016,003634,Texas State Technical College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2015_2016,003634,Texas State Technical College,Public,Business Operations Support and Assistant Services.,Associate's Degree,11,,16755
2016_2017,003634,Texas State Technical College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2016_2017,003634,Texas State Technical College,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
