cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,001795,University of Evansville,Private,Accounting and Related Services.,Undergraduate Certificate or Diploma,,,23430
2015_2016,001795,University of Evansville,Private,Accounting and Related Services.,Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,Accounting and Related Services.,Bachelor's Degree,,,
2015_2016,001795,University of Evansville,Private,Allied Health and Medical Assisting Services.,Associate's Degree,13,,22417
2016_2017,001795,University of Evansville,Private,Allied Health and Medical Assisting Services.,Associate's Degree,,21000,23653
2015_2016,001795,University of Evansville,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,,,
2015_2016,001795,University of Evansville,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,15,,24718
2016_2017,001795,University of Evansville,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Master's Degree,,,
2015_2016,001795,University of Evansville,Private,Archeology.,Undergraduate Certificate or Diploma,,,24554
2015_2016,001795,University of Evansville,Private,Archeology.,Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,Archeology.,Bachelor's Degree,16,,26251
2015_2016,001795,University of Evansville,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,,,
2015_2016,001795,University of Evansville,Private,Bible/Biblical Studies.,Undergraduate Certificate or Diploma,,,
2015_2016,001795,University of Evansville,Private,Bible/Biblical Studies.,Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,Bible/Biblical Studies.,Bachelor's Degree,,,
2015_2016,001795,University of Evansville,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,,,
2015_2016,001795,University of Evansville,Private,"Biology, General.",Undergraduate Certificate or Diploma,,,
2015_2016,001795,University of Evansville,Private,"Biology, General.",Bachelor's Degree,10,,22977
2016_2017,001795,University of Evansville,Private,"Biology, General.",Bachelor's Degree,19,,24262
2015_2016,001795,University of Evansville,Private,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,21110
2015_2016,001795,University of Evansville,Private,"Business Administration, Management and Operations.",Bachelor's Degree,16,,23273
2015_2016,001795,University of Evansville,Private,"Business Administration, Management and Operations.",Master's Degree,21,25250,24770
2016_2017,001795,University of Evansville,Private,"Business Administration, Management and Operations.",Bachelor's Degree,27,27000,23634
2016_2017,001795,University of Evansville,Private,"Business Administration, Management and Operations.",Master's Degree,12,,29902
2015_2016,001795,University of Evansville,Private,"Business/Commerce, General.",Undergraduate Certificate or Diploma,,,
2015_2016,001795,University of Evansville,Private,"Business/Commerce, General.",Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,"Business/Commerce, General.",Bachelor's Degree,,,
2015_2016,001795,University of Evansville,Private,Business/Managerial Economics.,Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,Business/Managerial Economics.,Bachelor's Degree,,,
2015_2016,001795,University of Evansville,Private,Chemistry.,Undergraduate Certificate or Diploma,,,
2015_2016,001795,University of Evansville,Private,Chemistry.,Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,Chemistry.,Bachelor's Degree,,,
2015_2016,001795,University of Evansville,Private,Civil Engineering.,Undergraduate Certificate or Diploma,,,21878
2015_2016,001795,University of Evansville,Private,Civil Engineering.,Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,Civil Engineering.,Bachelor's Degree,,,
2015_2016,001795,University of Evansville,Private,"Classics and Classical Languages, Literatures, and Linguistics.",Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,"Classics and Classical Languages, Literatures, and Linguistics.",Bachelor's Degree,,,
2015_2016,001795,University of Evansville,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,,,
2016_2017,001795,University of Evansville,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,,,
