cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003484,Covenant College,Private,Bible/Biblical Studies.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Bible/Biblical Studies.,Bachelor's Degree,12,NA,19380
2015_2016,003484,Covenant College,Private,Biological and Physical Sciences.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Biological and Physical Sciences.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"Biology, General.",Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Biology, General.",Bachelor's Degree,17,NA,20697
2015_2016,003484,Covenant College,Private,"Business, Management, Marketing, and Related Support Services, Other.",Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Business, Management, Marketing, and Related Support Services, Other.",Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"Business/Commerce, General.",Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Business/Commerce, General.",Bachelor's Degree,14,NA,15609
2015_2016,003484,Covenant College,Private,Chemistry.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Chemistry.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"Computer and Information Sciences, General.",Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Computer and Information Sciences, General.",Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,Curriculum and Instruction.,Master's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Curriculum and Instruction.,Master's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,Economics.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Economics.,Bachelor's Degree,17,NA,19179
2015_2016,003484,Covenant College,Private,Educational Administration and Supervision.,Master's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Educational Administration and Supervision.,Master's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"English Language and Literature, General.",Bachelor's Degree,20,21375,22149
2016_2017,003484,Covenant College,Private,"English Language and Literature, General.",Bachelor's Degree,29,21250,21368
2015_2016,003484,Covenant College,Private,Fine and Studio Arts.,Bachelor's Degree,13,NA,18400
2016_2017,003484,Covenant College,Private,Fine and Studio Arts.,Bachelor's Degree,16,NA,19528
2015_2016,003484,Covenant College,Private,"Germanic Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Germanic Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,Health and Physical Education/Fitness.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Health and Physical Education/Fitness.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,History.,Bachelor's Degree,10,NA,18025
2016_2017,003484,Covenant College,Private,History.,Bachelor's Degree,13,NA,14750
2015_2016,003484,Covenant College,Private,International/Global Studies.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,International/Global Studies.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,Mathematics.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Mathematics.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"Multi-/Interdisciplinary Studies, General.",Bachelor's Degree,13,NA,22442
2016_2017,003484,Covenant College,Private,"Multi-/Interdisciplinary Studies, General.",Bachelor's Degree,21,21500,21257
2015_2016,003484,Covenant College,Private,Music.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Music.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"Philosophy and Religious Studies, General.",Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Philosophy and Religious Studies, General.",Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,Philosophy.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Philosophy.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,Physical Sciences.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Physical Sciences.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,Physics.,Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,Physics.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"Psychology, General.",Bachelor's Degree,11,NA,17558
2016_2017,003484,Covenant College,Private,"Psychology, General.",Bachelor's Degree,25,20000,18717
2016_2017,003484,Covenant College,Private,Rhetoric and Composition/Writing Studies.,Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,Sociology.,Bachelor's Degree,10,NA,19002
2016_2017,003484,Covenant College,Private,Sociology.,Bachelor's Degree,11,NA,19915
2015_2016,003484,Covenant College,Private,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,23,22557,21918
2015_2016,003484,Covenant College,Private,"Teacher Education and Professional Development, Specific Levels and Methods.",Master's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,25,26500,23355
2016_2017,003484,Covenant College,Private,"Teacher Education and Professional Development, Specific Levels and Methods.",Master's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,NA,NA,NA
2015_2016,003484,Covenant College,Private,"Teacher Education and Professional Development, Specific Subject Areas.",Master's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,NA,NA,NA
2016_2017,003484,Covenant College,Private,"Teacher Education and Professional Development, Specific Subject Areas.",Master's Degree,12,NA,14418
