cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,002311,Kuyper College,Private,Accounting and Related Services.,Bachelor's Degree,NA,NA,NA
2016_2017,002311,Kuyper College,Private,Accounting and Related Services.,Bachelor's Degree,NA,NA,NA
2015_2016,002311,Kuyper College,Private,Audiovisual Communications Technologies/Technicians.,Bachelor's Degree,NA,NA,NA
2016_2017,002311,Kuyper College,Private,Audiovisual Communications Technologies/Technicians.,Bachelor's Degree,NA,NA,NA
2015_2016,002311,Kuyper College,Private,Bible/Biblical Studies.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002311,Kuyper College,Private,Bible/Biblical Studies.,Associate's Degree,NA,NA,NA
2015_2016,002311,Kuyper College,Private,Bible/Biblical Studies.,Bachelor's Degree,NA,NA,NA
2015_2016,002311,Kuyper College,Private,Bible/Biblical Studies.,Post-baccalaureate Certificate,NA,NA,NA
2016_2017,002311,Kuyper College,Private,Bible/Biblical Studies.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002311,Kuyper College,Private,Bible/Biblical Studies.,Associate's Degree,NA,NA,NA
2016_2017,002311,Kuyper College,Private,Bible/Biblical Studies.,Bachelor's Degree,NA,NA,NA
2016_2017,002311,Kuyper College,Private,Bible/Biblical Studies.,Post-baccalaureate Certificate,NA,NA,NA
2015_2016,002311,Kuyper College,Private,"Business Administration, Management and Operations.",Associate's Degree,NA,NA,NA
2015_2016,002311,Kuyper College,Private,"Business Administration, Management and Operations.",Bachelor's Degree,NA,NA,NA
2016_2017,002311,Kuyper College,Private,"Business Administration, Management and Operations.",Associate's Degree,NA,NA,NA
2016_2017,002311,Kuyper College,Private,"Business Administration, Management and Operations.",Bachelor's Degree,NA,NA,NA
2015_2016,002311,Kuyper College,Private,Communication and Media Studies.,Bachelor's Degree,NA,NA,NA
2016_2017,002311,Kuyper College,Private,Communication and Media Studies.,Bachelor's Degree,NA,NA,NA
2015_2016,002311,Kuyper College,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2015_2016,002311,Kuyper College,Private,"Ecology, Evolution, Systematics, and Population Biology.",Bachelor's Degree,NA,NA,NA
