cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,001788,Butler University,Private,Accounting and Related Services.,Bachelor's Degree,27,12000,14440
2015_2016,001788,Butler University,Private,Accounting and Related Services.,Master's Degree,11,NA,17233
2016_2017,001788,Butler University,Private,Accounting and Related Services.,Bachelor's Degree,20,19000,18949
2016_2017,001788,Butler University,Private,Accounting and Related Services.,Master's Degree,21,20500,18550
2015_2016,001788,Butler University,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Master's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Master's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Anthropology.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Anthropology.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,21,12000,13568
2016_2017,001788,Butler University,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,14,NA,17221
2015_2016,001788,Butler University,Private,Astronomy and Astrophysics.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Astronomy and Astrophysics.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Audiovisual Communications Technologies/Technicians.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Audiovisual Communications Technologies/Technicians.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"Biology, General.",Bachelor's Degree,11,NA,18136
2016_2017,001788,Butler University,Private,"Biology, General.",Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"Business Administration, Management and Operations.",Master's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,"Business Administration, Management and Operations.",Master's Degree,12,NA,35722
2016_2017,001788,Butler University,Private,"Business, Management, Marketing, and Related Support Services, Other.",Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Chemistry.,Bachelor's Degree,25,15750,16949
2016_2017,001788,Butler University,Private,Chemistry.,Bachelor's Degree,15,NA,21578
2015_2016,001788,Butler University,Private,Classical and Ancient Studies.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Classical and Ancient Studies.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Communication and Media Studies.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Communication and Media Studies.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Communication Disorders Sciences and Services.,Bachelor's Degree,16,NA,9270
2016_2017,001788,Butler University,Private,Communication Disorders Sciences and Services.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,"Communication, Journalism, and Related Programs, Other.",Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,16,NA,17906
2016_2017,001788,Butler University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,10,NA,20350
2015_2016,001788,Butler University,Private,Computer Engineering.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Computer Engineering.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Computer Software and Media Applications.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Computer Software and Media Applications.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Criminal Justice and Corrections.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Criminology.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Criminology.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Dance.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Dance.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Design and Applied Arts.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Design and Applied Arts.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Economics.,Bachelor's Degree,17,NA,19505
2016_2017,001788,Butler University,Private,Economics.,Bachelor's Degree,13,NA,19530
2015_2016,001788,Butler University,Private,"Education, General.",Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"Education, General.",Master's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,"Education, General.",Master's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"Education, Other.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,001788,Butler University,Private,"Education, Other.",Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,"Education, Other.",Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Educational Administration and Supervision.,Master's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,Educational Administration and Supervision.,Post-baccalaureate Certificate,NA,NA,NA
2016_2017,001788,Butler University,Private,Educational Administration and Supervision.,Master's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"English Language and Literature, General.",Bachelor's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,"English Language and Literature, General.",Master's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,"English Language and Literature, General.",Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,"English Language and Literature, General.",Master's Degree,NA,NA,NA
2015_2016,001788,Butler University,Private,Entrepreneurial and Small Business Operations.,Bachelor's Degree,10,NA,14341
2016_2017,001788,Butler University,Private,Entrepreneurial and Small Business Operations.,Bachelor's Degree,11,NA,18531
2015_2016,001788,Butler University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Bachelor's Degree,NA,NA,NA
2016_2017,001788,Butler University,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Bachelor's Degree,NA,NA,NA
