cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003411,Salve Regina University,Private,Accounting and Related Services.,Bachelor's Degree,29,27000,26259
2016_2017,003411,Salve Regina University,Private,Accounting and Related Services.,Bachelor's Degree,26,27000,25222
2015_2016,003411,Salve Regina University,Private,Area Studies.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Area Studies.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,"Biology, General.",Bachelor's Degree,49,27000,24975
2016_2017,003411,Salve Regina University,Private,"Biology, General.",Bachelor's Degree,59,27000,25559
2015_2016,003411,Salve Regina University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,55,27000,26783
2015_2016,003411,Salve Regina University,Private,"Business Administration, Management and Operations.",Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,"Business Administration, Management and Operations.",Master's Degree,47,17420,17410
2016_2017,003411,Salve Regina University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,48,27000,24545
2016_2017,003411,Salve Regina University,Private,"Business Administration, Management and Operations.",Post-baccalaureate Certificate,,,
2016_2017,003411,Salve Regina University,Private,"Business Administration, Management and Operations.",Master's Degree,37,17930,18986
2015_2016,003411,Salve Regina University,Private,Chemistry.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Chemistry.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,"Clinical, Counseling and Applied Psychology.",Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,"Clinical, Counseling and Applied Psychology.",Master's Degree,37,28712,32427
2015_2016,003411,Salve Regina University,Private,"Clinical, Counseling and Applied Psychology.",Graduate/Professional Certificate,,,
2016_2017,003411,Salve Regina University,Private,"Clinical, Counseling and Applied Psychology.",Post-baccalaureate Certificate,,,
2016_2017,003411,Salve Regina University,Private,"Clinical, Counseling and Applied Psychology.",Master's Degree,37,28712,32472
2016_2017,003411,Salve Regina University,Private,"Clinical, Counseling and Applied Psychology.",Graduate/Professional Certificate,,,
2015_2016,003411,Salve Regina University,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Master's Degree,,,
2016_2017,003411,Salve Regina University,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Master's Degree,,,
2015_2016,003411,Salve Regina University,Private,Communication and Media Studies.,Bachelor's Degree,28,27000,25731
2016_2017,003411,Salve Regina University,Private,Communication and Media Studies.,Bachelor's Degree,21,27000,25083
2015_2016,003411,Salve Regina University,Private,"Communications Technologies/Technicians and Support Services, Other.",Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,"Communications Technologies/Technicians and Support Services, Other.",Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Criminal Justice and Corrections.,Bachelor's Degree,61,27000,24630
2015_2016,003411,Salve Regina University,Private,Criminal Justice and Corrections.,Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,Criminal Justice and Corrections.,Master's Degree,21,20500,18784
2016_2017,003411,Salve Regina University,Private,Criminal Justice and Corrections.,Associate's Degree,,,
2016_2017,003411,Salve Regina University,Private,Criminal Justice and Corrections.,Bachelor's Degree,50,27000,24670
2016_2017,003411,Salve Regina University,Private,Criminal Justice and Corrections.,Post-baccalaureate Certificate,10,,26600
2016_2017,003411,Salve Regina University,Private,Criminal Justice and Corrections.,Master's Degree,23,20500,20110
2015_2016,003411,Salve Regina University,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Economics.,Bachelor's Degree,15,,25044
2016_2017,003411,Salve Regina University,Private,Economics.,Bachelor's Degree,18,,27663
2015_2016,003411,Salve Regina University,Private,"English Language and Literature, General.",Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,"English Language and Literature, General.",Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Finance and Financial Management Services.,Bachelor's Degree,16,,29367
2016_2017,003411,Salve Regina University,Private,Finance and Financial Management Services.,Bachelor's Degree,19,,25794
2015_2016,003411,Salve Regina University,Private,Fine and Studio Arts.,Bachelor's Degree,,27000,24361
2016_2017,003411,Salve Regina University,Private,Fine and Studio Arts.,Bachelor's Degree,,,24609
2015_2016,003411,Salve Regina University,Private,Health and Medical Administrative Services.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Health and Medical Administrative Services.,Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,Health and Medical Administrative Services.,Master's Degree,12,,19855
2016_2017,003411,Salve Regina University,Private,Health and Medical Administrative Services.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Health and Medical Administrative Services.,Post-baccalaureate Certificate,,,
2016_2017,003411,Salve Regina University,Private,Health and Medical Administrative Services.,Master's Degree,17,,23619
2015_2016,003411,Salve Regina University,Private,Historic Preservation and Conservation.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Historic Preservation and Conservation.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,History.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,History.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Homeland Security.,Post-baccalaureate Certificate,,,
2016_2017,003411,Salve Regina University,Private,Homeland Security.,Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,Human Resources Management and Services.,Post-baccalaureate Certificate,,,
2016_2017,003411,Salve Regina University,Private,Human Resources Management and Services.,Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,International Relations and National Security Studies.,Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,International Relations and National Security Studies.,Master's Degree,,,
2016_2017,003411,Salve Regina University,Private,International Relations and National Security Studies.,Post-baccalaureate Certificate,,,
2016_2017,003411,Salve Regina University,Private,International Relations and National Security Studies.,Master's Degree,,,
2015_2016,003411,Salve Regina University,Private,International/Global Studies.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,International/Global Studies.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,11,,25353
2015_2016,003411,Salve Regina University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Master's Degree,,,
2015_2016,003411,Salve Regina University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Doctoral Degree,,,
2015_2016,003411,Salve Regina University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Graduate/Professional Certificate,,,
2016_2017,003411,Salve Regina University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Master's Degree,,,
2016_2017,003411,Salve Regina University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Doctoral Degree,,,
2016_2017,003411,Salve Regina University,Private,"Liberal Arts and Sciences, General Studies and Humanities.",Graduate/Professional Certificate,,,
2015_2016,003411,Salve Regina University,Private,Management Information Systems and Services.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Management Information Systems and Services.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Management Sciences and Quantitative Methods.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Management Sciences and Quantitative Methods.,Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,Management Sciences and Quantitative Methods.,Master's Degree,,,
2016_2017,003411,Salve Regina University,Private,Management Sciences and Quantitative Methods.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Management Sciences and Quantitative Methods.,Post-baccalaureate Certificate,,,
2016_2017,003411,Salve Regina University,Private,Management Sciences and Quantitative Methods.,Master's Degree,,,
2015_2016,003411,Salve Regina University,Private,Marketing.,Bachelor's Degree,47,27000,25555
2016_2017,003411,Salve Regina University,Private,Marketing.,Bachelor's Degree,36,27000,25444
2015_2016,003411,Salve Regina University,Private,Mathematics.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Mathematics.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Music.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Music.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Natural Resources Conservation and Research.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Natural Resources Conservation and Research.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Philosophy.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Philosophy.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Political Science and Government.,Bachelor's Degree,15,,24817
2016_2017,003411,Salve Regina University,Private,Political Science and Government.,Bachelor's Degree,11,,23927
2015_2016,003411,Salve Regina University,Private,"Psychology, General.",Bachelor's Degree,56,27000,26562
2016_2017,003411,Salve Regina University,Private,"Psychology, General.",Bachelor's Degree,69,27000,26717
2015_2016,003411,Salve Regina University,Private,"Psychology, Other.",Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,"Psychology, Other.",Master's Degree,,,
2015_2016,003411,Salve Regina University,Private,"Psychology, Other.",Graduate/Professional Certificate,,,
2016_2017,003411,Salve Regina University,Private,"Psychology, Other.",Post-baccalaureate Certificate,,,
2016_2017,003411,Salve Regina University,Private,"Psychology, Other.",Master's Degree,,,
2016_2017,003411,Salve Regina University,Private,"Psychology, Other.",Graduate/Professional Certificate,,,
2015_2016,003411,Salve Regina University,Private,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,107,27000,25623
2016_2017,003411,Salve Regina University,Private,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,121,27000,25255
2016_2017,003411,Salve Regina University,Private,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Master's Degree,,,
2016_2017,003411,Salve Regina University,Private,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Doctoral Degree,,,
2015_2016,003411,Salve Regina University,Private,Rehabilitation and Therapeutic Professions.,Post-baccalaureate Certificate,,,
2015_2016,003411,Salve Regina University,Private,Rehabilitation and Therapeutic Professions.,Master's Degree,,,
2015_2016,003411,Salve Regina University,Private,Rehabilitation and Therapeutic Professions.,Graduate/Professional Certificate,,,
2016_2017,003411,Salve Regina University,Private,Rehabilitation and Therapeutic Professions.,Post-baccalaureate Certificate,,,
2016_2017,003411,Salve Regina University,Private,Rehabilitation and Therapeutic Professions.,Master's Degree,11,,30936
2016_2017,003411,Salve Regina University,Private,Rehabilitation and Therapeutic Professions.,Graduate/Professional Certificate,,,
2015_2016,003411,Salve Regina University,Private,Religion/Religious Studies.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Religion/Religious Studies.,Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,,,
2015_2016,003411,Salve Regina University,Private,Social Work.,Bachelor's Degree,,27000,27859
2016_2017,003411,Salve Regina University,Private,Social Work.,Bachelor's Degree,17,,28238
2015_2016,003411,Salve Regina University,Private,Sociology.,Bachelor's Degree,,,
2016_2017,003411,Salve Regina University,Private,Sociology.,Bachelor's Degree,,,
